* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:00:32 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: Neve 517 18
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 84.460 0.024 0.0036 0.0052 0.023 9.7E-4 0.0039 6.8E-4 0.0015 0.0021 0.0017
20.586 84.458 0.023 0.0026 0.0054 0.022 0.0011 0.0035 8.5E-4 0.0014 0.0016 0.0017
21.189 84.455 0.022 0.0026 0.0058 0.021 0.0010 0.0029 0.0011 0.0013 0.0011 0.0015
21.810 84.453 0.021 0.0026 0.0069 0.019 0.0010 0.0025 0.0014 0.0013 8.2E-4 0.0012
22.449 84.450 0.021 0.0026 0.0093 0.018 0.0010 0.0023 0.0018 0.0014 6.5E-4 8.8E-4
23.107 84.448 0.022 0.0025 0.013 0.018 0.0012 0.0025 0.0023 0.0015 5.3E-4 6.5E-4
23.784 84.446 0.026 0.0025 0.020 0.017 0.0018 0.0028 0.0026 0.0015 4.2E-4 4.8E-4
24.481 84.444 0.030 0.0025 0.025 0.016 0.0023 0.0029 0.0027 0.0014 4.3E-4 3.4E-4
25.198 84.442 0.029 0.0025 0.024 0.016 0.0025 0.0028 0.0026 0.0011 6.1E-4 3.1E-4
25.937 84.440 0.024 0.0033 0.017 0.016 0.0023 0.0026 0.0022 8.0E-4 7.4E-4 6.3E-4
26.697 84.438 0.018 0.0033 0.0091 0.015 0.0018 0.0028 0.0018 7.9E-4 7.4E-4 0.0012
27.479 84.436 0.016 0.0033 0.0049 0.015 0.0014 0.0033 0.0014 9.2E-4 5.8E-4 0.0017
28.284 84.435 0.015 0.0036 0.0028 0.014 0.0012 0.0040 0.0011 0.0011 4.2E-4 0.0019
29.113 84.433 0.015 0.0036 0.0025 0.013 0.0015 0.0042 8.5E-4 0.0013 4.1E-4 0.0018
29.966 84.432 0.014 0.0036 0.0026 0.013 0.0015 0.0036 7.2E-4 0.0014 5.1E-4 0.0015
30.844 84.430 0.013 0.0036 0.0027 0.012 0.0011 0.0023 7.1E-4 0.0014 7.9E-4 0.0012
31.748 84.429 0.013 0.0028 0.0030 0.012 0.0010 0.0017 8.8E-4 0.0012 8.9E-4 9.4E-4
32.678 84.428 0.013 0.0028 0.0033 0.012 0.0010 0.0018 0.0010 0.0012 8.4E-4 9.0E-4
33.636 84.426 0.012 0.0028 0.0036 0.011 9.5E-4 0.0023 0.0011 0.0015 7.2E-4 9.9E-4
34.621 84.425 0.011 0.0020 0.0035 0.0097 8.2E-4 0.0022 0.0011 0.0021 7.5E-4 9.0E-4
35.636 84.423 0.010 0.0020 0.0031 0.0089 0.0012 0.0016 9.0E-4 0.0027 7.1E-4 7.0E-4
36.680 84.422 0.010 0.0023 0.0028 0.0090 0.0021 0.0014 6.9E-4 0.0026 6.5E-4 7.7E-4
37.755 84.421 0.011 0.0023 0.0031 0.0097 0.0024 0.0013 5.8E-4 0.0023 6.8E-4 9.6E-4
38.861 84.420 0.011 0.0023 0.0034 0.010 0.0017 0.0011 8.2E-4 0.0020 0.0011 0.0011
40.000 84.419 0.011 0.0026 0.0041 0.0100 0.0012 0.0014 0.0013 0.0017 0.0016 9.9E-4
41.172 84.418 0.011 0.0026 0.0047 0.0093 9.6E-4 0.0019 0.0021 0.0014 0.0022 7.4E-4
42.379 84.417 0.011 0.0037 0.0044 0.0087 8.3E-4 0.0019 0.0023 9.4E-4 0.0029 5.1E-4
43.620 84.416 0.010 0.0037 0.0033 0.0089 8.7E-4 0.0017 0.0023 6.4E-4 0.0031 4.6E-4
44.898 84.416 0.0099 0.0073 0.0026 0.0088 0.0010 0.0019 0.0021 5.6E-4 0.0021 5.8E-4
46.214 84.415 0.0091 0.0073 0.0029 0.0081 0.0010 0.0020 0.0014 7.0E-4 0.0011 6.9E-4
47.568 84.415 0.0092 0.042 0.0036 0.0081 8.5E-4 0.0018 7.5E-4 9.7E-4 7.9E-4 7.3E-4
48.962 84.415 0.0096 0.042 0.0033 0.0086 0.0010 0.0017 5.4E-4 0.0012 9.9E-4 7.5E-4
50.397 84.416 0.0085 0.049 0.0020 0.0076 9.7E-4 0.0019 7.5E-4 0.0015 0.0013 6.8E-4
51.874 84.413 0.0075 0.049 0.0015 0.0067 7.8E-4 0.0019 0.0011 0.0016 0.0013 7.7E-4
