* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:02:19 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: Neve 517 48
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 113.052 11.9 0.0025 6.45 9.52 1.36 1.83 1.76 0.793 0.914 0.373
20.586 113.095 11.9 0.0026 6.39 9.49 1.41 1.84 1.70 0.769 0.985 0.379
21.189 113.131 11.8 0.0026 6.36 9.43 1.45 1.88 1.65 0.762 1.04 0.393
21.810 113.159 11.8 0.0026 6.35 9.37 1.48 1.93 1.60 0.759 1.08 0.404
22.449 113.177 11.7 0.0026 6.35 9.30 1.50 1.99 1.56 0.762 1.11 0.411
23.107 113.189 11.7 0.0016 6.38 9.23 1.52 2.05 1.53 0.767 1.14 0.417
23.784 113.193 11.7 0.0016 6.41 9.17 1.54 2.10 1.50 0.774 1.16 0.421
24.481 113.194 11.7 0.0016 6.44 9.11 1.55 2.14 1.48 0.781 1.17 0.424
25.198 113.192 11.6 0.0016 6.49 9.05 1.57 2.18 1.47 0.787 1.18 0.426
25.937 113.189 11.6 0.0014 6.52 8.99 1.58 2.21 1.46 0.793 1.18 0.427
26.697 113.187 11.6 0.0014 6.55 8.95 1.58 2.23 1.46 0.796 1.18 0.427
27.479 113.187 11.6 0.0014 6.56 8.90 1.59 2.23 1.46 0.799 1.18 0.426
28.284 113.187 11.6 0.0016 6.58 8.87 1.60 2.24 1.46 0.802 1.18 0.423
29.113 113.188 11.6 0.0016 6.59 8.85 1.60 2.23 1.47 0.804 1.18 0.419
29.966 113.189 11.6 0.0016 6.60 8.83 1.61 2.22 1.47 0.807 1.18 0.414
30.844 113.190 11.6 0.0016 6.62 8.82 1.61 2.21 1.48 0.808 1.18 0.408
31.748 113.189 11.6 0.0016 6.64 8.81 1.62 2.21 1.48 0.809 1.18 0.403
32.678 113.189 11.6 0.0016 6.66 8.80 1.62 2.20 1.48 0.810 1.18 0.398
33.636 113.189 11.6 0.0016 6.68 8.80 1.63 2.19 1.49 0.811 1.18 0.394
34.621 113.189 11.6 0.0017 6.70 8.80 1.63 2.19 1.49 0.812 1.19 0.392
35.636 113.190 11.6 0.0017 6.72 8.79 1.64 2.19 1.49 0.813 1.19 0.390
36.680 113.190 11.6 0.0021 6.73 8.79 1.64 2.19 1.49 0.814 1.18 0.389
37.755 113.190 11.6 0.0021 6.73 8.78 1.64 2.18 1.49 0.814 1.18 0.388
38.861 113.191 11.6 0.0021 6.73 8.77 1.64 2.18 1.49 0.814 1.18 0.387
40.000 113.191 11.6 0.0032 6.73 8.77 1.64 2.18 1.49 0.813 1.18 0.387
41.172 113.191 11.6 0.0032 6.73 8.76 1.64 2.18 1.49 0.812 1.18 0.386
42.379 113.192 11.6 0.0029 6.73 8.76 1.64 2.18 1.49 0.811 1.18 0.386
43.620 113.192 11.6 0.0029 6.73 8.76 1.64 2.18 1.49 0.811 1.19 0.385
44.898 113.192 11.6 0.0084 6.72 8.76 1.64 2.18 1.49 0.810 1.19 0.386
46.214 113.193 11.6 0.0084 6.72 8.76 1.64 2.18 1.49 0.810 1.18 0.387
47.568 113.194 11.6 0.047 6.72 8.75 1.64 2.19 1.49 0.809 1.18 0.387
48.962 113.195 11.6 0.047 6.71 8.75 1.64 2.19 1.49 0.808 1.18 0.389
50.397 113.195 11.6 0.054 6.70 8.75 1.64 2.19 1.49 0.807 1.18 0.390
51.874 113.194 11.5 0.054 6.70 8.75 1.64 2.19 1.49 0.807 1.18 0.391
53.394 113.195 11.5 0.015 6.69 8.75 1.64 2.19 1.48 0.806 1.18 0.392
54.958 113.195 11.5 0.015 6.68 8.74 1.64 2.20 1.48 0.805 1.19 0.393
56.569 113.195 11.5 0.0041 6.67 8.74 1.64 2.20 1.48 0.804 1.19 0.395
58.226 113.196 11.5 0.0026 6.67 8.74 1.64 2.20 1.47 0.803 1.19 0.398
59.932 113.196 11.5 0.0026 6.66 8.74 1.64 2.20 1.47 0.802 1.19 0.400
61.688 113.197 11.5 0.0013 6.65 8.74 1.64 2.21 1.47 0.803 1.19 0.401
63.496 113.197 11.5 0.0021 6.64 8.74 1.64 2.21 1.47 0.802 1.19 0.403
65.357 113.197 11.5 0.0021 6.64 8.74 1.64 2.21 1.47 0.801 1.19 0.405
67.272 113.197 11.5 0.0028 6.63 8.74 1.64 2.21 1.46 0.801 1.19 0.406
69.243 113.197 11.5 0.0025 6.62 8.74 1.64 2.21 1.46 0.800 1.19 0.408
71.272 113.196 11.5 0.0025 6.62 8.74 1.63 2.22 1.46 0.800 1.19 0.411
73.360 113.196 11.5 0.0018 6.61 8.74 1.63 2.22 1.46 0.799 1.19 0.412
75.510 113.196 11.5 0.0025 6.61 8.74 1.63 2.22 1.46 0.798 1.19 0.414
77.723 113.196 11.5 0.0026 6.61 8.74 1.63 2.22 1.46 0.796 1.19 0.416
80.000 113.195 11.5 0.0028 6.60 8.74 1.64 2.22 1.46 0.796 1.19 0.418
82.344 113.195 11.5 0.0039 6.59 8.73 1.64 2.22 1.45 0.796 1.19 0.420
84.757 113.195 11.5 0.0039 6.59 8.73 1.63 2.23 1.45 0.795 1.20 0.422
87.241 113.195 11.5 0.0030 6.58 8.73 1.63 2.23 1.45 0.795 1.20 0.423
89.797 113.195 11.5 0.0028 6.58 8.73 1.63 2.23 1.45 0.794 1.20 0.425
92.428 113.195 11.5 0.0024 6.57 8.72 1.63 2.24 1.45 0.794 1.20 0.427
95.137 113.195 11.5 0.0033 6.56 8.72 1.63 2.24 1.45 0.793 1.20 0.427
97.924 113.195 11.4 0.0038 6.56 8.72 1.63 2.24 1.44 0.792 1.20 0.428
100.794 113.195 11.4 0.0082 6.55 8.71 1.63 2.25 1.44 0.791 1.20 0.430
103.747 113.195 11.4 0.0026 6.55 8.71 1.63 2.25 1.44 0.788 1.20 0.433
106.787 113.195 11.4 0.0025 6.54 8.70 1.63 2.25 1.44 0.787 1.20 0.435
109.916 113.195 11.4 0.0031 6.54 8.70 1.63 2.25 1.44 0.785 1.20 0.436
113.137 113.195 11.4 0.0029 6.54 8.70 1.63 2.26 1.44 0.784 1.20 0.437
116.452 113.195 11.4 0.0024 6.53 8.70 1.63 2.26 1.44 0.783 1.20 0.438
119.865 113.195 11.4 0.0035 6.53 8.70 1.63 2.26 1.43 0.784 1.20 0.439
123.377 113.196 11.4 0.0025 6.53 8.70 1.63 2.26 1.43 0.785 1.20 0.439
126.992 113.196 11.4 0.0032 6.53 8.70 1.63 2.26 1.43 0.786 1.20 0.439
130.713 113.196 11.4 0.0029 6.52 8.70 1.63 2.26 1.43 0.786 1.20 0.439
134.543 113.196 11.4 0.0031 6.52 8.71 1.63 2.26 1.43 0.785 1.20 0.439
138.486 113.197 11.4 0.0028 6.52 8.71 1.63 2.26 1.43 0.784 1.20 0.439
142.544 113.197 11.4 0.0023 6.52 8.71 1.63 2.26 1.43 0.784 1.20 0.438
146.721 113.197 11.4 0.012 6.52 8.72 1.63 2.25 1.43 0.785 1.20 0.436
151.020 113.198 11.4 0.015 6.52 8.72 1.63 2.25 1.44 0.786 1.20 0.435
155.445 113.198 11.4 0.0042 6.52 8.72 1.63 2.25 1.44 0.787 1.20 0.435
