* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:01:58 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: Neve 517 42
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 108.408 0.193 0.0024 0.075 0.104 0.123 0.026 0.065 0.015 0.012 0.017
20.586 108.410 0.153 0.0019 0.068 0.091 0.084 0.020 0.049 0.014 0.012 0.011
21.189 108.411 0.124 0.0019 0.068 0.077 0.054 0.017 0.037 0.014 0.012 0.0069
21.810 108.412 0.107 0.0019 0.071 0.064 0.031 0.014 0.028 0.012 0.012 0.0061
22.449 108.412 0.101 0.0019 0.078 0.054 0.015 0.011 0.021 0.010 0.012 0.0079
23.107 108.412 0.100 0.0023 0.086 0.043 0.012 0.0091 0.017 0.0089 0.012 0.0094
23.784 108.412 0.106 0.0023 0.095 0.035 0.020 0.0079 0.016 0.0077 0.011 0.010
24.481 108.411 0.108 0.0023 0.097 0.029 0.031 0.0091 0.017 0.0066 0.011 0.010
25.198 108.410 0.101 0.0023 0.088 0.024 0.037 0.010 0.018 0.0055 0.0097 0.0098
25.937 108.409 0.089 0.0028 0.072 0.021 0.042 0.011 0.017 0.0045 0.0086 0.0087
26.697 108.409 0.075 0.0028 0.053 0.019 0.043 0.011 0.017 0.0035 0.0072 0.0074
27.479 108.408 0.064 0.0028 0.041 0.018 0.041 0.011 0.015 0.0027 0.0057 0.0062
28.284 108.408 0.054 0.0037 0.032 0.018 0.036 0.010 0.014 0.0023 0.0044 0.0047
29.113 108.407 0.045 0.0037 0.023 0.018 0.030 0.0084 0.012 0.0022 0.0036 0.0031
29.966 108.407 0.037 0.0037 0.017 0.018 0.023 0.0060 0.010 0.0025 0.0033 0.0020
30.844 108.406 0.031 0.0037 0.014 0.018 0.017 0.0037 0.0086 0.0031 0.0036 0.0025
31.748 108.406 0.028 0.0023 0.014 0.018 0.013 0.0031 0.0076 0.0037 0.0034 0.0030
32.678 108.406 0.028 0.0023 0.015 0.018 0.012 0.0037 0.0069 0.0042 0.0032 0.0033
33.636 108.405 0.029 0.0023 0.016 0.017 0.013 0.0049 0.0066 0.0047 0.0032 0.0032
34.621 108.405 0.028 0.0027 0.015 0.015 0.016 0.0059 0.0067 0.0049 0.0031 0.0030
35.636 108.405 0.028 0.0027 0.012 0.013 0.018 0.0067 0.0072 0.0046 0.0027 0.0029
36.680 108.405 0.027 0.0022 0.0089 0.012 0.019 0.0070 0.0074 0.0036 0.0020 0.0025
37.755 108.404 0.025 0.0022 0.0058 0.012 0.019 0.0071 0.0072 0.0032 0.0014 0.0023
38.861 108.404 0.023 0.0022 0.0038 0.011 0.016 0.0067 0.0063 0.0030 0.0012 0.0026
40.000 108.404 0.020 0.0032 0.0049 0.011 0.013 0.0060 0.0058 0.0031 0.0015 0.0029
41.172 108.403 0.020 0.0032 0.0066 0.011 0.011 0.0053 0.0059 0.0036 0.0020 0.0029
42.379 108.403 0.020 0.0022 0.0075 0.012 0.011 0.0047 0.0068 0.0040 0.0023 0.0027
43.620 108.403 0.021 0.0022 0.0072 0.012 0.011 0.0048 0.0074 0.0040 0.0020 0.0026
44.898 108.402 0.021 0.0082 0.0064 0.012 0.012 0.0060 0.0070 0.0037 0.0015 0.0020
46.214 108.402 0.021 0.0082 0.0053 0.011 0.012 0.0075 0.0063 0.0036 0.0012 0.0014
47.568 108.400 0.020 0.042 0.0047 0.011 0.012 0.0083 0.0057 0.0043 0.0010 0.0013
48.962 108.399 0.020 0.042 0.0045 0.011 0.011 0.0090 0.0055 0.0052 0.0010 0.0015
50.397 108.399 0.020 0.048 0.0048 0.012 0.0095 0.0089 0.0058 0.0052 8.8E-4 0.0016
51.874 108.400 0.020 0.048 0.0066 0.013 0.0096 0.0075 0.0059 0.0043 0.0011 0.0017
53.394 108.400 0.020 0.012 0.0073 0.012 0.010 0.0070 0.0058 0.0036 0.0016 0.0016
54.958 108.399 0.020 0.012 0.0076 0.011 0.011 0.0068 0.0051 0.0031 0.0016 0.0017
56.569 108.399 0.019 0.0035 0.0070 0.012 0.011 0.0065 0.0039 0.0029 0.0015 0.0020
58.226 108.398 0.019 0.0034 0.0072 0.012 0.010 0.0062 0.0033 0.0028 0.0016 0.0022
59.932 108.398 0.019 0.0034 0.0089 0.011 0.0097 0.0064 0.0037 0.0028 0.0018 0.0026
61.688 108.397 0.020 0.0032 0.0097 0.011 0.0099 0.0070 0.0044 0.0024 0.0017 0.0022
63.496 108.397 0.019 0.0020 0.0088 0.010 0.0092 0.0073 0.0049 0.0018 0.0015 0.0014
65.357 108.396 0.019 0.0020 0.0080 0.010 0.0095 0.0071 0.0053 0.0016 0.0012 0.0012
67.272 108.395 0.018 0.0018 0.0082 0.0099 0.0097 0.0070 0.0052 0.0020 7.0E-4 9.6E-4
69.243 108.395 0.019 0.0021 0.0095 0.0099 0.0095 0.0075 0.0053 0.0022 5.3E-4 1.0E-3
71.272 108.394 0.020 0.0021 0.011 0.010 0.0097 0.0078 0.0053 0.0027 0.0012 0.0011
73.360 108.393 0.022 0.0028 0.013 0.011 0.0094 0.0074 0.0050 0.0031 0.0015 8.4E-4
75.510 108.393 0.022 0.0027 0.014 0.012 0.0091 0.0069 0.0048 0.0039 9.7E-4 0.0011
77.723 108.392 0.021 0.0026 0.011 0.012 0.0084 0.0067 0.0049 0.0047 7.9E-4 0.0010
80.000 108.391 0.021 0.0029 0.011 0.012 0.0084 0.0065 0.0057 0.0043 0.0012 5.9E-4
82.344 108.391 0.021 0.0022 0.0097 0.013 0.0087 0.0061 0.0059 0.0035 0.0012 6.5E-4
84.757 108.390 0.021 0.0022 0.0096 0.014 0.0080 0.0059 0.0058 0.0033 0.0013 8.6E-4
87.241 108.390 0.020 0.0031 0.0093 0.013 0.0081 0.0062 0.0055 0.0033 0.0019 4.7E-4
89.797 108.389 0.021 0.0033 0.0099 0.012 0.0087 0.0066 0.0057 0.0036 0.0024 5.2E-4
92.428 108.389 0.021 0.0037 0.010 0.012 0.0085 0.0062 0.0063 0.0036 0.0025 7.2E-4
95.137 108.388 0.020 0.0034 0.0093 0.012 0.0088 0.0058 0.0058 0.0025 0.0018 0.0010
97.924 108.387 0.019 0.0028 0.0082 0.013 0.0089 0.0062 0.0049 0.0028 0.0014 0.0013
100.794 108.387 0.020 0.0078 0.0090 0.013 0.0090 0.0057 0.0036 0.0036 0.0014 0.0013
103.747 108.387 0.020 0.0012 0.0094 0.012 0.0091 0.0052 0.0039 0.0036 0.0024 5.9E-4
106.787 108.386 0.020 0.0022 0.010 0.012 0.0094 0.0053 0.0044 0.0037 0.0023 4.7E-4
109.916 108.386 0.020 0.0024 0.010 0.012 0.0098 0.0046 0.0049 0.0036 0.0019 3.8E-4
113.137 108.386 0.021 0.0020 0.010 0.013 0.0096 0.0058 0.0051 0.0038 9.1E-4 5.5E-4
116.452 108.385 0.022 0.0032 0.0096 0.014 0.0099 0.0063 0.0055 0.0040 7.9E-4 0.0012
119.865 108.385 0.021 0.0031 0.010 0.013 0.0099 0.0062 0.0050 0.0033 9.8E-4 0.0016
123.377 108.385 0.021 0.0027 0.0094 0.013 0.0093 0.0063 0.0048 0.0035 0.0019 0.0014
126.992 108.385 0.021 0.0017 0.011 0.013 0.0088 0.0062 0.0051 0.0030 0.0019 0.0015
130.713 108.385 0.020 0.0020 0.0096 0.013 0.0087 0.0061 0.0048 0.0026 0.0015 0.0010
134.543 108.385 0.020 0.0035 0.0090 0.013 0.0084 0.0064 0.0044 0.0033 0.0011 7.7E-4
138.486 108.385 0.019 0.0038 0.0090 0.012 0.0074 0.0062 0.0041 0.0028 0.0011 9.5E-4
142.544 108.385 0.020 0.0029 0.0098 0.012 0.0086 0.0066 0.0040 0.0027 0.0014 8.2E-4
146.721 108.385 0.020 0.010 0.0100 0.012 0.0090 0.0068 0.0043 0.0024 0.0012 8.5E-4
151.020 108.385 0.019 0.013 0.010 0.010 0.0087 0.0070 0.0049 0.0023 0.0017 0.0012
155.445 108.385 0.019 0.0045 0.010 0.010 0.0086 0.0072 0.0043 0.0018 0.0015 0.0016
160.000 108.386 0.019 0.0028 0.0099 0.011 0.0091 0.0064 0.0044 0.0027 0.0014 0.0012
164.688 108.386 0.020 0.0025 0.0097 0.011 0.0092 0.0062 0.0044 0.0034 0.0021 0.0013
169.514 108.386 0.019 0.0024 0.0078 0.012 0.0088 0.0067 0.0043 0.0036 0.0022 9.3E-4
174.481 108.387 0.018 0.0016 0.0062 0.013 0.0079 0.0062 0.0051 0.0035 0.0016 9.7E-4
179.594 108.387 0.020 0.0036 0.0081 0.013 0.0086 0.0061 0.0051 0.0029 0.0017 8.8E-4
184.856 108.387 0.019 0.0046 0.0087 0.013 0.0081 0.0065 0.0048 0.0031 0.0013 0.0011
190.273 108.388 0.019 0.0023 0.0088 0.012 0.0072 0.0066 0.0044 0.0033 0.0014 0.0012
195.849 108.388 0.019 0.0032 0.0088 0.012 0.0074 0.0065 0.0043 0.0034 0.0020 0.0014
201.587 108.389 0.020 0.0052 0.0096 0.013 0.0082 0.0064 0.0041 0.0029 0.0017 0.0012
207.494 108.389 0.019 0.0026 0.0091 0.012 0.0089 0.0057 0.0042 0.0022 0.0015 0.0010
213.574 108.389 0.019 0.0031 0.0080 0.011 0.0099 0.0058 0.0053 0.0021 0.0016 0.0015
219.833 108.389 0.019 0.0031 0.0074 0.012 0.0096 0.0066 0.0057 0.0026 0.0014 0.0013
226.274 108.389 0.019 0.0033 0.0075 0.012 0.0090 0.0068 0.0051 0.0032 0.0016 1.0E-3
232.905 108.388 0.019 0.0020 0.0077 0.011 0.010 0.0056 0.0056 0.0044 0.0021 9.4E-4
239.729 108.388 0.019 0.0022 0.0086 0.011 0.0097 0.0053 0.0054 0.0042 0.0024 0.0011
246.754 108.387 0.019 0.0090 0.0082 0.011 0.0086 0.0065 0.0046 0.0041 0.0029 8.9E-4
253.984 108.386 0.020 0.011 0.0085 0.013 0.0087 0.0075 0.0044 0.0027 0.0021 0.0012
261.426 108.386 0.020 0.0035 0.0093 0.013 0.0081 0.0070 0.0050 0.0027 0.0018 0.0013
269.087 108.385 0.020 0.0032 0.010 0.012 0.0078 0.0076 0.0048 0.0026 0.0021 0.0011
276.972 108.383 0.020 0.0034 0.010 0.012 0.0087 0.0062 0.0046 0.0029 0.0026 7.0E-4
285.088 108.382 0.020 0.0025 0.010 0.011 0.0093 0.0063 0.0048 0.0034 0.0019 7.4E-4
293.441 108.381 0.020 0.0025 0.010 0.010 0.0091 0.0074 0.0049 0.0035 0.0017 0.0013
302.040 108.380 0.020 0.0031 0.010 0.011 0.0092 0.0076 0.0052 0.0032 0.0014 0.0013
310.890 108.379 0.020 0.0040 0.0098 0.011 0.0091 0.0061 0.0054 0.0033 0.0025 0.0011
320.000 108.379 0.020 0.0046 0.011 0.012 0.0087 0.0050 0.0058 0.0033 0.0024 0.0012
329.377 108.378 0.022 0.0036 0.012 0.012 0.0093 0.0057 0.0058 0.0028 0.0011 0.0015
339.028 108.378 0.022 0.0042 0.011 0.013 0.010 0.0058 0.0057 0.0040 0.0017 0.0019
348.962 108.378 0.021 0.017 0.010 0.013 0.0085 0.0068 0.0046 0.0042 0.0026 0.0018
359.188 108.379 0.021 0.0037 0.011 0.012 0.0098 0.0066 0.0045 0.0039 0.0028 0.0017
369.713 108.380 0.021 0.0026 0.0098 0.012 0.010 0.0060 0.0055 0.0040 0.0016 0.0020
380.546 108.382 0.021 0.0037 0.0095 0.012 0.0089 0.0059 0.0064 0.0039 0.0017 0.0017
391.697 108.383 0.021 0.0040 0.0098 0.013 0.0075 0.0074 0.0050 0.0030 0.0016 0.0021
403.175 108.385 0.021 0.0043 0.0096 0.013 0.0079 0.0071 0.0050 0.0030 0.0019 0.0012
414.989 108.388 0.019 0.0047 0.0080 0.013 0.0079 0.0065 0.0052 0.0029 0.0013 0.0019
427.149 108.390 0.020 0.0035 0.0090 0.012 0.0084 0.0071 0.0060 0.0034 0.0017 0.0016
