* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:01:18 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: Neve 517 30
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 96.207 0.024 0.0024 0.016 0.017 8.9E-4 0.0040 8.6E-4 8.5E-4 0.0011 6.0E-4
20.586 96.206 0.019 0.0023 0.011 0.015 0.0010 0.0036 9.4E-4 0.0011 7.2E-4 4.9E-4
21.189 96.206 0.016 0.0023 0.0081 0.013 0.0015 0.0032 0.0011 0.0014 3.9E-4 4.4E-4
21.810 96.205 0.015 0.0023 0.0077 0.012 0.0019 0.0028 0.0012 0.0016 2.5E-4 4.7E-4
22.449 96.205 0.015 0.0023 0.010 0.010 0.0021 0.0025 0.0015 0.0015 2.0E-4 6.0E-4
23.107 96.204 0.018 0.0023 0.014 0.0092 0.0024 0.0021 0.0018 0.0014 2.2E-4 7.4E-4
23.784 96.203 0.024 0.0023 0.022 0.0083 0.0028 0.0016 0.0020 0.0013 3.6E-4 8.6E-4
24.481 96.202 0.028 0.0023 0.026 0.0077 0.0028 0.0013 0.0024 0.0011 4.9E-4 8.3E-4
25.198 96.201 0.025 0.0023 0.024 0.0074 0.0024 0.0013 0.0025 9.9E-4 4.8E-4 7.4E-4
25.937 96.200 0.018 0.0017 0.016 0.0074 0.0019 0.0015 0.0022 8.4E-4 4.2E-4 6.7E-4
26.697 96.199 0.011 0.0017 0.0075 0.0074 0.0013 0.0017 0.0017 6.4E-4 3.4E-4 8.4E-4
27.479 96.199 0.0089 0.0017 0.0044 0.0072 0.0011 0.0019 0.0013 4.7E-4 3.4E-4 0.0014
28.284 96.198 0.0081 0.0035 0.0032 0.0068 0.0010 0.0021 9.4E-4 4.4E-4 4.0E-4 0.0016
29.113 96.197 0.0079 0.0035 0.0035 0.0064 9.7E-4 0.0021 8.1E-4 4.9E-4 6.0E-4 0.0014
29.966 96.196 0.0081 0.0035 0.0042 0.0064 0.0010 0.0018 8.6E-4 6.3E-4 8.8E-4 8.8E-4
30.844 96.196 0.0084 0.0035 0.0048 0.0064 0.0012 0.0012 9.4E-4 8.4E-4 0.0011 3.8E-4
31.748 96.195 0.0083 0.0033 0.0049 0.0064 0.0011 5.5E-4 0.0011 9.0E-4 0.0010 3.9E-4
32.678 96.194 0.0079 0.0033 0.0047 0.0060 0.0010 3.0E-4 0.0012 0.0010 7.1E-4 5.3E-4
33.636 96.194 0.0072 0.0033 0.0046 0.0050 0.0012 2.3E-4 0.0012 0.0013 4.9E-4 5.1E-4
34.621 96.193 0.0069 0.0020 0.0048 0.0044 0.0012 1.6E-4 0.0012 0.0016 5.9E-4 4.6E-4
35.636 96.193 0.0069 0.0020 0.0050 0.0040 0.0013 3.9E-4 0.0011 0.0016 6.5E-4 4.7E-4
36.680 96.192 0.0067 0.0028 0.0051 0.0035 0.0016 5.8E-4 0.0011 0.0013 5.9E-4 9.1E-4
37.755 96.191 0.0070 0.0028 0.0051 0.0036 0.0020 5.6E-4 0.0012 0.0012 4.8E-4 0.0017
38.861 96.191 0.0070 0.0028 0.0047 0.0040 0.0016 9.0E-4 0.0016 0.0012 5.3E-4 0.0020
40.000 96.190 0.0061 0.0040 0.0032 0.0039 9.3E-4 0.0015 0.0021 0.0013 7.3E-4 0.0015
41.172 96.190 0.0062 0.0040 0.0026 0.0042 4.8E-4 0.0017 0.0028 0.0011 0.0013 7.4E-4
42.379 96.189 0.0063 0.0031 0.0022 0.0045 2.7E-4 0.0017 0.0025 6.7E-4 0.0022 4.3E-4
43.620 96.188 0.0063 0.0031 0.0021 0.0047 3.0E-4 0.0013 0.0019 5.3E-4 0.0028 3.0E-4
44.898 96.188 0.0063 0.0074 0.0021 0.0050 6.6E-4 8.5E-4 0.0015 6.9E-4 0.0025 2.6E-4
46.214 96.188 0.0063 0.0074 0.0023 0.0052 0.0011 5.2E-4 0.0014 8.5E-4 0.0016 2.9E-4
47.568 96.188 0.0066 0.042 0.0026 0.0056 0.0013 6.3E-4 0.0011 0.0010 9.6E-4 2.6E-4
48.962 96.189 0.0069 0.042 0.0027 0.0056 0.0015 0.0011 8.7E-4 0.0020 6.8E-4 1.6E-4
50.397 96.189 0.0058 0.050 0.0022 0.0041 0.0013 0.0014 8.7E-4 0.0025 5.4E-4 3.4E-4
51.874 96.187 0.0042 0.050 0.0017 0.0029 7.1E-4 9.3E-4 9.3E-4 0.0018 4.7E-4 4.7E-4
53.394 96.185 0.0036 0.015 9.6E-4 0.0029 3.7E-4 8.1E-4 9.8E-4 9.0E-4 5.4E-4 7.2E-4
54.958 96.184 0.0042 0.015 0.0013 0.0034 3.4E-4 8.0E-4 0.0013 5.5E-4 6.9E-4 0.0012
56.569 96.183 0.0045 0.0033 0.0018 0.0031 5.0E-4 6.0E-4 0.0020 3.0E-4 8.6E-4 0.0014
58.226 96.182 0.0049 0.0020 0.0022 0.0030 0.0010 4.2E-4 0.0025 1.9E-4 9.8E-4 0.0014
59.932 96.182 0.0051 0.0020 0.0017 0.0037 0.0017 7.8E-4 0.0017 3.2E-4 9.3E-4 0.0013
