* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 6:59:40 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: Neve 517 6
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 72.690 0.039 0.0086 0.013 0.035 0.0025 0.0061 0.0022 0.0036 0.0024 0.0043
20.586 72.685 0.038 0.0072 0.014 0.033 0.0020 0.0060 0.0022 0.0039 0.0024 0.0048
21.189 72.680 0.037 0.0073 0.015 0.032 0.0016 0.0063 0.0023 0.0044 0.0023 0.0050
21.810 72.676 0.035 0.0073 0.015 0.030 0.0014 0.0061 0.0024 0.0046 0.0022 0.0047
22.449 72.672 0.034 0.0073 0.014 0.029 0.0015 0.0054 0.0028 0.0045 0.0021 0.0038
23.107 72.668 0.032 0.0059 0.016 0.027 0.0017 0.0041 0.0032 0.0043 0.0021 0.0026
23.784 72.665 0.036 0.0059 0.024 0.025 0.0021 0.0034 0.0033 0.0041 0.0023 0.0016
24.481 72.661 0.041 0.0059 0.032 0.024 0.0023 0.0046 0.0032 0.0038 0.0025 0.0011
25.198 72.658 0.041 0.0059 0.034 0.023 0.0022 0.0059 0.0026 0.0032 0.0025 0.0010
25.937 72.654 0.035 0.0057 0.026 0.021 0.0024 0.0067 0.0015 0.0027 0.0023 0.0014
26.697 72.651 0.027 0.0057 0.016 0.021 0.0032 0.0067 8.3E-4 0.0025 0.0020 0.0018
27.479 72.649 0.023 0.0057 0.0087 0.020 0.0042 0.0063 9.8E-4 0.0025 0.0020 0.0019
28.284 72.646 0.022 0.0095 0.0053 0.020 0.0051 0.0053 0.0019 0.0023 0.0023 0.0018
29.113 72.643 0.022 0.0095 0.0057 0.019 0.0053 0.0042 0.0026 0.0021 0.0027 0.0017
29.966 72.641 0.021 0.0095 0.0061 0.019 0.0048 0.0035 0.0027 0.0021 0.0031 0.0016
30.844 72.638 0.021 0.0095 0.0056 0.018 0.0038 0.0043 0.0022 0.0022 0.0029 0.0019
31.748 72.636 0.021 0.010 0.0050 0.019 0.0025 0.0051 0.0015 0.0025 0.0022 0.0020
32.678 72.633 0.021 0.010 0.0047 0.020 0.0016 0.0050 0.0013 0.0024 0.0018 0.0019
33.636 72.631 0.021 0.010 0.0049 0.020 0.0011 0.0042 0.0016 0.0019 0.0017 0.0016
34.621 72.629 0.021 0.0094 0.0058 0.020 0.0016 0.0034 0.0021 0.0022 0.0014 0.0011
35.636 72.627 0.021 0.0094 0.0058 0.019 0.0028 0.0027 0.0030 0.0027 0.0010 0.0012
36.680 72.625 0.020 0.0086 0.0046 0.018 0.0045 0.0020 0.0033 0.0029 9.2E-4 0.0015
37.755 72.623 0.018 0.0086 0.0032 0.015 0.0055 0.0032 0.0032 0.0022 0.0011 0.0020
38.861 72.622 0.017 0.0086 0.0032 0.015 0.0049 0.0043 0.0029 0.0015 8.8E-4 0.0022
40.000 72.620 0.018 0.0058 0.0047 0.016 0.0037 0.0047 0.0025 0.0012 9.8E-4 0.0018
