* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:01:37 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: Neve 517 36
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 102.316 0.194 0.0018 0.184 0.025 0.039 0.036 0.013 0.015 0.013 0.0029
20.586 102.317 0.155 0.0017 0.148 0.018 0.030 0.026 0.0083 0.012 0.0094 0.0025
21.189 102.318 0.124 0.0017 0.118 0.014 0.025 0.021 0.0055 0.010 0.0072 0.0030
21.810 102.318 0.100 0.0017 0.094 0.011 0.023 0.019 0.0047 0.0096 0.0064 0.0032
22.449 102.318 0.082 0.0017 0.074 0.0087 0.025 0.019 0.0052 0.011 0.0068 0.0030
23.107 102.318 0.075 0.0014 0.064 0.0086 0.027 0.020 0.0061 0.012 0.0072 0.0027
23.784 102.318 0.077 0.0014 0.066 0.0093 0.028 0.021 0.0062 0.013 0.0076 0.0024
24.481 102.318 0.074 0.0014 0.063 0.0099 0.027 0.021 0.0059 0.012 0.0074 0.0024
25.198 102.319 0.066 0.0014 0.054 0.0099 0.026 0.020 0.0054 0.011 0.0067 0.0025
25.937 102.319 0.057 0.0016 0.046 0.011 0.024 0.018 0.0052 0.0088 0.0057 0.0024
26.697 102.319 0.048 0.0016 0.038 0.011 0.020 0.016 0.0046 0.0070 0.0045 0.0021
27.479 102.319 0.042 0.0016 0.035 0.010 0.016 0.013 0.0032 0.0053 0.0035 0.0017
28.284 102.319 0.039 0.0016 0.035 0.0093 0.012 0.010 0.0019 0.0038 0.0026 0.0013
29.113 102.319 0.035 0.0016 0.032 0.0080 0.0089 0.0082 0.0015 0.0028 0.0012 0.0010
29.966 102.318 0.031 0.0016 0.028 0.0069 0.0071 0.0071 0.0017 0.0027 0.0011 7.8E-4
