* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:00:05 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: Neve 517 12
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 78.518 0.025 0.0061 0.0060 0.023 0.0020 0.0072 0.0014 0.0022 0.0011 0.0013
20.586 78.515 0.024 0.0052 0.0060 0.022 0.0019 0.0069 0.0013 0.0021 8.1E-4 0.0012
21.189 78.511 0.023 0.0052 0.0064 0.021 0.0018 0.0065 0.0011 0.0021 6.0E-4 0.0010
21.810 78.508 0.023 0.0052 0.0075 0.021 0.0016 0.0063 0.0011 0.0019 5.8E-4 9.0E-4
22.449 78.505 0.023 0.0052 0.0097 0.020 0.0014 0.0062 0.0011 0.0016 8.0E-4 8.1E-4
23.107 78.502 0.025 0.0040 0.014 0.020 0.0013 0.0061 0.0013 0.0011 0.0010 7.5E-4
23.784 78.499 0.030 0.0040 0.022 0.019 0.0013 0.0059 0.0014 6.2E-4 0.0011 7.1E-4
24.481 78.496 0.037 0.0040 0.031 0.019 0.0015 0.0055 0.0017 3.7E-4 0.0012 7.1E-4
25.198 78.494 0.039 0.0040 0.033 0.019 0.0019 0.0051 0.0019 4.9E-4 0.0011 7.5E-4
25.937 78.491 0.035 0.0045 0.028 0.019 0.0021 0.0047 0.0018 9.6E-4 9.8E-4 8.3E-4
26.697 78.489 0.028 0.0046 0.019 0.019 0.0019 0.0046 0.0016 0.0013 7.9E-4 0.0010
27.479 78.487 0.024 0.0046 0.014 0.018 0.0013 0.0047 0.0014 0.0015 7.5E-4 0.0013
28.284 78.484 0.021 0.0037 0.011 0.017 8.4E-4 0.0050 0.0011 0.0017 8.2E-4 0.0016
29.113 78.482 0.019 0.0037 0.0085 0.016 6.1E-4 0.0054 8.7E-4 0.0018 0.0011 0.0017
29.966 78.480 0.018 0.0037 0.0069 0.015 5.7E-4 0.0055 6.2E-4 0.0019 0.0013 0.0017
30.844 78.478 0.016 0.0038 0.0055 0.014 7.1E-4 0.0051 6.6E-4 0.0017 0.0016 0.0016
31.748 78.476 0.015 0.0039 0.0037 0.014 0.0010 0.0044 0.0012 0.0013 0.0014 0.0016
32.678 78.475 0.014 0.0039 0.0028 0.013 0.0013 0.0037 0.0018 9.6E-4 0.0010 0.0017
33.636 78.473 0.012 0.0039 0.0028 0.011 0.0013 0.0034 0.0018 7.0E-4 6.5E-4 0.0017
34.621 78.471 0.011 0.0047 0.0033 0.0093 9.4E-4 0.0037 0.0016 9.2E-4 7.4E-4 0.0016
35.636 78.470 0.010 0.0047 0.0029 0.0088 0.0011 0.0036 0.0012 0.0014 9.5E-4 0.0014
36.680 78.468 0.011 0.0062 0.0020 0.0093 0.0016 0.0030 0.0012 0.0015 0.0011 0.0018
37.755 78.467 0.012 0.0062 0.0013 0.010 0.0024 0.0027 0.0014 0.0013 8.7E-4 0.0026
38.861 78.466 0.013 0.0062 0.0015 0.011 0.0022 0.0033 0.0015 1.0E-3 5.7E-4 0.0028
40.000 78.464 0.014 0.0052 0.0015 0.012 0.0015 0.0038 0.0015 8.1E-4 7.2E-4 0.0022
41.172 78.463 0.014 0.0052 0.0014 0.013 8.6E-4 0.0038 0.0015 5.5E-4 0.0012 0.0015
42.379 78.461 0.013 0.0042 0.0012 0.012 7.9E-4 0.0033 0.0021 6.7E-4 0.0019 0.0010
43.620 78.460 0.012 0.0042 7.0E-4 0.011 0.0011 0.0030 0.0024 9.4E-4 0.0024 0.0010
44.898 78.459 0.012 0.013 5.8E-4 0.011 0.0015 0.0026 0.0020 9.1E-4 0.0020 0.0013
46.214 78.457 0.012 0.013 0.0012 0.011 0.0019 0.0021 0.0016 6.0E-4 0.0012 0.0014
47.568 78.455 0.011 0.045 0.0015 0.010 0.0021 0.0017 0.0015 6.6E-4 9.9E-4 0.0015
48.962 78.452 0.012 0.045 0.0019 0.012 0.0023 0.0015 0.0016 0.0013 0.0016 0.0015
50.397 78.450 0.014 0.050 0.0021 0.013 0.0023 9.9E-4 0.0016 0.0018 0.0016 0.0013
51.874 78.451 0.013 0.050 0.0020 0.012 0.0022 0.0017 0.0015 0.0016 9.6E-4 0.0012
53.394 78.451 0.012 0.017 0.0019 0.011 0.0021 0.0020 0.0022 0.0014 6.7E-4 0.0013
54.958 78.451 0.011 0.017 0.0013 0.010 0.0020 0.0021 0.0025 0.0014 6.8E-4 0.0011
56.569 78.450 0.010 0.0044 0.0014 0.0089 0.0018 0.0024 0.0032 0.0017 6.1E-4 9.0E-4
58.226 78.449 0.010 0.0037 0.0018 0.0088 0.0019 0.0024 0.0035 0.0016 8.5E-4 9.2E-4
59.932 78.448 0.0100 0.0037 0.0029 0.0084 0.0019 0.0025 0.0021 0.0017 8.3E-4 0.0013
61.688 78.447 0.0098 0.0032 0.0031 0.0080 0.0027 0.0027 0.0012 0.0015 6.2E-4 0.0016
63.496 78.446 0.0099 0.0046 0.0035 0.0078 0.0033 0.0025 0.0011 0.0015 5.9E-4 0.0020
65.357 78.446 0.0079 0.0046 0.0023 0.0060 0.0023 0.0023 7.8E-4 0.0021 8.6E-4 0.0022
67.272 78.445 0.0068 0.0033 0.0029 0.0045 0.0015 0.0024 4.7E-4 0.0022 9.5E-4 0.0019
69.243 78.444 0.0072 0.0038 0.0040 0.0043 9.8E-4 0.0036 4.8E-4 0.0017 4.5E-4 9.7E-4
71.272 78.443 0.0084 0.0038 0.0044 0.0053 6.2E-4 0.0043 7.2E-4 0.0017 4.4E-4 7.4E-4
73.360 78.442 0.0099 0.0024 0.0055 0.0072 7.3E-4 0.0028 0.0010 0.0015 0.0011 0.0013
75.510 78.441 0.010 0.0038 0.0063 0.0072 5.1E-4 0.0024 0.0012 0.0012 0.0018 0.0013
77.723 78.441 0.0083 0.0045 0.0039 0.0063 5.1E-4 0.0025 0.0014 0.0011 0.0018 0.0010
80.000 78.440 0.0085 0.0041 0.0042 0.0061 9.8E-4 0.0026 0.0015 0.0014 0.0020 9.5E-4
82.344 78.439 0.0075 0.0047 0.0041 0.0048 0.0011 0.0023 0.0014 0.0019 0.0015 0.0013
84.757 78.438 0.0081 0.0047 0.0032 0.0061 0.0020 0.0018 0.0011 0.0027 7.8E-4 0.0013
87.241 78.438 0.0079 0.0038 0.0020 0.0060 0.0033 0.0017 7.5E-4 0.0026 9.9E-4 5.6E-4
89.797 78.437 0.0076 0.0062 0.0017 0.0067 0.0018 0.0017 6.7E-4 0.0016 6.9E-4 7.1E-4
92.428 78.437 0.0068 0.0053 0.0017 0.0062 9.3E-4 0.0013 5.8E-4 0.0012 5.4E-4 9.8E-4
95.137 78.436 0.0061 0.0041 0.0014 0.0052 0.0012 0.0020 0.0010 8.3E-4 5.5E-4 7.0E-4
97.924 78.436 0.0064 0.0042 0.0017 0.0053 0.0016 0.0019 0.0011 0.0010 9.5E-4 0.0010
100.794 78.435 0.0066 0.0082 0.0025 0.0051 0.0014 0.0013 0.0016 0.0012 0.0013 0.0011
