* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:14:56 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: 312 （Pad -20）4格
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 95.511 0.120 0.0015 0.0045 0.120 0.0018 0.0072 5.9E-4 0.0035 0.0013 0.0023
20.586 95.520 0.115 0.0012 0.0050 0.114 0.0017 0.0069 5.1E-4 0.0032 9.8E-4 0.0022
21.189 95.530 0.109 0.0012 0.0056 0.109 0.0015 0.0067 4.6E-4 0.0030 6.6E-4 0.0020
21.810 95.539 0.104 0.0012 0.0066 0.104 0.0013 0.0068 5.1E-4 0.0030 5.6E-4 0.0018
22.449 95.547 0.099 0.0012 0.0084 0.098 0.0013 0.0071 7.1E-4 0.0032 6.1E-4 0.0015
23.107 95.555 0.095 0.0012 0.012 0.093 0.0013 0.0072 0.0010 0.0035 7.2E-4 0.0017
23.784 95.563 0.091 0.0012 0.019 0.089 0.0015 0.0072 0.0013 0.0035 9.2E-4 0.0021
24.481 95.570 0.089 0.0012 0.027 0.084 0.0016 0.0070 0.0014 0.0035 0.0011 0.0027
25.198 95.578 0.085 0.0012 0.029 0.080 0.0017 0.0068 0.0014 0.0035 0.0011 0.0032
25.937 95.585 0.080 0.0019 0.024 0.075 0.0015 0.0067 0.0012 0.0035 8.9E-4 0.0036
26.697 95.591 0.073 0.0019 0.015 0.071 0.0011 0.0067 9.8E-4 0.0037 6.3E-4 0.0036
27.479 95.597 0.069 0.0019 0.0099 0.067 8.7E-4 0.0070 7.9E-4 0.0040 6.7E-4 0.0032
28.284 95.603 0.064 0.0024 0.0066 0.063 7.5E-4 0.0075 6.2E-4 0.0042 9.3E-4 0.0025
29.113 95.609 0.060 0.0024 0.0045 0.059 7.7E-4 0.0079 5.5E-4 0.0043 0.0013 0.0019
29.966 95.615 0.057 0.0024 0.0032 0.056 8.1E-4 0.0078 5.4E-4 0.0044 0.0017 0.0014
30.844 95.620 0.054 0.0024 0.0024 0.053 8.1E-4 0.0072 5.9E-4 0.0044 0.0017 0.0011
31.748 95.625 0.051 0.0021 0.0016 0.050 6.8E-4 0.0066 7.5E-4 0.0042 0.0013 7.6E-4
32.678 95.630 0.048 0.0021 0.0012 0.048 5.8E-4 0.0064 8.8E-4 0.0038 8.8E-4 5.2E-4
33.636 95.635 0.047 0.0021 0.0010 0.046 5.5E-4 0.0064 9.3E-4 0.0033 5.2E-4 3.5E-4
34.621 95.639 0.045 0.0012 7.1E-4 0.044 4.6E-4 0.0062 8.8E-4 0.0023 4.7E-4 2.4E-4
35.636 95.644 0.042 0.0012 7.5E-4 0.041 8.2E-4 0.0057 7.5E-4 0.0019 5.4E-4 2.3E-4
36.680 95.648 0.040 0.0023 0.0011 0.039 0.0019 0.0056 7.9E-4 0.0024 6.1E-4 4.5E-4
37.755 95.652 0.038 0.0023 0.0014 0.037 0.0026 0.0058 8.8E-4 0.0027 5.5E-4 8.5E-4
38.861 95.655 0.036 0.0023 0.0018 0.035 0.0023 0.0061 7.8E-4 0.0028 6.2E-4 0.0011
40.000 95.659 0.033 0.0023 0.0021 0.033 0.0017 0.0062 8.9E-4 0.0028 6.3E-4 0.0011
41.172 95.662 0.032 0.0023 0.0020 0.031 0.0015 0.0063 0.0013 0.0029 7.6E-4 0.0013
42.379 95.666 0.031 0.0024 0.0015 0.030 0.0015 0.0064 0.0013 0.0029 0.0013 0.0014
43.620 95.669 0.029 0.0024 0.0011 0.028 0.0013 0.0061 0.0011 0.0029 0.0019 0.0013
44.898 95.672 0.028 0.0088 0.0012 0.028 8.7E-4 0.0062 9.9E-4 0.0029 0.0018 0.0011
46.214 95.675 0.028 0.0088 0.0018 0.027 5.3E-4 0.0066 0.0010 0.0028 0.0011 9.8E-4
47.568 95.678 0.028 0.043 0.0022 0.026 6.0E-4 0.0067 0.0010 0.0022 6.1E-4 9.8E-4
48.962 95.682 0.028 0.043 0.0034 0.027 9.2E-4 0.0069 9.0E-4 0.0027 5.0E-4 9.7E-4
50.397 95.683 0.027 0.047 0.0041 0.025 0.0011 0.0069 6.8E-4 0.0035 5.3E-4 0.0011
51.874 95.685 0.024 0.047 0.0031 0.022 0.0012 0.0065 7.8E-4 0.0033 5.3E-4 0.0014
53.394 95.688 0.023 0.012 0.0026 0.022 0.0012 0.0065 5.3E-4 0.0029 5.6E-4 0.0014
54.958 95.690 0.022 0.012 0.0022 0.021 0.0011 0.0062 8.6E-4 0.0025 7.5E-4 0.0012
56.569 95.692 0.022 0.0025 0.0017 0.020 7.9E-4 0.0057 0.0019 0.0023 7.0E-4 7.8E-4
58.226 95.694 0.021 0.0019 0.0013 0.020 6.4E-4 0.0052 0.0026 0.0026 6.5E-4 5.3E-4
59.932 95.696 0.021 0.0019 0.0011 0.020 9.5E-4 0.0052 0.0015 0.0027 6.4E-4 6.3E-4
61.688 95.698 0.021 0.0019 0.0017 0.020 0.0020 0.0055 6.9E-4 0.0023 5.3E-4 8.3E-4
63.496 95.700 0.021 0.0023 0.0022 0.019 0.0024 0.0055 5.4E-4 0.0022 4.1E-4 0.0012
65.357 95.702 0.020 0.0023 0.0027 0.018 0.0023 0.0055 5.9E-4 0.0018 6.3E-4 0.0013
67.272 95.704 0.019 0.0014 0.0027 0.018 0.0016 0.0058 8.2E-4 0.0016 8.0E-4 0.0011
69.243 95.705 0.020 0.0022 0.0024 0.019 9.3E-4 0.0070 0.0011 0.0018 8.5E-4 7.2E-4
71.272 95.707 0.020 0.0022 0.0033 0.019 0.0010 0.0060 0.0011 0.0016 7.7E-4 9.2E-4
73.360 95.708 0.020 0.0029 0.0052 0.019 0.0010 0.0055 0.0015 0.0013 6.8E-4 9.1E-4
75.510 95.710 0.020 0.0025 0.0059 0.018 0.0014 0.0058 0.0016 0.0014 7.1E-4 7.9E-4
77.723 95.711 0.018 0.0013 0.0039 0.017 1.0E-3 0.0056 0.0014 0.0017 5.4E-4 0.0010
80.000 95.713 0.018 0.0017 0.0027 0.017 8.1E-4 0.0051 0.0011 0.0014 5.8E-4 9.6E-4
