* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:14:11 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: 312 （Pad -20）2格
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 87.836 0.124 0.0016 0.0024 0.123 0.0030 0.016 0.0012 0.0092 0.0026 0.0045
20.586 87.846 0.119 0.0020 0.0027 0.118 0.0029 0.016 0.0012 0.0088 0.0024 0.0043
21.189 87.855 0.115 0.0020 0.0035 0.113 0.0028 0.017 0.0012 0.0085 0.0022 0.0041
21.810 87.864 0.111 0.0020 0.0048 0.109 0.0029 0.017 0.0013 0.0083 0.0019 0.0040
22.449 87.873 0.107 0.0020 0.0067 0.105 0.0030 0.017 0.0016 0.0084 0.0018 0.0039
23.107 87.881 0.103 0.0019 0.010 0.101 0.0030 0.017 0.0020 0.0086 0.0015 0.0039
23.784 87.889 0.100 0.0019 0.018 0.096 0.0028 0.017 0.0023 0.0087 0.0012 0.0040
24.481 87.896 0.098 0.0019 0.026 0.092 0.0023 0.016 0.0024 0.0087 8.5E-4 0.0041
25.198 87.903 0.094 0.0019 0.030 0.088 0.0016 0.017 0.0023 0.0087 5.7E-4 0.0042
25.937 87.910 0.089 0.0024 0.026 0.083 9.9E-4 0.017 0.0018 0.0086 5.3E-4 0.0043
26.697 87.917 0.083 0.0024 0.018 0.079 5.2E-4 0.017 0.0013 0.0086 6.8E-4 0.0043
27.479 87.923 0.079 0.0024 0.013 0.075 4.9E-4 0.018 9.0E-4 0.0087 6.8E-4 0.0041
28.284 87.929 0.076 0.0024 0.0091 0.073 6.1E-4 0.018 6.0E-4 0.0085 6.1E-4 0.0037
29.113 87.935 0.074 0.0024 0.0069 0.070 5.4E-4 0.018 5.8E-4 0.0081 5.7E-4 0.0034
29.966 87.941 0.071 0.0024 0.0055 0.068 4.4E-4 0.018 8.5E-4 0.0078 6.9E-4 0.0032
30.844 87.946 0.067 0.0024 0.0046 0.064 3.7E-4 0.017 0.0011 0.0077 0.0011 0.0031
31.748 87.951 0.064 0.0023 0.0039 0.062 5.9E-4 0.016 0.0010 0.0079 0.0014 0.0029
32.678 87.956 0.063 0.0023 0.0034 0.060 0.0010 0.016 9.5E-4 0.0081 0.0014 0.0027
33.636 87.961 0.062 0.0023 0.0031 0.059 0.0014 0.015 8.3E-4 0.0081 0.0013 0.0025
34.621 87.966 0.060 0.0026 0.0028 0.057 0.0016 0.014 9.9E-4 0.0077 0.0013 0.0025
35.636 87.970 0.057 0.0026 0.0025 0.055 0.0019 0.014 0.0016 0.0070 0.0014 0.0027
36.680 87.974 0.055 0.0026 0.0025 0.052 0.0023 0.014 0.0020 0.0063 0.0014 0.0031
37.755 87.978 0.053 0.0026 0.0029 0.050 0.0023 0.014 0.0022 0.0064 0.0013 0.0032
38.861 87.982 0.051 0.0026 0.0036 0.049 0.0016 0.014 0.0023 0.0068 0.0011 0.0026
40.000 87.985 0.050 0.0024 0.0040 0.047 0.0015 0.014 0.0027 0.0069 0.0011 0.0019
41.172 87.989 0.048 0.0024 0.0040 0.045 0.0016 0.013 0.0032 0.0066 0.0014 0.0017
42.379 87.992 0.047 0.0029 0.0036 0.044 0.0016 0.013 0.0028 0.0064 0.0019 0.0020
43.620 87.995 0.046 0.0029 0.0031 0.043 0.0015 0.012 0.0021 0.0063 0.0023 0.0022
44.898 87.998 0.045 0.0077 0.0030 0.043 0.0017 0.012 0.0015 0.0061 0.0020 0.0022
46.214 88.002 0.045 0.0076 0.0036 0.042 0.0019 0.013 0.0017 0.0056 0.0015 0.0024
47.568 88.005 0.044 0.042 0.0041 0.042 0.0019 0.013 0.0019 0.0051 0.0014 0.0025
48.962 88.009 0.045 0.042 0.0060 0.042 0.0017 0.014 0.0020 0.0041 0.0015 0.0024
50.397 88.011 0.045 0.049 0.0071 0.042 0.0013 0.014 0.0021 0.0035 0.0015 0.0027
51.874 88.012 0.043 0.049 0.0051 0.040 0.0013 0.014 0.0020 0.0039 0.0013 0.0032
53.394 88.015 0.041 0.014 0.0040 0.038 0.0018 0.013 0.0017 0.0043 1.0E-3 0.0031
54.958 88.017 0.040 0.014 0.0039 0.037 0.0020 0.013 0.0012 0.0046 6.4E-4 0.0028
56.569 88.020 0.038 0.0015 0.0032 0.035 0.0016 0.012 0.0014 0.0049 5.1E-4 0.0021
58.226 88.022 0.037 0.0022 0.0034 0.034 0.0017 0.012 0.0022 0.0050 6.5E-4 0.0014
59.932 88.024 0.036 0.0022 0.0031 0.033 0.0019 0.011 0.0023 0.0053 4.7E-4 9.0E-4
61.688 88.026 0.036 0.0024 0.0031 0.033 0.0023 0.011 0.0019 0.0049 7.8E-4 9.3E-4
63.496 88.028 0.035 0.0024 0.0031 0.033 0.0020 0.011 0.0016 0.0042 0.0013 0.0011
65.357 88.030 0.035 0.0024 0.0032 0.033 0.0016 0.011 0.0013 0.0041 0.0011 6.2E-4
67.272 88.032 0.034 0.0015 0.0032 0.032 0.0013 0.0100 0.0011 0.0041 0.0011 5.4E-4
69.243 88.033 0.034 0.0029 0.0029 0.032 0.0012 0.010 8.3E-4 0.0040 0.0018 0.0012
71.272 88.035 0.035 0.0029 0.0038 0.032 0.0013 0.012 7.0E-4 0.0035 0.0017 0.0018
73.360 88.037 0.034 0.0020 0.0045 0.031 0.0013 0.011 7.9E-4 0.0036 0.0016 0.0018
75.510 88.038 0.033 0.0020 0.0053 0.031 0.0012 0.010 7.1E-4 0.0034 0.0013 0.0012
77.723 88.040 0.033 0.0027 0.0033 0.031 8.3E-4 0.010 0.0011 0.0034 9.6E-4 0.0013
80.000 88.042 0.033 0.0037 0.0030 0.032 8.8E-4 0.0093 0.0012 0.0025 8.6E-4 0.0015
82.344 88.043 0.034 0.0032 0.0025 0.033 0.0012 0.0085 9.8E-4 0.0024 6.4E-4 0.0021
