* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:17:24 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: 312 （Pad -20）8格
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 109.860 0.142 0.0017 0.011 0.139 0.011 0.0074 0.014 0.013 0.0058 0.0037
20.586 109.870 0.135 0.0015 0.011 0.132 0.012 0.0078 0.014 0.013 0.0060 0.0037
21.189 109.880 0.128 0.0015 0.013 0.125 0.012 0.0082 0.014 0.013 0.0065 0.0038
21.810 109.889 0.122 0.0015 0.016 0.119 0.012 0.0086 0.014 0.013 0.0069 0.0039
22.449 109.898 0.117 0.0015 0.019 0.113 0.013 0.0090 0.014 0.013 0.0071 0.0040
23.107 109.906 0.112 0.0020 0.023 0.107 0.013 0.0094 0.014 0.012 0.0071 0.0038
23.784 109.914 0.108 0.0020 0.029 0.101 0.013 0.0097 0.015 0.012 0.0071 0.0034
24.481 109.922 0.104 0.0020 0.030 0.096 0.014 0.010 0.015 0.012 0.0070 0.0030
25.198 109.929 0.098 0.0020 0.024 0.092 0.013 0.010 0.016 0.012 0.0068 0.0028
25.937 109.936 0.093 0.0022 0.015 0.087 0.013 0.011 0.016 0.012 0.0068 0.0029
26.697 109.943 0.088 0.0022 0.0081 0.083 0.014 0.012 0.016 0.012 0.0070 0.0028
27.479 109.949 0.084 0.0022 0.0078 0.079 0.015 0.013 0.016 0.012 0.0073 0.0025
28.284 109.955 0.082 0.0030 0.011 0.075 0.016 0.014 0.016 0.012 0.0075 0.0018
29.113 109.961 0.079 0.0030 0.012 0.072 0.016 0.014 0.016 0.011 0.0076 0.0014
29.966 109.967 0.076 0.0030 0.013 0.069 0.016 0.014 0.016 0.011 0.0075 0.0013
30.844 109.972 0.073 0.0030 0.015 0.065 0.017 0.014 0.015 0.012 0.0073 0.0015
31.748 109.977 0.071 0.0023 0.016 0.062 0.017 0.014 0.015 0.013 0.0069 0.0017
32.678 109.982 0.068 0.0023 0.016 0.059 0.018 0.013 0.015 0.013 0.0067 0.0018
33.636 109.987 0.066 0.0023 0.016 0.056 0.018 0.014 0.015 0.013 0.0068 0.0017
34.621 109.991 0.064 0.0017 0.015 0.054 0.018 0.014 0.014 0.013 0.0070 0.0015
35.636 109.995 0.062 0.0017 0.015 0.052 0.017 0.015 0.014 0.013 0.0071 0.0012
36.680 110.000 0.060 0.0023 0.015 0.050 0.017 0.015 0.014 0.013 0.0073 0.0010
37.755 110.003 0.058 0.0023 0.014 0.047 0.018 0.016 0.014 0.012 0.0071 7.6E-4
38.861 110.007 0.057 0.0023 0.014 0.045 0.019 0.016 0.014 0.012 0.0070 6.0E-4
40.000 110.011 0.055 0.0027 0.014 0.042 0.019 0.016 0.014 0.013 0.0069 7.3E-4
41.172 110.014 0.053 0.0027 0.014 0.040 0.018 0.016 0.013 0.013 0.0067 0.0012
42.379 110.017 0.051 0.0035 0.014 0.038 0.018 0.016 0.014 0.012 0.0059 0.0016
43.620 110.021 0.050 0.0035 0.015 0.035 0.018 0.017 0.015 0.012 0.0050 0.0019
44.898 110.023 0.049 0.0078 0.015 0.034 0.018 0.017 0.015 0.011 0.0050 0.0020
46.214 110.026 0.048 0.0078 0.016 0.032 0.018 0.017 0.015 0.012 0.0059 0.0023
47.568 110.028 0.048 0.042 0.017 0.030 0.018 0.018 0.015 0.012 0.0066 0.0025
48.962 110.030 0.047 0.042 0.018 0.028 0.018 0.019 0.015 0.013 0.0070 0.0022
50.397 110.034 0.047 0.048 0.017 0.028 0.018 0.020 0.016 0.013 0.0072 0.0016
51.874 110.037 0.047 0.048 0.016 0.028 0.018 0.019 0.015 0.012 0.0070 0.0012
53.394 110.039 0.046 0.013 0.017 0.027 0.017 0.018 0.016 0.012 0.0063 0.0012
54.958 110.040 0.045 0.013 0.017 0.026 0.017 0.017 0.016 0.012 0.0062 0.0014
56.569 110.042 0.045 0.0032 0.017 0.026 0.018 0.017 0.015 0.012 0.0062 0.0018
58.226 110.044 0.044 0.0026 0.017 0.025 0.018 0.017 0.014 0.012 0.0060 0.0017
59.932 110.046 0.044 0.0026 0.016 0.025 0.019 0.017 0.015 0.011 0.0060 0.0021
61.688 110.048 0.044 0.0025 0.016 0.025 0.020 0.017 0.016 0.011 0.0064 0.0029
63.496 110.050 0.044 0.0025 0.016 0.024 0.019 0.017 0.016 0.011 0.0065 0.0028
65.357 110.051 0.044 0.0025 0.017 0.024 0.018 0.017 0.016 0.011 0.0068 0.0025
67.272 110.053 0.043 0.0027 0.017 0.023 0.018 0.017 0.015 0.011 0.0064 0.0022
69.243 110.054 0.044 0.0021 0.018 0.023 0.018 0.017 0.016 0.012 0.0064 0.0019
71.272 110.056 0.044 0.0021 0.017 0.023 0.019 0.018 0.016 0.013 0.0067 0.0026
73.360 110.057 0.043 0.0019 0.015 0.023 0.019 0.018 0.016 0.012 0.0066 0.0026
75.510 110.058 0.044 0.0024 0.018 0.022 0.019 0.018 0.016 0.012 0.0063 0.0025
77.723 110.059 0.044 0.0025 0.018 0.022 0.020 0.017 0.015 0.012 0.0066 0.0021
80.000 110.060 0.043 0.0027 0.017 0.020 0.020 0.017 0.016 0.012 0.0068 0.0017
82.344 110.062 0.043 0.0025 0.017 0.019 0.021 0.018 0.016 0.012 0.0066 0.0018
84.757 110.063 0.044 0.0025 0.017 0.020 0.021 0.018 0.016 0.012 0.0066 0.0021
87.241 110.064 0.043 0.0020 0.016 0.019 0.021 0.019 0.016 0.012 0.0066 0.0022
89.797 110.065 0.043 0.0026 0.015 0.017 0.020 0.019 0.017 0.012 0.0068 0.0022
92.428 110.066 0.042 0.0019 0.015 0.017 0.020 0.020 0.017 0.012 0.0069 0.0028
95.137 110.067 0.042 0.0021 0.015 0.017 0.018 0.020 0.017 0.012 0.0073 0.0031
97.924 110.068 0.042 0.0039 0.014 0.017 0.018 0.021 0.017 0.012 0.0070 0.0025
100.794 110.069 0.041 0.0075 0.013 0.018 0.018 0.020 0.017 0.012 0.0064 0.0017
103.747 110.070 0.040 0.0028 0.014 0.017 0.017 0.019 0.016 0.012 0.0062 0.0017
106.787 110.071 0.040 0.0027 0.015 0.016 0.017 0.019 0.016 0.012 0.0067 0.0024
109.916 110.072 0.039 0.0025 0.014 0.015 0.017 0.019 0.016 0.012 0.0071 0.0024
113.137 110.074 0.039 0.0019 0.013 0.016 0.016 0.019 0.016 0.012 0.0072 0.0022
116.452 110.075 0.039 0.0015 0.013 0.017 0.016 0.019 0.016 0.012 0.0071 0.0020
119.865 110.076 0.039 0.0023 0.013 0.016 0.016 0.019 0.017 0.012 0.0064 0.0022
123.377 110.077 0.039 0.0031 0.011 0.017 0.016 0.019 0.017 0.012 0.0063 0.0028
126.992 110.078 0.041 0.0023 0.013 0.018 0.017 0.019 0.017 0.013 0.0072 0.0028
130.713 110.079 0.041 0.0029 0.014 0.018 0.018 0.019 0.017 0.012 0.0077 0.0031
134.543 110.081 0.042 0.0028 0.014 0.019 0.020 0.019 0.016 0.012 0.0079 0.0030
138.486 110.082 0.043 0.0025 0.014 0.019 0.020 0.020 0.016 0.013 0.0077 0.0022
142.544 110.084 0.044 0.0023 0.016 0.020 0.020 0.020 0.017 0.012 0.0071 0.0020
146.721 110.085 0.044 0.010 0.016 0.020 0.021 0.019 0.016 0.012 0.0080 0.0019
151.020 110.086 0.043 0.013 0.017 0.020 0.020 0.018 0.016 0.012 0.0076 0.0018
155.445 110.088 0.042 0.0020 0.017 0.020 0.019 0.017 0.016 0.012 0.0063 0.0018
160.000 110.090 0.042 0.0017 0.018 0.019 0.018 0.018 0.016 0.012 0.0057 0.0019
164.688 110.092 0.042 0.0035 0.018 0.017 0.018 0.019 0.017 0.012 0.0065 0.0018
169.514 110.093 0.042 0.0024 0.017 0.016 0.018 0.020 0.017 0.012 0.0068 0.0019
174.481 110.095 0.041 0.0023 0.014 0.016 0.019 0.020 0.016 0.011 0.0065 0.0022
179.594 110.097 0.042 0.0027 0.017 0.016 0.020 0.021 0.016 0.012 0.0063 0.0015
184.856 110.098 0.042 0.0027 0.017 0.015 0.021 0.020 0.017 0.012 0.0064 0.0015
190.273 110.100 0.043 0.0042 0.017 0.015 0.021 0.019 0.017 0.012 0.0065 0.0021
195.849 110.102 0.044 0.0026 0.018 0.016 0.022 0.020 0.017 0.012 0.0065 0.0016
201.587 110.103 0.044 0.0055 0.017 0.017 0.021 0.021 0.016 0.013 0.0067 0.0015
207.494 110.105 0.042 0.0032 0.016 0.017 0.021 0.019 0.016 0.012 0.0067 0.0023
213.574 110.106 0.042 0.0036 0.015 0.017 0.020 0.020 0.017 0.012 0.0067 0.0020
219.833 110.107 0.043 0.0019 0.015 0.019 0.019 0.019 0.017 0.013 0.0068 0.0021
226.274 110.108 0.041 0.0039 0.014 0.018 0.018 0.019 0.016 0.013 0.0072 0.0025
232.905 110.109 0.040 0.0029 0.014 0.017 0.017 0.019 0.017 0.012 0.0074 0.0016
239.729 110.110 0.040 0.0024 0.013 0.017 0.019 0.018 0.017 0.011 0.0063 0.0013
246.754 110.110 0.041 0.0081 0.013 0.015 0.020 0.018 0.018 0.012 0.0060 0.0023
253.984 110.111 0.042 0.0087 0.015 0.014 0.022 0.019 0.016 0.012 0.0061 0.0023
261.426 110.111 0.043 0.0028 0.016 0.014 0.022 0.020 0.017 0.013 0.0063 0.0022
269.087 110.111 0.043 0.0025 0.015 0.016 0.021 0.021 0.016 0.012 0.0075 0.0014
276.972 110.111 0.043 0.0040 0.014 0.017 0.020 0.021 0.018 0.012 0.0072 0.0015
285.088 110.111 0.045 0.0035 0.017 0.019 0.021 0.021 0.017 0.012 0.0068 0.0018
293.441 110.111 0.045 0.0026 0.017 0.020 0.022 0.020 0.016 0.013 0.0077 0.0024
302.040 110.111 0.045 0.0029 0.015 0.020 0.024 0.019 0.015 0.013 0.0080 0.0024
310.890 110.112 0.044 0.0026 0.015 0.018 0.022 0.020 0.016 0.013 0.0071 0.0023
320.000 110.112 0.042 0.0033 0.015 0.018 0.020 0.019 0.016 0.012 0.0069 0.0030
329.377 110.113 0.041 0.0037 0.014 0.017 0.018 0.019 0.016 0.014 0.0069 0.0033
339.028 110.114 0.040 0.0047 0.014 0.015 0.018 0.018 0.017 0.013 0.0066 0.0027
348.962 110.116 0.040 0.018 0.015 0.016 0.017 0.018 0.017 0.011 0.0076 0.0023
359.188 110.118 0.042 0.0038 0.016 0.017 0.018 0.020 0.016 0.011 0.0078 0.0020
369.713 110.121 0.043 0.0039 0.018 0.017 0.019 0.020 0.016 0.012 0.0061 0.0022
380.546 110.124 0.044 0.0051 0.019 0.017 0.019 0.020 0.017 0.013 0.0057 0.0030
391.697 110.127 0.045 0.0036 0.021 0.015 0.020 0.021 0.016 0.014 0.0068 0.0026
403.175 110.131 0.045 0.0036 0.020 0.014 0.022 0.021 0.016 0.012 0.0069 0.0020
414.989 110.134 0.045 0.0033 0.021 0.015 0.024 0.019 0.017 0.012 0.0064 0.0025
427.149 110.138 0.046 0.0046 0.021 0.017 0.023 0.019 0.017 0.013 0.0066 0.0024
439.665 110.141 0.045 0.0024 0.019 0.019 0.020 0.020 0.017 0.013 0.0079 0.0022
452.548 110.144 0.044 0.0039 0.017 0.021 0.018 0.021 0.016 0.012 0.0079 0.0017
465.809 110.146 0.044 0.0033 0.016 0.020 0.019 0.021 0.016 0.011 0.0074 0.0021
479.458 110.147 0.044 0.0024 0.017 0.018 0.020 0.020 0.017 0.013 0.0072 0.0027
493.507 110.147 0.044 0.0043 0.016 0.017 0.020 0.022 0.018 0.012 0.0069 0.0022
507.968 110.147 0.044 0.0031 0.017 0.018 0.021 0.019 0.019 0.011 0.0063 0.0020
522.853 110.147 0.045 0.0035 0.017 0.019 0.024 0.018 0.018 0.012 0.0066 0.0025
538.174 110.146 0.044 0.0053 0.015 0.016 0.023 0.021 0.016 0.013 0.0072 0.0023
553.943 110.146 0.041 0.0065 0.015 0.014 0.020 0.021 0.016 0.011 0.0072 0.0021
570.175 110.147 0.042 0.0033 0.016 0.016 0.019 0.021 0.016 0.011 0.0086 0.0016
586.883 110.148 0.045 0.0036 0.018 0.019 0.020 0.021 0.018 0.011 0.0073 0.0025
604.080 110.149 0.047 0.0073 0.021 0.021 0.021 0.019 0.018 0.012 0.0060 0.0022
621.780 110.151 0.048 0.0050 0.022 0.021 0.023 0.019 0.017 0.013 0.0075 0.0025
640.000 110.152 0.047 0.0046 0.020 0.019 0.023 0.020 0.017 0.013 0.0057 0.0025
658.753 110.153 0.047 0.0045 0.020 0.018 0.023 0.021 0.017 0.012 0.0055 0.0017
678.056 110.152 0.043 0.0025 0.018 0.017 0.019 0.020 0.017 0.012 0.0066 0.0021
697.925 110.150 0.040 0.0049 0.016 0.014 0.018 0.017 0.017 0.012 0.0064 0.0023
718.376 110.147 0.041 0.0041 0.016 0.014 0.020 0.019 0.018 0.012 0.0048 0.0026
739.426 110.144 0.044 0.0041 0.015 0.019 0.020 0.020 0.018 0.012 0.0067 0.0028
761.093 110.141 0.044 0.0051 0.014 0.021 0.022 0.019 0.017 0.012 0.0065 0.0032
783.394 110.140 0.043 0.0045 0.016 0.020 0.019 0.018 0.016 0.013 0.0067 0.0021
806.349 110.142 0.044 0.0044 0.018 0.018 0.018 0.019 0.018 0.013 0.0060 0.0027
829.977 110.146 0.046 0.0040 0.021 0.018 0.020 0.020 0.018 0.012 0.0059 0.0024
854.297 110.153 0.047 0.0039 0.023 0.016 0.023 0.019 0.018 0.013 0.0061 0.0029
879.330 110.160 0.047 0.0050 0.021 0.018 0.023 0.019 0.018 0.012 0.0066 0.0022
905.097 110.166 0.046 0.0053 0.016 0.022 0.019 0.021 0.018 0.013 0.0072 0.0032
931.618 110.169 0.045 0.0054 0.016 0.021 0.020 0.020 0.018 0.012 0.0071 0.0032
