* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:14:32 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: 312 （Pad -20）3格
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 90.151 0.121 0.0017 0.0034 0.120 0.0017 0.014 8.1E-4 0.0091 0.0010 0.0056
20.586 90.160 0.116 0.0015 0.0038 0.115 0.0015 0.014 5.9E-4 0.0093 8.6E-4 0.0058
21.189 90.169 0.111 0.0015 0.0041 0.110 0.0014 0.014 4.5E-4 0.0096 8.3E-4 0.0059
21.810 90.178 0.107 0.0015 0.0050 0.105 0.0011 0.014 4.8E-4 0.0096 8.7E-4 0.0059
22.449 90.187 0.102 0.0015 0.0066 0.100 7.0E-4 0.013 7.1E-4 0.0093 0.0010 0.0058
23.107 90.195 0.098 0.0020 0.0099 0.096 6.5E-4 0.013 0.0012 0.0089 0.0011 0.0055
23.784 90.203 0.094 0.0020 0.018 0.091 0.0011 0.013 0.0016 0.0084 0.0012 0.0052
24.481 90.210 0.092 0.0020 0.027 0.087 0.0016 0.013 0.0020 0.0080 0.0012 0.0049
25.198 90.217 0.089 0.0020 0.030 0.083 0.0018 0.013 0.0023 0.0075 0.0011 0.0047
25.937 90.224 0.084 0.0020 0.025 0.079 0.0017 0.012 0.0022 0.0072 8.5E-4 0.0047
26.697 90.230 0.079 0.0020 0.017 0.076 0.0012 0.012 0.0018 0.0072 5.9E-4 0.0048
27.479 90.237 0.074 0.0020 0.011 0.072 8.4E-4 0.012 0.0014 0.0074 4.5E-4 0.0049
28.284 90.243 0.071 0.0018 0.0080 0.069 6.1E-4 0.011 0.0010 0.0076 4.1E-4 0.0047
29.113 90.249 0.067 0.0018 0.0065 0.065 6.2E-4 0.011 8.1E-4 0.0077 6.0E-4 0.0042
29.966 90.254 0.064 0.0018 0.0054 0.062 7.1E-4 0.011 6.6E-4 0.0073 9.6E-4 0.0037
30.844 90.259 0.061 0.0018 0.0044 0.059 8.4E-4 0.011 6.6E-4 0.0069 0.0014 0.0033
31.748 90.265 0.059 0.0021 0.0031 0.057 8.6E-4 0.011 8.6E-4 0.0071 0.0017 0.0029
32.678 90.269 0.057 0.0021 0.0022 0.055 7.5E-4 0.011 9.7E-4 0.0075 0.0016 0.0025
33.636 90.274 0.055 0.0021 0.0016 0.053 5.8E-4 0.011 8.7E-4 0.0080 0.0012 0.0021
34.621 90.279 0.052 0.0026 0.0012 0.050 7.3E-4 0.011 7.3E-4 0.0079 0.0010 0.0018
35.636 90.283 0.050 0.0026 0.0012 0.048 0.0012 0.010 5.9E-4 0.0073 0.0011 0.0018
36.680 90.287 0.048 0.0025 0.0014 0.046 0.0019 0.010 6.8E-4 0.0063 0.0013 0.0020
37.755 90.291 0.046 0.0025 0.0014 0.044 0.0023 0.010 9.0E-4 0.0060 0.0012 0.0020
38.861 90.295 0.044 0.0025 0.0012 0.042 0.0022 0.010 9.6E-4 0.0059 0.0011 0.0017
40.000 90.298 0.043 0.0024 0.0014 0.041 0.0021 0.010 0.0011 0.0058 0.0011 0.0015
41.172 90.302 0.041 0.0024 0.0013 0.039 0.0020 0.010 0.0015 0.0057 0.0014 0.0014
42.379 90.305 0.041 0.0025 0.0010 0.039 0.0016 0.011 0.0013 0.0053 0.0018 0.0013
43.620 90.308 0.040 0.0025 9.9E-4 0.038 0.0012 0.011 0.0010 0.0048 0.0020 9.5E-4
44.898 90.311 0.039 0.0076 0.0014 0.037 8.7E-4 0.010 7.5E-4 0.0044 0.0017 6.9E-4
46.214 90.314 0.037 0.0076 0.0022 0.035 6.4E-4 0.0095 8.4E-4 0.0042 0.0013 7.7E-4
47.568 90.316 0.035 0.042 0.0032 0.034 6.0E-4 0.0088 6.3E-4 0.0036 0.0011 9.0E-4
48.962 90.318 0.032 0.042 0.0040 0.031 8.9E-4 0.0086 5.7E-4 0.0025 0.0013 0.0010
50.397 90.319 0.032 0.047 0.0035 0.030 0.0015 0.0093 9.7E-4 0.0032 0.0012 0.0011
51.874 90.323 0.033 0.047 0.0028 0.031 0.0015 0.0096 0.0013 0.0038 0.0011 9.5E-4
53.394 90.327 0.032 0.013 0.0030 0.031 0.0012 0.0095 0.0011 0.0037 0.0010 8.4E-4
54.958 90.330 0.033 0.013 0.0035 0.031 0.0011 0.0094 0.0015 0.0033 5.2E-4 9.8E-4
56.569 90.332 0.032 0.0028 0.0036 0.031 0.0013 0.0087 0.0022 0.0031 3.2E-4 0.0012
58.226 90.334 0.032 0.0025 0.0029 0.030 0.0019 0.0082 0.0024 0.0034 2.2E-4 0.0015
59.932 90.336 0.031 0.0025 0.0026 0.029 0.0027 0.0083 0.0015 0.0033 3.4E-4 0.0016
61.688 90.338 0.031 0.0019 0.0027 0.029 0.0033 0.0082 9.6E-4 0.0030 4.3E-4 0.0013
63.496 90.340 0.030 0.0016 0.0029 0.028 0.0025 0.0082 9.2E-4 0.0030 6.5E-4 0.0011
65.357 90.342 0.030 0.0016 0.0022 0.029 0.0016 0.0084 8.5E-4 0.0028 9.1E-4 0.0011
67.272 90.344 0.031 0.0021 0.0021 0.030 0.0013 0.0089 7.4E-4 0.0024 9.0E-4 0.0014
69.243 90.345 0.031 0.0015 0.0018 0.029 0.0011 0.0099 8.4E-4 0.0019 8.0E-4 0.0020
71.272 90.347 0.030 0.0015 0.0022 0.028 9.5E-4 0.0091 0.0012 0.0019 7.5E-4 0.0018
73.360 90.349 0.029 0.0018 0.0038 0.028 7.9E-4 0.0074 0.0014 0.0019 8.9E-4 0.0011
75.510 90.351 0.029 0.0024 0.0042 0.027 9.4E-4 0.0074 0.0017 0.0012 0.0012 5.6E-4
77.723 90.352 0.028 0.0016 0.0021 0.027 0.0012 0.0074 0.0016 8.5E-4 0.0012 5.6E-4
