* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:16:59 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: 312 （Pad -20）7格
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 104.680 0.128 0.0027 0.0090 0.128 2.7E-4 0.0093 6.4E-4 8.0E-4 6.6E-4 0.0015
20.586 104.689 0.121 0.0017 0.0094 0.120 3.9E-4 0.0084 5.5E-4 0.0010 5.2E-4 0.0012
21.189 104.699 0.114 0.0017 0.0099 0.113 8.5E-4 0.0075 5.1E-4 0.0015 4.0E-4 9.0E-4
21.810 104.708 0.107 0.0017 0.011 0.106 0.0015 0.0067 5.8E-4 0.0019 4.0E-4 6.3E-4
22.449 104.716 0.101 0.0017 0.014 0.100 0.0019 0.0059 8.8E-4 0.0018 5.4E-4 4.2E-4
23.107 104.725 0.096 0.0017 0.018 0.094 0.0022 0.0052 0.0014 0.0017 6.6E-4 3.9E-4
23.784 104.733 0.093 0.0017 0.027 0.089 0.0024 0.0047 0.0018 0.0018 7.0E-4 4.8E-4
24.481 104.740 0.091 0.0017 0.033 0.084 0.0022 0.0043 0.0020 0.0019 7.5E-4 5.0E-4
25.198 104.747 0.086 0.0017 0.033 0.079 0.0018 0.0041 0.0021 0.0020 8.3E-4 4.0E-4
25.937 104.754 0.079 0.0019 0.025 0.075 0.0011 0.0040 0.0018 0.0021 8.7E-4 1.6E-4
26.697 104.761 0.072 0.0019 0.015 0.071 5.9E-4 0.0038 0.0014 0.0021 8.4E-4 1.8E-4
27.479 104.767 0.068 0.0019 0.011 0.067 7.2E-4 0.0035 0.0010 0.0021 7.8E-4 6.2E-4
28.284 104.773 0.064 0.0025 0.0099 0.063 0.0013 0.0030 7.3E-4 0.0021 7.4E-4 9.8E-4
29.113 104.779 0.060 0.0025 0.0089 0.059 0.0017 0.0024 6.2E-4 0.0021 8.7E-4 0.0011
29.966 104.784 0.056 0.0025 0.0082 0.055 0.0018 0.0015 6.4E-4 0.0020 0.0012 9.9E-4
30.844 104.790 0.053 0.0024 0.0076 0.052 0.0015 9.9E-4 5.9E-4 0.0019 0.0019 9.6E-4
31.748 104.795 0.049 0.0021 0.0074 0.048 0.0013 0.0011 4.6E-4 0.0018 0.0022 0.0010
32.678 104.800 0.045 0.0021 0.0074 0.044 8.9E-4 0.0017 4.7E-4 0.0017 0.0021 0.0010
33.636 104.804 0.043 0.0021 0.0073 0.042 5.5E-4 0.0021 7.2E-4 0.0016 0.0016 9.4E-4
34.621 104.809 0.041 0.0018 0.0071 0.040 8.2E-4 0.0021 8.2E-4 0.0018 0.0012 8.7E-4
35.636 104.813 0.039 0.0018 0.0065 0.038 0.0014 0.0022 6.9E-4 0.0022 0.0010 8.6E-4
36.680 104.817 0.036 0.0015 0.0056 0.036 0.0022 0.0022 4.8E-4 0.0022 9.0E-4 9.8E-4
37.755 104.821 0.034 0.0015 0.0046 0.033 0.0027 0.0020 3.7E-4 0.0019 7.8E-4 0.0012
38.861 104.825 0.032 0.0015 0.0041 0.031 0.0024 0.0017 6.6E-4 0.0015 8.5E-4 0.0013
40.000 104.828 0.030 0.0017 0.0037 0.029 0.0016 0.0014 0.0013 0.0013 0.0010 0.0011
41.172 104.832 0.028 0.0017 0.0033 0.027 0.0012 0.0018 0.0021 9.7E-4 0.0012 7.8E-4
42.379 104.835 0.026 0.0024 0.0031 0.026 0.0011 0.0024 0.0024 7.6E-4 0.0017 4.8E-4
43.620 104.838 0.025 0.0024 0.0032 0.024 8.7E-4 0.0027 0.0021 6.9E-4 0.0024 3.4E-4
44.898 104.841 0.023 0.0078 0.0031 0.023 7.4E-4 0.0029 0.0015 6.8E-4 0.0023 4.8E-4
46.214 104.844 0.022 0.0078 0.0030 0.021 9.1E-4 0.0031 0.0012 6.9E-4 0.0017 8.4E-4
47.568 104.845 0.021 0.042 0.0037 0.020 0.0011 0.0034 0.0011 8.9E-4 0.0013 0.0011
48.962 104.847 0.019 0.042 0.0050 0.017 0.0012 0.0040 0.0013 0.0019 0.0011 0.0010
50.397 104.850 0.017 0.047 0.0060 0.015 0.0011 0.0038 0.0016 0.0026 6.0E-4 8.7E-4
51.874 104.854 0.016 0.047 0.0055 0.014 0.0011 0.0027 0.0017 0.0020 5.9E-4 9.4E-4
53.394 104.856 0.016 0.014 0.0051 0.015 0.0011 0.0022 0.0018 0.0012 9.9E-4 0.0011
54.958 104.858 0.015 0.014 0.0045 0.014 8.9E-4 0.0018 0.0020 7.5E-4 0.0010 1.0E-3
56.569 104.860 0.014 0.0033 0.0038 0.013 7.1E-4 0.0017 0.0024 1.0E-3 0.0010 8.8E-4
58.226 104.863 0.014 0.0025 0.0025 0.013 6.3E-4 0.0020 0.0025 0.0014 8.8E-4 6.5E-4
59.932 104.864 0.013 0.0025 0.0017 0.013 5.5E-4 0.0023 0.0018 0.0012 6.5E-4 0.0012
61.688 104.866 0.013 0.0025 0.0019 0.012 0.0013 0.0022 0.0010 0.0013 5.4E-4 0.0017
63.496 104.868 0.012 0.0024 0.0022 0.011 0.0018 0.0022 5.6E-4 0.0015 3.4E-4 0.0015
65.357 104.870 0.012 0.0024 0.0025 0.011 0.0012 0.0029 3.7E-4 0.0017 3.6E-4 0.0014
67.272 104.872 0.011 0.0017 0.0027 0.0097 8.5E-4 0.0036 4.6E-4 0.0015 8.0E-4 0.0014
69.243 104.873 0.011 0.0033 0.0025 0.0094 3.3E-4 0.0044 6.9E-4 0.0013 0.0013 0.0016
71.272 104.874 0.011 0.0033 0.0030 0.0100 1.9E-4 0.0030 7.5E-4 0.0012 0.0014 0.0012
73.360 104.876 0.011 0.0035 0.0038 0.010 7.4E-4 0.0022 7.1E-4 0.0011 0.0010 7.1E-4
75.510 104.877 0.011 0.0019 0.0040 0.0094 0.0012 0.0022 8.7E-4 0.0010 9.8E-4 5.0E-4
