* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:15:20 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: 312 （Pad -20）5格
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 97.196 0.124 0.0016 0.0051 0.123 0.0022 0.0088 9.0E-4 0.0031 9.0E-4 0.0023
20.586 97.206 0.118 0.0016 0.0057 0.117 0.0022 0.0079 9.5E-4 0.0031 6.9E-4 0.0024
21.189 97.215 0.112 0.0016 0.0061 0.111 0.0021 0.0072 0.0010 0.0030 5.2E-4 0.0025
21.810 97.224 0.106 0.0016 0.0068 0.105 0.0020 0.0067 0.0010 0.0028 5.2E-4 0.0026
22.449 97.232 0.100 0.0016 0.0082 0.100 0.0018 0.0062 9.0E-4 0.0025 7.0E-4 0.0026
23.107 97.240 0.096 0.0022 0.011 0.095 0.0018 0.0056 8.3E-4 0.0024 9.5E-4 0.0025
23.784 97.248 0.092 0.0022 0.019 0.090 0.0019 0.0050 9.2E-4 0.0027 0.0013 0.0024
24.481 97.255 0.089 0.0022 0.026 0.085 0.0019 0.0046 0.0012 0.0032 0.0015 0.0023
25.198 97.262 0.085 0.0022 0.028 0.080 0.0019 0.0044 0.0013 0.0035 0.0015 0.0020
25.937 97.269 0.079 0.0016 0.023 0.075 0.0017 0.0046 0.0011 0.0037 0.0015 0.0016
26.697 97.276 0.072 0.0016 0.014 0.071 0.0013 0.0048 8.0E-4 0.0038 0.0013 0.0011
27.479 97.282 0.067 0.0016 0.0094 0.066 8.3E-4 0.0051 7.7E-4 0.0039 0.0013 7.3E-4
28.284 97.288 0.063 0.0014 0.0060 0.062 5.0E-4 0.0054 8.5E-4 0.0039 0.0013 8.6E-4
29.113 97.294 0.060 0.0014 0.0032 0.059 3.3E-4 0.0058 9.1E-4 0.0040 0.0015 9.9E-4
29.966 97.299 0.057 0.0014 0.0016 0.056 2.4E-4 0.0063 9.4E-4 0.0039 0.0016 9.3E-4
30.844 97.304 0.054 0.0014 8.7E-4 0.053 2.1E-4 0.0065 0.0011 0.0037 0.0018 6.9E-4
