* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:16:35 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: 312 （Pad -20）6格
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 99.642 0.125 0.0026 0.0017 0.124 0.0018 0.0084 8.7E-4 0.0035 8.9E-4 0.0019
20.586 99.652 0.118 0.0028 0.0020 0.118 0.0018 0.0073 8.6E-4 0.0038 7.9E-4 0.0019
21.189 99.661 0.112 0.0028 0.0034 0.112 0.0017 0.0062 8.5E-4 0.0040 7.0E-4 0.0019
21.810 99.670 0.107 0.0028 0.0052 0.106 0.0013 0.0054 8.9E-4 0.0039 6.5E-4 0.0019
22.449 99.678 0.101 0.0028 0.0074 0.101 7.8E-4 0.0048 0.0010 0.0035 6.3E-4 0.0017
23.107 99.686 0.096 0.0021 0.011 0.095 6.5E-4 0.0043 0.0012 0.0031 6.1E-4 0.0015
23.784 99.694 0.092 0.0021 0.018 0.090 8.7E-4 0.0039 0.0012 0.0030 5.9E-4 0.0012
24.481 99.702 0.088 0.0021 0.025 0.084 0.0011 0.0038 0.0013 0.0029 6.7E-4 0.0011
25.198 99.709 0.084 0.0021 0.027 0.079 0.0012 0.0038 0.0012 0.0027 9.7E-4 1.0E-3
25.937 99.715 0.078 0.0024 0.023 0.074 0.0010 0.0039 0.0012 0.0026 0.0012 8.3E-4
26.697 99.722 0.072 0.0024 0.015 0.070 7.3E-4 0.0037 0.0011 0.0025 0.0014 6.5E-4
27.479 99.728 0.066 0.0024 0.0090 0.066 4.2E-4 0.0033 0.0010 0.0023 0.0015 5.2E-4
28.284 99.734 0.062 0.0021 0.0055 0.061 2.4E-4 0.0031 8.9E-4 0.0025 0.0015 6.7E-4
29.113 99.740 0.058 0.0021 0.0034 0.058 2.5E-4 0.0033 6.1E-4 0.0027 0.0017 8.4E-4
29.966 99.745 0.054 0.0021 0.0026 0.054 2.8E-4 0.0041 3.2E-4 0.0024 0.0020 8.9E-4
30.844 99.751 0.051 0.0021 0.0028 0.051 3.1E-4 0.0046 3.1E-4 0.0020 0.0021 9.1E-4
31.748 99.756 0.048 0.0028 0.0032 0.048 5.5E-4 0.0045 6.7E-4 0.0019 0.0018 0.0010
32.678 99.761 0.045 0.0028 0.0037 0.044 9.2E-4 0.0040 0.0011 0.0020 0.0013 0.0012
33.636 99.765 0.042 0.0028 0.0041 0.041 0.0011 0.0035 0.0011 0.0022 9.6E-4 0.0012
34.621 99.770 0.040 0.0019 0.0045 0.039 8.0E-4 0.0030 9.6E-4 0.0027 8.4E-4 0.0012
35.636 99.774 0.038 0.0019 0.0047 0.038 0.0010 0.0029 7.0E-4 0.0033 8.7E-4 0.0013
36.680 99.778 0.036 0.0024 0.0046 0.036 0.0017 0.0031 8.5E-4 0.0035 9.4E-4 0.0014
37.755 99.782 0.035 0.0024 0.0043 0.034 0.0021 0.0035 0.0012 0.0032 8.9E-4 0.0014
38.861 99.786 0.033 0.0024 0.0042 0.032 0.0016 0.0041 0.0013 0.0029 8.4E-4 0.0013
40.000 99.789 0.031 0.0033 0.0042 0.031 0.0012 0.0045 0.0016 0.0025 9.7E-4 9.4E-4
41.172 99.793 0.030 0.0033 0.0042 0.029 0.0014 0.0047 0.0022 0.0021 0.0013 5.4E-4
42.379 99.796 0.028 0.0026 0.0037 0.027 0.0015 0.0046 0.0021 0.0015 0.0019 5.1E-4
43.620 99.799 0.025 0.0026 0.0027 0.025 0.0012 0.0047 0.0015 0.0014 0.0022 0.0011
44.898 99.802 0.024 0.0081 0.0020 0.023 9.3E-4 0.0045 9.4E-4 0.0019 0.0016 0.0014
46.214 99.805 0.023 0.0081 0.0017 0.022 7.4E-4 0.0041 7.9E-4 0.0021 8.6E-4 0.0013
47.568 99.809 0.021 0.042 0.0021 0.020 7.3E-4 0.0044 5.1E-4 0.0019 5.6E-4 0.0011
48.962 99.814 0.020 0.042 0.0034 0.019 0.0014 0.0044 4.1E-4 0.0025 5.0E-4 7.9E-4
50.397 99.816 0.020 0.047 0.0045 0.019 0.0016 0.0032 5.9E-4 0.0033 5.1E-4 4.7E-4
51.874 99.817 0.020 0.047 0.0040 0.019 0.0011 0.0028 5.4E-4 0.0032 6.5E-4 3.1E-4
53.394 99.818 0.019 0.012 0.0034 0.019 9.1E-4 0.0034 5.6E-4 0.0025 6.2E-4 3.8E-4
54.958 99.820 0.019 0.012 0.0032 0.018 8.1E-4 0.0040 9.2E-4 0.0017 5.5E-4 4.6E-4
56.569 99.822 0.018 0.0025 0.0034 0.017 7.9E-4 0.0043 0.0017 0.0014 8.1E-4 8.9E-4
58.226 99.824 0.018 0.0034 0.0038 0.017 8.2E-4 0.0040 0.0021 0.0012 5.9E-4 0.0015
59.932 99.826 0.017 0.0034 0.0038 0.016 0.0012 0.0042 0.0013 8.8E-4 3.2E-4 0.0018
61.688 99.828 0.016 0.0033 0.0040 0.015 0.0020 0.0045 7.5E-4 0.0010 1.6E-4 0.0016
63.496 99.829 0.016 0.0022 0.0038 0.015 0.0017 0.0044 8.6E-4 0.0013 3.3E-4 0.0011
65.357 99.831 0.016 0.0022 0.0033 0.015 5.7E-4 0.0041 8.9E-4 0.0015 6.6E-4 0.0011
67.272 99.833 0.016 0.0013 0.0027 0.015 5.5E-4 0.0048 7.5E-4 0.0020 0.0011 0.0010
69.243 99.834 0.016 0.0016 0.0022 0.014 8.1E-4 0.0064 6.4E-4 0.0018 0.0011 6.6E-4
71.272 99.836 0.015 0.0016 0.0020 0.014 7.9E-4 0.0058 6.4E-4 0.0017 7.6E-4 4.9E-4
73.360 99.837 0.014 0.0023 0.0021 0.013 0.0012 0.0043 7.4E-4 0.0020 5.5E-4 4.2E-4
75.510 99.839 0.014 0.0030 0.0028 0.013 0.0010 0.0037 4.6E-4 0.0017 5.3E-4 4.1E-4
77.723 99.840 0.014 0.0019 0.0019 0.014 7.5E-4 0.0030 8.4E-4 0.0018 7.0E-4 5.6E-4
80.000 99.842 0.013 0.0012 0.0020 0.013 7.4E-4 0.0026 7.3E-4 0.0016 0.0010 8.4E-4
82.344 99.843 0.012 0.0011 0.0018 0.011 9.0E-4 0.0028 5.7E-4 0.0018 0.0013 0.0011
84.757 99.844 0.013 0.0011 0.0012 0.012 0.0014 0.0034 3.4E-4 0.0015 0.0011 9.8E-4
87.241 99.846 0.013 0.0020 0.0014 0.012 0.0024 0.0033 3.6E-4 0.0014 8.2E-4 8.1E-4
89.797 99.847 0.013 0.0029 0.0015 0.012 9.1E-4 0.0034 0.0011 9.8E-4 6.8E-4 0.0010
92.428 99.848 0.013 0.0027 0.0018 0.013 7.7E-4 0.0032 0.0012 7.9E-4 7.5E-4 0.0013
95.137 99.850 0.013 0.0026 0.0016 0.012 6.1E-4 0.0032 4.7E-4 0.0011 8.6E-4 8.6E-4
97.924 99.851 0.013 0.0045 0.0017 0.012 2.8E-4 0.0035 4.9E-4 9.3E-4 8.9E-4 4.1E-4
100.794 99.852 0.012 0.0077 0.0028 0.011 4.2E-4 0.0030 5.6E-4 3.8E-4 0.0010 3.6E-4
