* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:13:48 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: 312 （Pad -20）1格
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 86.344 0.132 0.0016 0.0059 0.130 0.0021 0.021 0.0027 0.011 0.0024 0.0058
20.586 86.353 0.125 0.0017 0.0065 0.123 0.0022 0.021 0.0027 0.010 0.0023 0.0060
21.189 86.363 0.119 0.0017 0.0074 0.116 0.0024 0.021 0.0026 0.0099 0.0022 0.0061
21.810 86.372 0.114 0.0017 0.0087 0.111 0.0026 0.021 0.0023 0.0100 0.0021 0.0061
22.449 86.380 0.109 0.0017 0.011 0.106 0.0029 0.022 0.0018 0.010 0.0020 0.0058
23.107 86.388 0.105 0.0026 0.014 0.102 0.0031 0.021 0.0014 0.011 0.0020 0.0055
23.784 86.396 0.103 0.0026 0.023 0.097 0.0034 0.021 9.7E-4 0.011 0.0019 0.0052
24.481 86.404 0.101 0.0026 0.030 0.093 0.0035 0.021 6.1E-4 0.011 0.0017 0.0050
25.198 86.411 0.097 0.0026 0.031 0.089 0.0032 0.020 4.9E-4 0.011 0.0014 0.0048
25.937 86.418 0.092 0.0025 0.024 0.086 0.0027 0.020 7.0E-4 0.010 0.0010 0.0048
26.697 86.424 0.087 0.0025 0.014 0.082 0.0020 0.021 0.0012 0.0097 6.3E-4 0.0046
27.479 86.431 0.083 0.0025 0.0095 0.079 0.0017 0.020 0.0015 0.0094 5.5E-4 0.0044
28.284 86.437 0.079 0.0022 0.0070 0.076 0.0015 0.020 0.0015 0.0093 5.6E-4 0.0040
29.113 86.443 0.076 0.0022 0.0066 0.073 0.0013 0.019 0.0015 0.0094 4.6E-4 0.0038
29.966 86.448 0.073 0.0022 0.0063 0.070 0.0012 0.018 0.0013 0.0092 5.1E-4 0.0037
30.844 86.454 0.070 0.0022 0.0058 0.067 0.0012 0.018 0.0012 0.0089 8.2E-4 0.0039
31.748 86.459 0.067 0.0018 0.0051 0.064 0.0014 0.018 0.0012 0.0086 9.9E-4 0.0043
32.678 86.464 0.065 0.0018 0.0046 0.061 0.0015 0.018 0.0013 0.0084 9.2E-4 0.0045
33.636 86.468 0.063 0.0018 0.0043 0.059 0.0016 0.018 0.0012 0.0085 6.6E-4 0.0044
34.621 86.473 0.062 0.0026 0.0042 0.058 0.0017 0.018 0.0013 0.0083 4.3E-4 0.0039
35.636 86.477 0.060 0.0026 0.0039 0.057 0.0019 0.018 0.0014 0.0077 3.7E-4 0.0034
36.680 86.481 0.058 0.0030 0.0033 0.055 0.0021 0.017 0.0015 0.0069 4.2E-4 0.0032
37.755 86.485 0.057 0.0030 0.0025 0.053 0.0020 0.017 0.0016 0.0070 5.2E-4 0.0035
38.861 86.489 0.055 0.0030 0.0017 0.052 0.0018 0.016 0.0019 0.0074 4.2E-4 0.0039
40.000 86.493 0.054 0.0020 0.0021 0.051 0.0017 0.016 0.0023 0.0078 4.1E-4 0.0035
41.172 86.496 0.053 0.0020 0.0026 0.049 0.0015 0.016 0.0027 0.0079 3.3E-4 0.0029
42.379 86.500 0.051 0.0026 0.0025 0.048 1.0E-3 0.016 0.0026 0.0079 4.4E-4 0.0027
43.620 86.503 0.050 0.0026 0.0023 0.047 7.6E-4 0.016 0.0024 0.0077 8.0E-4 0.0025
44.898 86.506 0.049 0.0080 0.0022 0.046 7.6E-4 0.016 0.0023 0.0076 9.7E-4 0.0023
46.214 86.508 0.048 0.0080 0.0021 0.045 7.9E-4 0.015 0.0022 0.0077 0.0010 0.0023
47.568 86.510 0.048 0.042 0.0022 0.045 8.8E-4 0.014 0.0018 0.0079 9.1E-4 0.0026
48.962 86.512 0.047 0.042 0.0027 0.044 0.0010 0.014 0.0012 0.0081 6.8E-4 0.0027
50.397 86.514 0.046 0.048 0.0038 0.042 0.0014 0.015 7.6E-4 0.0075 5.6E-4 0.0027
51.874 86.519 0.044 0.048 0.0034 0.040 0.0011 0.015 4.6E-4 0.0066 6.8E-4 0.0029
53.394 86.522 0.043 0.014 0.0031 0.040 9.6E-4 0.015 7.3E-4 0.0062 7.9E-4 0.0031
54.958 86.525 0.042 0.014 0.0023 0.040 0.0010 0.014 0.0013 0.0059 7.7E-4 0.0030
56.569 86.527 0.042 0.0028 0.0015 0.040 8.3E-4 0.013 0.0020 0.0055 6.4E-4 0.0026
58.226 86.530 0.041 0.0025 0.0010 0.039 3.7E-4 0.012 0.0020 0.0052 5.3E-4 0.0017
59.932 86.532 0.040 0.0025 0.0011 0.038 3.3E-4 0.012 0.0013 0.0052 9.6E-4 0.0016
61.688 86.534 0.039 0.0025 0.0013 0.037 0.0013 0.012 0.0010 0.0050 0.0012 0.0019
63.496 86.536 0.039 0.0022 0.0011 0.036 0.0019 0.012 9.3E-4 0.0049 8.0E-4 0.0017
65.357 86.538 0.038 0.0022 0.0013 0.036 9.4E-4 0.012 6.9E-4 0.0045 7.9E-4 0.0014
67.272 86.540 0.038 0.0020 0.0016 0.036 7.7E-4 0.011 6.7E-4 0.0044 0.0015 0.0011
69.243 86.542 0.037 0.0020 0.0017 0.035 4.0E-4 0.0093 6.2E-4 0.0043 0.0016 7.3E-4
71.272 86.543 0.035 0.0020 0.0020 0.033 1.8E-4 0.0094 4.7E-4 0.0042 0.0011 0.0014
73.360 86.545 0.035 0.0028 0.0029 0.033 4.2E-4 0.011 3.6E-4 0.0046 9.5E-4 0.0019
75.510 86.547 0.035 0.0028 0.0032 0.033 4.0E-4 0.012 2.9E-4 0.0045 0.0010 0.0017
77.723 86.549 0.035 0.0033 0.0017 0.032 7.8E-4 0.012 3.4E-4 0.0037 0.0013 0.0013
80.000 86.550 0.035 0.0022 0.0010 0.033 0.0011 0.011 5.4E-4 0.0032 0.0013 0.0012
82.344 86.552 0.036 0.0020 5.0E-4 0.034 8.3E-4 0.010 9.2E-4 0.0031 8.3E-4 0.0012
