* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:13:18 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: 312 （Pad -20）0
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 86.250 0.128 0.0018 0.0086 0.126 0.0021 0.022 0.0011 0.0093 0.0022 0.0067
20.586 86.260 0.124 0.0026 0.0097 0.121 0.0020 0.022 9.8E-4 0.0091 0.0018 0.0063
21.189 86.270 0.120 0.0026 0.011 0.117 0.0018 0.022 9.2E-4 0.0089 0.0015 0.0058
21.810 86.279 0.115 0.0026 0.012 0.112 0.0015 0.022 8.8E-4 0.0089 0.0013 0.0054
22.449 86.287 0.111 0.0026 0.014 0.107 0.0012 0.022 8.4E-4 0.0092 0.0014 0.0053
23.107 86.295 0.108 0.0031 0.018 0.103 0.0011 0.021 8.6E-4 0.0096 0.0016 0.0053
23.784 86.303 0.105 0.0031 0.025 0.099 0.0014 0.021 0.0010 0.0098 0.0017 0.0055
24.481 86.311 0.103 0.0031 0.030 0.095 0.0020 0.020 0.0013 0.0099 0.0018 0.0056
25.198 86.318 0.099 0.0031 0.029 0.091 0.0027 0.020 0.0017 0.0098 0.0019 0.0057
25.937 86.325 0.093 0.0024 0.021 0.087 0.0033 0.021 0.0021 0.0098 0.0020 0.0058
26.697 86.331 0.088 0.0024 0.012 0.084 0.0036 0.021 0.0025 0.0100 0.0021 0.0057
27.479 86.338 0.084 0.0024 0.0076 0.080 0.0038 0.021 0.0025 0.010 0.0023 0.0054
28.284 86.344 0.081 0.0024 0.0055 0.077 0.0039 0.021 0.0024 0.010 0.0025 0.0045
29.113 86.349 0.079 0.0024 0.0047 0.075 0.0038 0.021 0.0023 0.010 0.0026 0.0035
29.966 86.355 0.076 0.0023 0.0046 0.072 0.0038 0.020 0.0023 0.0099 0.0028 0.0027
30.844 86.360 0.073 0.0023 0.0050 0.069 0.0039 0.020 0.0025 0.0096 0.0029 0.0022
31.748 86.365 0.070 0.0020 0.0054 0.066 0.0042 0.019 0.0028 0.0095 0.0027 0.0020
32.678 86.370 0.068 0.0020 0.0055 0.065 0.0042 0.018 0.0031 0.0093 0.0022 0.0020
33.636 86.375 0.067 0.0020 0.0049 0.063 0.0037 0.018 0.0034 0.0090 0.0016 0.0021
34.621 86.380 0.064 0.0013 0.0044 0.061 0.0031 0.017 0.0033 0.0085 0.0014 0.0025
35.636 86.384 0.062 0.0013 0.0038 0.059 0.0027 0.017 0.0029 0.0078 0.0014 0.0029
36.680 86.388 0.060 0.0022 0.0035 0.057 0.0026 0.016 0.0027 0.0071 0.0015 0.0030
37.755 86.392 0.059 0.0022 0.0040 0.056 0.0031 0.016 0.0026 0.0071 0.0013 0.0029
38.861 86.396 0.058 0.0022 0.0045 0.054 0.0043 0.016 0.0027 0.0075 9.2E-4 0.0026
40.000 86.400 0.056 0.0019 0.0050 0.053 0.0049 0.015 0.0027 0.0079 9.4E-4 0.0020
41.172 86.403 0.055 0.0019 0.0051 0.052 0.0047 0.015 0.0024 0.0080 0.0013 0.0016
42.379 86.407 0.054 0.0027 0.0048 0.051 0.0045 0.014 0.0016 0.0081 0.0020 0.0015
43.620 86.410 0.052 0.0027 0.0042 0.049 0.0044 0.013 0.0013 0.0084 0.0023 0.0014
44.898 86.413 0.052 0.0088 0.0041 0.049 0.0046 0.013 0.0015 0.0085 0.0016 0.0011
46.214 86.416 0.051 0.0088 0.0048 0.048 0.0046 0.013 0.0017 0.0079 8.6E-4 6.7E-4
47.568 86.420 0.050 0.043 0.0047 0.048 0.0043 0.013 0.0022 0.0072 7.1E-4 5.4E-4
48.962 86.424 0.050 0.043 0.0030 0.048 0.0040 0.013 0.0028 0.0061 0.0010 5.3E-4
