* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:33:02 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: B1D 2
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 88.956 0.623 0.011 0.214 0.543 0.064 0.177 0.036 0.090 0.014 0.042
20.586 88.966 0.609 0.013 0.206 0.532 0.063 0.174 0.036 0.087 0.014 0.041
21.189 88.975 0.595 0.013 0.198 0.521 0.061 0.170 0.036 0.085 0.014 0.040
21.810 88.984 0.581 0.013 0.189 0.510 0.059 0.168 0.036 0.082 0.013 0.039
22.449 88.991 0.569 0.013 0.181 0.501 0.057 0.166 0.036 0.080 0.013 0.038
23.107 88.999 0.555 0.0099 0.171 0.490 0.055 0.164 0.036 0.077 0.012 0.037
23.784 89.008 0.540 0.0098 0.158 0.480 0.053 0.161 0.035 0.074 0.012 0.036
24.481 89.016 0.528 0.0098 0.151 0.470 0.051 0.158 0.033 0.072 0.012 0.035
25.198 89.024 0.519 0.0098 0.151 0.462 0.050 0.156 0.031 0.069 0.012 0.035
25.937 89.031 0.511 0.013 0.153 0.454 0.048 0.153 0.030 0.067 0.012 0.034
26.697 89.038 0.503 0.013 0.156 0.445 0.046 0.151 0.029 0.065 0.012 0.034
27.479 89.045 0.495 0.013 0.156 0.436 0.045 0.148 0.028 0.064 0.011 0.035
28.284 89.051 0.486 0.0073 0.154 0.428 0.043 0.145 0.027 0.063 0.0096 0.034
29.113 89.058 0.475 0.0073 0.148 0.419 0.042 0.141 0.026 0.061 0.0078 0.033
29.966 89.064 0.463 0.0073 0.143 0.409 0.042 0.138 0.026 0.060 0.0062 0.031
30.844 89.070 0.453 0.0073 0.139 0.401 0.043 0.135 0.025 0.059 0.0049 0.029
