* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:34:14 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: B1D 6
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 99.346 0.358 0.010 0.078 0.334 0.0026 0.097 0.0015 0.038 0.0044 0.017
20.586 99.354 0.350 0.0083 0.075 0.326 0.0019 0.095 0.0015 0.036 0.0038 0.017
21.189 99.360 0.342 0.0083 0.071 0.320 0.0015 0.092 0.0015 0.036 0.0034 0.017
21.810 99.367 0.335 0.0083 0.070 0.313 0.0014 0.088 0.0016 0.035 0.0033 0.017
22.449 99.373 0.329 0.0083 0.072 0.308 0.0016 0.085 0.0017 0.034 0.0033 0.018
23.107 99.380 0.323 0.0096 0.071 0.302 0.0020 0.082 0.0019 0.033 0.0030 0.017
23.784 99.386 0.317 0.0096 0.069 0.297 0.0030 0.080 0.0024 0.032 0.0022 0.017
24.481 99.392 0.309 0.0096 0.061 0.290 0.0037 0.079 0.0031 0.030 0.0018 0.016
25.198 99.397 0.299 0.0096 0.048 0.283 0.0035 0.078 0.0037 0.028 0.0016 0.015
25.937 99.402 0.291 0.012 0.046 0.275 0.0032 0.077 0.0036 0.026 0.0014 0.013
26.697 99.408 0.286 0.012 0.057 0.268 0.0028 0.076 0.0031 0.025 0.0012 0.011
27.479 99.413 0.281 0.012 0.060 0.263 0.0031 0.074 0.0024 0.024 0.0011 0.0091
28.284 99.418 0.276 0.012 0.059 0.259 0.0037 0.072 0.0018 0.024 0.0010 0.0084
29.113 99.422 0.270 0.012 0.055 0.253 0.0036 0.071 0.0016 0.023 0.0015 0.0083
29.966 99.426 0.264 0.012 0.053 0.248 0.0028 0.069 0.0020 0.023 0.0021 0.0086
30.844 99.431 0.260 0.012 0.052 0.245 0.0018 0.067 0.0022 0.023 0.0027 0.0088
31.748 99.435 0.258 0.0088 0.052 0.243 0.0014 0.064 0.0021 0.023 0.0031 0.0091
32.678 99.439 0.252 0.0088 0.051 0.238 0.0011 0.062 0.0022 0.023 0.0032 0.0094
33.636 99.443 0.244 0.0088 0.049 0.230 0.0010 0.060 0.0026 0.023 0.0030 0.0093
34.621 99.447 0.236 0.010 0.046 0.222 9.1E-4 0.059 0.0025 0.022 0.0025 0.0090
35.636 99.451 0.229 0.010 0.043 0.217 0.0012 0.057 0.0020 0.021 0.0020 0.0086
36.680 99.455 0.225 0.0097 0.042 0.213 0.0020 0.055 0.0016 0.021 0.0018 0.0087
37.755 99.459 0.222 0.0097 0.042 0.211 0.0025 0.054 0.0014 0.021 0.0017 0.0086
38.861 99.463 0.220 0.0097 0.040 0.209 0.0024 0.052 0.0020 0.021 0.0019 0.0079
40.000 99.466 0.217 0.0082 0.040 0.206 0.0016 0.050 0.0027 0.020 0.0017 0.0065
41.172 99.470 0.212 0.0082 0.041 0.202 0.0018 0.048 0.0030 0.019 0.0016 0.0054
42.379 99.473 0.207 0.015 0.041 0.196 0.0023 0.046 0.0020 0.018 0.0020 0.0053
43.620 99.477 0.201 0.015 0.039 0.191 0.0024 0.045 0.0013 0.017 0.0023 0.0060
44.898 99.480 0.196 0.012 0.036 0.186 0.0025 0.044 9.0E-4 0.016 0.0017 0.0063
46.214 99.483 0.191 0.012 0.033 0.182 0.0027 0.044 6.7E-4 0.016 0.0012 0.0063
47.568 99.486 0.187 0.037 0.033 0.179 0.0029 0.043 0.0010 0.016 0.0011 0.0058
48.962 99.490 0.185 0.037 0.031 0.177 0.0024 0.043 0.0017 0.015 0.0011 0.0051
50.397 99.495 0.180 0.046 0.027 0.173 0.0021 0.040 0.0020 0.013 0.0012 0.0050
51.874 99.497 0.176 0.046 0.028 0.169 0.0027 0.039 0.0024 0.012 0.0012 0.0053
