* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:33:37 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: B1D 4
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 94.329 0.453 0.013 0.079 0.425 0.0080 0.124 0.0036 0.049 0.0036 0.026
20.586 94.337 0.446 0.011 0.075 0.418 0.0084 0.123 0.0038 0.048 0.0034 0.026
21.189 94.345 0.439 0.011 0.071 0.412 0.0092 0.122 0.0040 0.047 0.0030 0.025
21.810 94.353 0.432 0.011 0.069 0.406 0.0096 0.121 0.0040 0.045 0.0024 0.025
22.449 94.360 0.426 0.011 0.069 0.399 0.0096 0.119 0.0036 0.044 0.0018 0.023
23.107 94.367 0.418 0.0075 0.067 0.392 0.0088 0.117 0.0033 0.043 0.0013 0.023
23.784 94.373 0.410 0.0075 0.064 0.385 0.0074 0.114 0.0031 0.042 9.6E-4 0.022
24.481 94.380 0.403 0.0075 0.065 0.379 0.0056 0.110 0.0031 0.042 9.0E-4 0.021
25.198 94.386 0.398 0.0075 0.072 0.373 0.0038 0.107 0.0027 0.042 0.0012 0.021
25.937 94.392 0.391 0.010 0.073 0.366 0.0033 0.105 0.0016 0.041 0.0014 0.021
26.697 94.398 0.381 0.010 0.068 0.358 0.0038 0.103 9.8E-4 0.040 0.0015 0.021
27.479 94.404 0.372 0.010 0.063 0.349 0.0042 0.103 0.0011 0.039 0.0014 0.020
28.284 94.409 0.364 0.012 0.058 0.342 0.0044 0.102 0.0017 0.038 0.0013 0.019
29.113 94.415 0.357 0.012 0.053 0.336 0.0047 0.100 0.0023 0.037 0.0016 0.018
29.966 94.421 0.350 0.012 0.049 0.330 0.0048 0.097 0.0025 0.037 0.0022 0.016
30.844 94.425 0.342 0.012 0.045 0.324 0.0048 0.093 0.0026 0.036 0.0032 0.016
31.748 94.430 0.335 0.0086 0.041 0.317 0.0044 0.091 0.0024 0.036 0.0039 0.016
32.678 94.435 0.329 0.0086 0.038 0.312 0.0043 0.089 0.0023 0.035 0.0040 0.016
33.636 94.441 0.325 0.0086 0.038 0.308 0.0047 0.088 0.0025 0.034 0.0035 0.016
34.621 94.446 0.317 0.014 0.035 0.301 0.0048 0.086 0.0030 0.033 0.0031 0.016
35.636 94.451 0.309 0.014 0.033 0.293 0.0045 0.083 0.0041 0.032 0.0029 0.016
36.680 94.455 0.303 0.015 0.034 0.288 0.0040 0.080 0.0049 0.031 0.0026 0.016
37.755 94.459 0.297 0.015 0.035 0.283 0.0034 0.077 0.0048 0.030 0.0022 0.015
38.861 94.463 0.292 0.015 0.034 0.278 0.0024 0.075 0.0036 0.030 0.0017 0.014
40.000 94.467 0.288 0.013 0.031 0.275 0.0021 0.072 0.0027 0.029 0.0020 0.013
41.172 94.471 0.283 0.013 0.029 0.271 0.0027 0.069 0.0024 0.028 0.0026 0.012
42.379 94.475 0.277 0.013 0.029 0.266 0.0035 0.067 0.0022 0.028 0.0034 0.012
43.620 94.480 0.272 0.013 0.029 0.261 0.0040 0.066 0.0022 0.028 0.0038 0.012
44.898 94.484 0.266 0.012 0.027 0.255 0.0040 0.064 0.0023 0.028 0.0033 0.011
46.214 94.488 0.261 0.012 0.026 0.251 0.0028 0.063 0.0014 0.027 0.0028 0.010
47.568 94.492 0.257 0.034 0.027 0.247 0.0017 0.061 8.4E-4 0.026 0.0027 0.010
48.962 94.496 0.253 0.034 0.030 0.242 0.0018 0.059 7.0E-4 0.023 0.0029 0.011
50.397 94.499 0.248 0.034 0.030 0.238 0.0022 0.058 8.6E-4 0.022 0.0030 0.011
51.874 94.502 0.241 0.034 0.028 0.232 0.0020 0.057 5.6E-4 0.022 0.0032 0.011
53.394 94.505 0.234 0.017 0.024 0.225 0.0016 0.055 0.0014 0.021 0.0028 0.011
54.958 94.508 0.227 0.017 0.021 0.219 0.0012 0.054 0.0023 0.021 0.0018 0.010
56.569 94.511 0.223 0.018 0.024 0.214 8.8E-4 0.054 0.0029 0.021 0.0013 0.0096
58.226 94.514 0.220 0.015 0.026 0.211 0.0018 0.051 0.0038 0.020 0.0016 0.0092
59.932 94.517 0.216 0.015 0.022 0.207 0.0022 0.050 0.0038 0.020 0.0014 0.0093
61.688 94.519 0.212 0.0068 0.018 0.205 0.0021 0.049 0.0031 0.020 8.1E-4 0.0092
63.496 94.522 0.207 0.0084 0.018 0.199 0.0021 0.047 0.0030 0.019 0.0014 0.0085
65.357 94.525 0.204 0.0084 0.019 0.196 0.0019 0.047 0.0031 0.018 0.0013 0.0076
67.272 94.528 0.200 0.010 0.021 0.192 0.0011 0.047 0.0030 0.016 0.0015 0.0078
69.243 94.531 0.196 0.0091 0.021 0.188 7.4E-4 0.046 0.0024 0.016 0.0017 0.0075
71.272 94.534 0.191 0.0091 0.017 0.184 0.0010 0.045 0.0021 0.017 0.0011 0.0057
73.360 94.537 0.186 0.013 0.013 0.179 0.0014 0.044 0.0022 0.016 9.0E-4 0.0055
75.510 94.540 0.182 0.0096 0.016 0.176 0.0020 0.042 0.0021 0.016 7.9E-4 0.0061
77.723 94.542 0.178 0.011 0.015 0.172 0.0029 0.041 0.0017 0.016 9.5E-4 0.0062
80.000 94.544 0.176 0.0072 0.014 0.169 0.0024 0.041 0.0012 0.016 0.0020 0.0078
82.344 94.547 0.176 0.0080 0.014 0.169 0.0022 0.042 0.0011 0.016 0.0022 0.0089
84.757 94.549 0.172 0.0080 0.016 0.165 0.0027 0.042 0.0015 0.016 0.0018 0.0082
87.241 94.552 0.170 0.0081 0.016 0.163 0.0032 0.041 0.0031 0.015 0.0025 0.0064
89.797 94.554 0.166 0.012 0.016 0.160 0.0024 0.040 0.0035 0.013 0.0025 0.0055
92.428 94.557 0.163 0.012 0.015 0.156 0.0022 0.039 0.0030 0.013 0.0024 0.0043
95.137 94.559 0.159 0.013 0.016 0.153 0.0021 0.039 0.0025 0.013 0.0022 0.0044
97.924 94.560 0.157 0.012 0.015 0.151 0.0023 0.038 0.0027 0.012 0.0011 0.0042
100.794 94.562 0.153 0.023 0.014 0.147 0.0022 0.035 0.0027 0.012 6.7E-4 0.0047
103.747 94.565 0.150 0.0096 0.012 0.145 0.0014 0.036 0.0024 0.013 4.8E-4 0.0051
106.787 94.568 0.147 0.0070 0.0098 0.141 0.0015 0.037 0.0023 0.013 8.7E-4 0.0051
109.916 94.570 0.144 0.0094 0.0094 0.139 0.0021 0.036 0.0023 0.012 0.0015 0.0061
113.137 94.573 0.143 0.0086 0.010 0.137 0.0018 0.036 0.0025 0.013 0.0012 0.0060
116.452 94.575 0.140 0.011 0.011 0.134 0.0023 0.035 0.0021 0.010 0.0015 0.0053
119.865 94.577 0.137 0.0063 0.011 0.132 0.0016 0.034 0.0022 0.0096 0.0016 0.0028
123.377 94.579 0.137 0.0049 0.0095 0.133 0.0023 0.033 0.0030 0.0088 0.0017 0.0033
126.992 94.581 0.137 0.0093 0.012 0.132 0.0016 0.034 0.0028 0.0088 0.0018 0.0030
130.713 94.583 0.135 0.0074 0.011 0.129 0.0015 0.034 0.0024 0.010 0.0022 0.0024
134.543 94.585 0.132 0.0059 0.0081 0.127 0.0017 0.033 0.0022 0.010 0.0025 0.0031
138.486 94.586 0.131 0.0080 0.0075 0.126 0.0027 0.031 0.0032 0.011 0.0015 0.0027
142.544 94.588 0.131 0.012 0.0077 0.127 0.0031 0.029 0.0037 0.011 0.0015 0.0034
146.721 94.590 0.129 0.012 0.0076 0.125 0.0024 0.029 0.0023 0.011 0.0023 0.0028
151.020 94.592 0.127 0.014 0.0055 0.123 0.0021 0.030 0.0026 0.0097 0.0019 0.0029
155.445 94.594 0.124 0.010 0.0055 0.120 0.0017 0.030 0.0022 0.0091 0.0036 0.0032
160.000 94.595 0.123 0.012 0.0049 0.119 0.0025 0.029 0.0020 0.0084 0.0037 0.0039
164.688 94.597 0.123 0.0077 0.0065 0.119 0.0027 0.028 0.0027 0.0084 0.0036 0.0041
169.514 94.599 0.121 0.0091 0.0079 0.117 0.0017 0.028 0.0029 0.0079 0.0025 0.0030
174.481 94.601 0.120 0.0051 0.0079 0.116 0.0018 0.029 0.0031 0.0075 0.0024 0.0033
179.594 94.602 0.118 0.0079 0.0077 0.114 0.0023 0.028 0.0027 0.0070 0.0032 0.0024
184.856 94.604 0.118 0.0056 0.0079 0.114 0.0027 0.027 0.0023 0.0058 0.0030 0.0016
190.273 94.605 0.117 0.0054 0.0043 0.113 0.0039 0.027 0.0023 0.0078 0.0028 0.0013
195.849 94.607 0.116 0.0053 0.0040 0.113 0.0031 0.026 0.0027 0.0080 0.0025 0.0019
201.587 94.609 0.116 0.0067 0.0047 0.113 0.0023 0.023 0.0018 0.0071 0.0025 0.0023
207.494 94.610 0.115 0.0049 0.0053 0.112 0.0028 0.022 0.0018 0.0068 0.0020 0.0027
213.574 94.612 0.115 0.0061 0.0085 0.112 0.0029 0.022 0.0012 0.0073 0.0020 0.0025
219.833 94.613 0.115 0.0045 0.010 0.112 0.0019 0.023 8.5E-4 0.0069 0.0016 0.0021
226.274 94.614 0.112 0.0071 0.012 0.109 0.0018 0.024 0.0016 0.0045 0.0021 0.0026
232.905 94.616 0.112 0.0083 0.012 0.108 0.0020 0.024 0.0027 0.0045 0.0018 0.0025
239.729 94.617 0.110 0.011 0.015 0.107 0.0022 0.022 0.0021 0.0052 0.0026 0.0014
246.754 94.619 0.107 0.013 0.014 0.104 0.0024 0.022 0.0024 0.0049 0.0025 0.0016
253.984 94.620 0.108 0.013 0.011 0.105 0.0036 0.022 0.0018 0.0048 0.0019 0.0018
261.426 94.620 0.110 0.0060 0.0066 0.107 0.0036 0.021 0.0022 0.0039 0.0022 0.0019
269.087 94.621 0.109 0.0071 0.0055 0.106 0.0023 0.022 0.0027 0.0042 0.0031 0.0024
276.972 94.622 0.107 0.0076 0.0082 0.105 0.0026 0.020 0.0030 0.0038 0.0020 0.0029
285.088 94.623 0.106 0.0071 0.0070 0.104 0.0029 0.020 0.0024 0.0028 0.0021 0.0026
293.441 94.624 0.106 0.0091 0.0051 0.104 0.0018 0.019 0.0018 0.0029 0.0029 0.0021
302.040 94.625 0.106 0.0070 0.0041 0.104 0.0028 0.019 0.0026 0.0040 0.0032 0.0017
310.890 94.626 0.104 0.0058 0.0041 0.102 0.0029 0.019 0.0026 0.0060 0.0032 0.0022
320.000 94.627 0.103 0.0059 0.0050 0.101 0.0031 0.018 0.0022 0.0050 0.0024 0.0028
