* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:34:30 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: B1D 7
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 101.538 0.318 0.0040 0.074 0.298 0.0075 0.076 0.0017 0.028 6.1E-4 0.016
20.586 101.544 0.312 0.0058 0.075 0.292 0.0069 0.075 0.0015 0.027 4.5E-4 0.016
21.189 101.550 0.307 0.0058 0.076 0.287 0.0059 0.074 0.0013 0.025 3.9E-4 0.015
21.810 101.556 0.302 0.0058 0.077 0.281 0.0051 0.073 0.0013 0.025 4.0E-4 0.015
22.449 101.562 0.297 0.0058 0.079 0.276 0.0044 0.072 0.0015 0.025 5.1E-4 0.015
23.107 101.568 0.291 0.0089 0.078 0.270 0.0038 0.070 0.0017 0.025 6.9E-4 0.014
23.784 101.574 0.285 0.0089 0.072 0.265 0.0031 0.069 0.0018 0.025 0.0010 0.014
24.481 101.580 0.280 0.0088 0.071 0.261 0.0027 0.068 0.0018 0.025 0.0014 0.013
25.198 101.585 0.278 0.0088 0.079 0.256 0.0028 0.066 0.0017 0.025 0.0015 0.012
25.937 101.590 0.275 0.012 0.083 0.253 0.0033 0.065 0.0012 0.024 0.0016 0.012
26.697 101.595 0.270 0.012 0.081 0.248 0.0044 0.064 8.9E-4 0.024 0.0014 0.011
27.479 101.600 0.263 0.012 0.078 0.242 0.0046 0.064 9.4E-4 0.023 8.5E-4 0.012
28.284 101.605 0.256 0.013 0.073 0.236 0.0046 0.064 0.0013 0.023 5.6E-4 0.012
29.113 101.609 0.249 0.013 0.068 0.229 0.0046 0.063 0.0013 0.022 0.0012 0.012
29.966 101.613 0.242 0.013 0.064 0.224 0.0048 0.061 9.0E-4 0.021 0.0025 0.011
30.844 101.618 0.236 0.013 0.061 0.219 0.0053 0.058 9.3E-4 0.021 0.0033 0.0098
31.748 101.622 0.231 0.013 0.059 0.215 0.0049 0.055 0.0017 0.020 0.0032 0.0093
32.678 101.626 0.226 0.013 0.058 0.210 0.0037 0.053 0.0025 0.019 0.0024 0.0089
33.636 101.630 0.222 0.013 0.059 0.207 0.0024 0.051 0.0027 0.018 0.0014 0.0083
34.621 101.634 0.219 0.014 0.059 0.204 0.0013 0.049 0.0026 0.018 9.9E-4 0.0079
