* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:33:20 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: B1D 3
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 91.775 0.530 0.0097 0.104 0.490 0.020 0.154 0.0057 0.064 0.0038 0.033
20.586 91.784 0.520 0.012 0.100 0.482 0.018 0.150 0.0063 0.062 0.0034 0.032
21.189 91.792 0.510 0.012 0.097 0.474 0.017 0.145 0.0071 0.060 0.0034 0.032
21.810 91.801 0.499 0.012 0.092 0.465 0.016 0.141 0.0077 0.059 0.0034 0.031
22.449 91.809 0.488 0.012 0.084 0.456 0.015 0.138 0.0080 0.057 0.0035 0.031
23.107 91.816 0.477 0.011 0.077 0.447 0.014 0.135 0.0080 0.056 0.0035 0.030
23.784 91.824 0.467 0.011 0.069 0.438 0.012 0.132 0.0072 0.054 0.0037 0.029
24.481 91.831 0.458 0.011 0.061 0.431 0.011 0.129 0.0059 0.053 0.0034 0.028
25.198 91.837 0.450 0.011 0.054 0.425 0.010 0.126 0.0050 0.052 0.0027 0.026
25.937 91.844 0.443 0.014 0.053 0.419 0.011 0.122 0.0048 0.051 0.0019 0.024
26.697 91.850 0.435 0.014 0.057 0.411 0.011 0.118 0.0047 0.050 0.0013 0.023
27.479 91.857 0.425 0.014 0.055 0.401 0.0099 0.115 0.0039 0.048 0.0012 0.023
28.284 91.863 0.415 0.019 0.052 0.393 0.0080 0.112 0.0030 0.048 0.0014 0.023
29.113 91.868 0.408 0.019 0.055 0.386 0.0074 0.111 0.0027 0.047 0.0012 0.022
29.966 91.873 0.403 0.019 0.057 0.381 0.0076 0.108 0.0031 0.045 0.0012 0.021
30.844 91.879 0.397 0.019 0.055 0.376 0.0084 0.105 0.0034 0.043 0.0012 0.020
31.748 91.885 0.391 0.018 0.052 0.371 0.0074 0.103 0.0038 0.042 0.0012 0.020
32.678 91.890 0.383 0.018 0.049 0.363 0.0058 0.101 0.0032 0.041 0.0012 0.019
33.636 91.895 0.372 0.018 0.046 0.353 0.0044 0.100 0.0020 0.040 0.0012 0.018
34.621 91.900 0.364 0.012 0.043 0.345 0.0041 0.098 0.0015 0.040 0.0016 0.018
35.636 91.905 0.358 0.012 0.042 0.340 0.0031 0.095 0.0016 0.041 0.0015 0.018
36.680 91.910 0.353 0.012 0.043 0.335 0.0027 0.092 0.0018 0.041 9.6E-4 0.018
37.755 91.915 0.347 0.012 0.046 0.330 0.0035 0.090 0.0023 0.041 5.0E-4 0.018
38.861 91.920 0.340 0.012 0.044 0.323 0.0043 0.087 0.0029 0.039 7.2E-4 0.017
40.000 91.926 0.332 0.014 0.039 0.316 0.0046 0.085 0.0032 0.038 0.0013 0.016
41.172 91.930 0.325 0.014 0.038 0.309 0.0044 0.083 0.0032 0.037 0.0020 0.017
42.379 91.934 0.318 0.011 0.037 0.303 0.0044 0.081 0.0029 0.035 0.0028 0.017
43.620 91.938 0.312 0.011 0.033 0.298 0.0045 0.080 0.0029 0.034 0.0033 0.018
44.898 91.942 0.306 0.016 0.031 0.292 0.0044 0.077 0.0032 0.033 0.0028 0.018
46.214 91.947 0.300 0.016 0.031 0.287 0.0046 0.075 0.0028 0.031 0.0019 0.018
47.568 91.951 0.293 0.044 0.030 0.280 0.0053 0.073 0.0029 0.031 0.0015 0.017
48.962 91.956 0.286 0.044 0.030 0.273 0.0053 0.071 0.0026 0.030 0.0014 0.015
50.397 91.962 0.279 0.044 0.025 0.267 0.0047 0.069 0.0018 0.029 0.0013 0.014
51.874 91.965 0.274 0.044 0.024 0.262 0.0038 0.068 0.0018 0.028 0.0010 0.014
53.394 91.967 0.270 0.020 0.025 0.259 0.0036 0.068 0.0012 0.028 0.0012 0.015
54.958 91.969 0.266 0.020 0.027 0.254 0.0036 0.067 0.0014 0.028 0.0017 0.014
56.569 91.972 0.261 0.016 0.030 0.249 0.0030 0.067 0.0023 0.028 0.0021 0.014
58.226 91.976 0.257 0.015 0.030 0.245 0.0029 0.066 0.0029 0.028 0.0018 0.012
59.932 91.979 0.252 0.015 0.025 0.241 0.0028 0.063 0.0023 0.028 0.0012 0.011
61.688 91.982 0.247 0.012 0.024 0.237 0.0035 0.061 0.0016 0.027 0.0014 0.011
63.496 91.986 0.245 0.014 0.028 0.234 0.0036 0.061 0.0011 0.026 0.0021 0.010
65.357 91.989 0.242 0.014 0.027 0.231 0.0036 0.061 7.2E-4 0.025 0.0020 0.0099
67.272 91.992 0.236 0.010 0.024 0.226 0.0027 0.060 5.9E-4 0.024 0.0022 0.010
69.243 91.995 0.233 0.0082 0.022 0.223 0.0019 0.059 6.7E-4 0.023 0.0027 0.011
