* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:32:45 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: B1D 1
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 85.945 0.886 0.0085 0.433 0.729 0.136 0.147 0.052 0.141 0.027 0.060
20.586 85.955 0.871 0.011 0.426 0.715 0.135 0.143 0.051 0.138 0.025 0.059
21.189 85.966 0.856 0.011 0.420 0.703 0.133 0.141 0.050 0.135 0.024 0.058
21.810 85.975 0.841 0.011 0.411 0.691 0.131 0.139 0.050 0.131 0.023 0.056
22.449 85.984 0.825 0.011 0.399 0.681 0.129 0.138 0.049 0.127 0.023 0.054
23.107 85.993 0.808 0.013 0.385 0.670 0.127 0.137 0.049 0.123 0.022 0.052
23.784 86.002 0.788 0.013 0.368 0.658 0.125 0.136 0.048 0.119 0.021 0.051
24.481 86.011 0.773 0.013 0.362 0.645 0.122 0.135 0.047 0.116 0.020 0.050
25.198 86.020 0.765 0.013 0.370 0.632 0.119 0.133 0.045 0.113 0.019 0.049
25.937 86.029 0.756 0.012 0.373 0.621 0.115 0.131 0.044 0.109 0.018 0.048
26.697 86.037 0.743 0.012 0.369 0.610 0.110 0.129 0.042 0.107 0.017 0.046
27.479 86.045 0.728 0.012 0.360 0.598 0.107 0.130 0.041 0.104 0.016 0.044
28.284 86.053 0.713 0.018 0.351 0.586 0.104 0.130 0.039 0.102 0.015 0.043
29.113 86.060 0.700 0.018 0.344 0.576 0.102 0.130 0.037 0.099 0.014 0.042
29.966 86.068 0.689 0.018 0.341 0.566 0.100 0.128 0.033 0.096 0.014 0.041
30.844 86.076 0.680 0.018 0.341 0.557 0.099 0.125 0.031 0.092 0.013 0.040
31.748 86.083 0.671 0.021 0.339 0.548 0.096 0.123 0.031 0.089 0.013 0.040
32.678 86.090 0.660 0.021 0.334 0.539 0.093 0.121 0.030 0.087 0.012 0.039
33.636 86.097 0.650 0.021 0.326 0.533 0.089 0.119 0.029 0.084 0.012 0.039
34.621 86.103 0.642 0.014 0.322 0.527 0.087 0.118 0.027 0.082 0.012 0.039
35.636 86.109 0.634 0.014 0.317 0.521 0.083 0.117 0.025 0.080 0.011 0.038
36.680 86.116 0.623 0.012 0.311 0.513 0.080 0.115 0.025 0.078 0.011 0.037
37.755 86.122 0.611 0.012 0.306 0.503 0.077 0.114 0.025 0.075 0.011 0.035
38.861 86.128 0.603 0.012 0.304 0.495 0.076 0.113 0.024 0.072 0.012 0.033
40.000 86.133 0.593 0.012 0.298 0.488 0.074 0.111 0.022 0.069 0.012 0.033
41.172 86.139 0.583 0.012 0.293 0.481 0.071 0.109 0.019 0.068 0.012 0.033
42.379 86.144 0.575 0.012 0.288 0.475 0.068 0.108 0.017 0.067 0.012 0.032
43.620 86.149 0.567 0.012 0.281 0.471 0.066 0.107 0.015 0.065 0.010 0.030
44.898 86.154 0.558 0.014 0.274 0.465 0.064 0.105 0.014 0.063 0.0088 0.028
46.214 86.160 0.549 0.014 0.270 0.458 0.061 0.104 0.014 0.060 0.0085 0.028
47.568 86.166 0.542 0.038 0.264 0.452 0.059 0.105 0.014 0.058 0.0081 0.027
48.962 86.173 0.535 0.038 0.263 0.446 0.057 0.105 0.014 0.056 0.0077 0.026
50.397 86.179 0.530 0.038 0.264 0.440 0.054 0.103 0.013 0.055 0.0080 0.025
51.874 86.181 0.522 0.038 0.260 0.434 0.051 0.101 0.012 0.054 0.0074 0.025
53.394 86.185 0.514 0.018 0.253 0.429 0.047 0.101 0.011 0.052 0.0065 0.025
54.958 86.189 0.507 0.018 0.244 0.426 0.045 0.101 0.012 0.051 0.0064 0.024
56.569 86.193 0.500 0.016 0.238 0.422 0.044 0.100 0.012 0.049 0.0058 0.023
58.226 86.198 0.494 0.016 0.233 0.419 0.043 0.099 0.012 0.048 0.0047 0.023
59.932 86.202 0.489 0.016 0.228 0.416 0.042 0.098 0.0094 0.046 0.0041 0.022
61.688 86.206 0.484 0.012 0.226 0.412 0.042 0.098 0.0074 0.044 0.0033 0.020
63.496 86.210 0.479 0.011 0.224 0.408 0.040 0.096 0.0070 0.043 0.0034 0.019
65.357 86.214 0.472 0.011 0.219 0.403 0.035 0.095 0.0074 0.041 0.0040 0.017
67.272 86.217 0.464 0.0097 0.212 0.399 0.031 0.093 0.0064 0.039 0.0050 0.016
69.243 86.221 0.457 0.0099 0.207 0.393 0.031 0.092 0.0049 0.039 0.0049 0.016
71.272 86.225 0.450 0.0099 0.203 0.387 0.029 0.092 0.0047 0.039 0.0032 0.015
73.360 86.229 0.441 0.011 0.196 0.382 0.026 0.092 0.0042 0.038 0.0034 0.015
75.510 86.232 0.434 0.012 0.194 0.375 0.024 0.091 0.0034 0.037 0.0031 0.015
77.723 86.236 0.430 0.019 0.188 0.374 0.023 0.090 0.0031 0.035 0.0024 0.015
80.000 86.239 0.424 0.013 0.180 0.371 0.022 0.089 0.0022 0.032 0.0030 0.015
82.344 86.242 0.418 0.012 0.176 0.366 0.021 0.088 0.0026 0.030 0.0036 0.014
84.757 86.245 0.416 0.012 0.173 0.366 0.021 0.088 0.0028 0.030 0.0031 0.015
87.241 86.248 0.412 0.0098 0.168 0.364 0.022 0.088 0.0028 0.030 0.0028 0.012
89.797 86.252 0.410 0.010 0.165 0.363 0.020 0.087 0.0043 0.031 0.0025 0.010
92.428 86.255 0.404 0.015 0.162 0.358 0.019 0.085 0.0041 0.031 0.0031 0.0082
95.137 86.258 0.399 0.018 0.156 0.355 0.017 0.084 0.0023 0.027 0.0031 0.0066
97.924 86.261 0.394 0.021 0.150 0.352 0.019 0.083 0.0014 0.026 0.0030 0.0082
100.794 86.263 0.386 0.031 0.143 0.348 0.018 0.081 9.6E-4 0.026 0.0027 0.0093
103.747 86.267 0.380 0.012 0.138 0.343 0.016 0.080 7.7E-4 0.023 0.0025 0.0074
106.787 86.270 0.373 0.012 0.133 0.338 0.015 0.080 0.0020 0.021 0.0020 0.0051
109.916 86.273 0.367 0.011 0.128 0.334 0.015 0.079 0.0024 0.022 0.0031 0.0031
113.137 86.276 0.362 0.0083 0.123 0.330 0.015 0.076 0.0033 0.021 0.0027 0.0050
116.452 86.278 0.356 0.0063 0.120 0.326 0.014 0.075 0.0031 0.020 0.0024 0.0046
119.865 86.281 0.352 0.015 0.118 0.323 0.011 0.072 0.0033 0.019 0.0023 0.0044
123.377 86.283 0.348 0.013 0.115 0.320 0.010 0.070 0.0042 0.019 0.0029 0.0036
126.992 86.286 0.344 0.014 0.107 0.319 0.011 0.070 0.0023 0.017 0.0044 0.0053
130.713 86.289 0.340 0.011 0.101 0.316 0.013 0.070 0.0017 0.016 0.0057 0.0074
134.543 86.291 0.335 0.012 0.098 0.313 0.011 0.067 0.0029 0.016 0.0058 0.0061
138.486 86.294 0.329 0.0091 0.094 0.308 0.011 0.064 0.0024 0.016 0.0053 0.0036
142.544 86.296 0.323 0.010 0.087 0.303 0.011 0.064 0.0017 0.018 0.0043 0.0018
146.721 86.299 0.319 0.017 0.081 0.302 0.0090 0.064 0.0028 0.018 0.0035 0.0023
151.020 86.301 0.317 0.018 0.075 0.301 0.010 0.063 0.0032 0.016 0.0022 0.0034
155.445 86.303 0.311 0.0097 0.072 0.296 0.0090 0.063 0.0034 0.014 0.0030 0.0030
160.000 86.306 0.307 0.015 0.071 0.292 0.0081 0.061 0.0031 0.013 0.0022 0.0038
164.688 86.308 0.304 0.0094 0.069 0.290 0.0074 0.059 0.0029 0.0083 0.0023 0.0036
169.514 86.310 0.302 0.0099 0.071 0.288 0.0076 0.054 0.0040 0.0074 0.0033 0.0031
174.481 86.312 0.300 0.014 0.074 0.286 0.0088 0.053 0.0034 0.0082 0.0043 0.0023
179.594 86.314 0.295 0.0078 0.071 0.281 0.0078 0.054 0.0032 0.0091 0.0050 0.0023
184.856 86.317 0.293 0.013 0.070 0.280 0.0042 0.050 0.0044 0.0085 0.0052 0.0019
190.273 86.319 0.292 0.0096 0.067 0.279 0.0048 0.050 0.0034 0.0092 0.0036 0.0031
195.849 86.321 0.285 0.014 0.062 0.274 0.0054 0.048 0.0031 0.0083 0.0029 0.0044
201.587 86.323 0.278 0.015 0.057 0.268 0.0052 0.044 0.0022 0.0100 0.0030 0.0036
207.494 86.325 0.275 0.012 0.054 0.266 0.0042 0.045 0.0026 0.010 0.0021 0.0033
213.574 86.327 0.274 0.0057 0.050 0.266 0.0049 0.044 0.0035 0.010 0.0017 0.0037
219.833 86.329 0.271 0.0091 0.045 0.264 0.0042 0.041 0.0027 0.0075 0.0022 0.0024
226.274 86.331 0.267 0.010 0.040 0.261 0.0050 0.039 0.0015 0.0061 0.0038 0.0020
232.905 86.333 0.260 0.0096 0.037 0.255 0.0031 0.036 0.0027 0.0086 0.0033 0.0024
239.729 86.335 0.256 0.0096 0.034 0.251 0.0042 0.035 0.0027 0.0079 0.0022 0.0040
246.754 86.336 0.252 0.015 0.035 0.248 0.0069 0.032 0.0031 0.0071 0.0017 0.0043
253.984 86.338 0.252 0.013 0.038 0.247 0.0062 0.030 0.0037 0.0047 0.0043 0.0028
261.426 86.340 0.247 0.0094 0.042 0.242 0.0044 0.027 0.0033 0.0033 0.0050 0.0018
269.087 86.343 0.241 0.0087 0.042 0.236 0.0040 0.027 0.0040 0.0030 0.0035 0.0029
276.972 86.344 0.238 0.0088 0.035 0.234 0.0049 0.028 0.0050 0.0032 0.0039 0.0035
285.088 86.346 0.232 0.0077 0.026 0.229 0.0072 0.026 0.0051 0.0049 0.0027 0.0056
293.441 86.348 0.228 0.014 0.022 0.225 0.0065 0.025 0.0049 0.0058 0.0026 0.0045
302.040 86.350 0.222 0.011 0.019 0.220 0.0050 0.022 0.0031 0.0050 0.0032 0.0057
310.890 86.352 0.218 0.0066 0.018 0.216 0.0057 0.021 0.0028 0.0047 0.0040 0.0045
320.000 86.354 0.215 0.013 0.016 0.213 0.0035 0.018 0.0034 0.0039 0.0034 0.0044
329.377 86.356 0.209 0.0096 0.014 0.207 0.0027 0.016 0.0032 0.0030 0.0034 0.0047
339.028 86.358 0.203 0.0091 0.011 0.201 0.0040 0.014 0.0026 0.0046 0.0037 0.0041
348.962 86.360 0.202 0.015 0.0094 0.201 0.0034 0.014 0.0034 0.0041 0.0040 0.0052
359.188 86.363 0.199 0.011 0.011 0.198 0.0036 0.011 0.0041 0.0034 0.0054 0.0045
369.713 86.365 0.193 0.015 0.012 0.192 0.0046 0.012 0.0038 0.0031 0.0060 0.0050
380.546 86.368 0.184 0.0076 0.013 0.183 0.0045 0.012 0.0028 0.0029 0.0061 0.0045
391.697 86.370 0.180 0.0086 0.019 0.178 0.0036 0.013 0.0034 0.0027 0.0044 0.0038
403.175 86.373 0.175 0.0084 0.017 0.174 0.0038 0.010 0.0029 0.0057 0.0042 0.0048
414.989 86.375 0.169 0.0031 0.012 0.168 0.0041 0.0071 0.0042 0.0062 0.0068 0.0060
427.149 86.377 0.167 0.0087 0.012 0.166 0.0042 0.0081 0.0054 0.0045 0.0052 0.0044
439.665 86.380 0.164 0.0099 0.0083 0.163 0.0040 0.0092 0.0047 0.0045 0.0042 0.0039
452.548 86.383 0.155 0.011 0.0094 0.155 0.0042 0.0083 0.0036 0.0053 0.0051 0.0040
465.809 86.385 0.146 0.011 0.013 0.145 0.0032 0.0054 0.0051 0.0047 0.0055 0.0040
479.458 86.387 0.140 0.0061 0.013 0.138 0.0026 0.0072 0.0055 0.0058 0.0049 0.0038
493.507 86.390 0.133 0.011 0.013 0.131 0.0034 0.0075 0.0046 0.0048 0.0045 0.0045
507.968 86.392 0.129 0.0046 0.016 0.127 0.0041 0.0066 0.0038 0.0042 0.0049 0.0038
522.853 86.395 0.123 0.013 0.013 0.122 0.0048 0.0058 0.0042 0.0042 0.0051 0.0053
538.174 86.397 0.119 0.011 0.0095 0.118 0.0050 0.0040 0.0052 0.0047 0.0061 0.0052
553.943 86.400 0.116 0.011 0.010 0.115 0.0051 0.0038 0.0056 0.0053 0.0055 0.0049
570.175 86.403 0.113 0.011 0.011 0.111 0.0062 0.0046 0.0051 0.0060 0.0052 0.0048
586.883 86.405 0.104 0.012 0.0091 0.103 0.0054 0.0061 0.0048 0.0066 0.0054 0.0053
604.080 86.408 0.095 0.011 0.0078 0.094 0.0051 0.0055 0.0065 0.0058 0.0061 0.0049
621.780 86.411 0.090 0.0072 0.0083 0.088 0.0056 0.0057 0.0057 0.0043 0.0060 0.0053
640.000 86.414 0.083 0.0082 0.011 0.082 0.0061 0.0062 0.0041 0.0052 0.0049 0.0051
658.753 86.416 0.081 0.012 0.012 0.079 0.0057 0.0060 0.0048 0.0043 0.0051 0.0069
678.056 86.419 0.077 0.011 0.0081 0.075 0.0045 0.0052 0.0069 0.0051 0.0048 0.0061
697.925 86.422 0.073 0.0087 0.0073 0.071 0.0044 0.0060 0.0067 0.0075 0.0048 0.0045
718.376 86.424 0.067 0.010 0.0094 0.065 0.0041 0.0059 0.0061 0.0065 0.0059 0.0060
739.426 86.427 0.062 0.014 0.0067 0.060 0.0054 0.0063 0.0069 0.0049 0.0045 0.0066
761.093 86.429 0.056 0.016 0.0056 0.054 0.0058 0.0062 0.0077 0.0045 0.0035 0.0074
783.394 86.432 0.053 0.010 0.0065 0.051 0.0062 0.0060 0.0068 0.0060 0.0044 0.0055
806.349 86.435 0.049 0.015 0.0053 0.047 0.0070 0.0054 0.0060 0.0055 0.0057 0.0058
829.977 86.438 0.047 0.011 0.0054 0.044 0.0054 0.0073 0.0060 0.0052 0.0071 0.0081
854.297 86.441 0.043 0.0098 0.0054 0.040 0.0057 0.0051 0.0068 0.0061 0.0080 0.0062
879.330 86.444 0.042 0.011 0.0059 0.038 0.0074 0.0065 0.0071 0.0066 0.0060 0.0061
905.097 86.447 0.040 0.012 0.0076 0.036 0.0066 0.0074 0.0064 0.0066 0.0059 0.0071
931.618 86.449 0.036 0.013 0.0087 0.030 0.0091 0.0074 0.0059 0.0063 0.0065 0.0074
958.917 86.452 0.034 0.013 0.0093 0.028 0.0070 0.0064 0.0064 0.0078 0.0069 0.0074
987.015 86.454 0.032 0.012 0.0078 0.025 0.0058 0.0057 0.0077 0.0069 0.0069 0.0090
1015.937 86.456 0.030 0.015 0.0074 0.024 0.0085 0.0057 0.0079 0.0049 0.0062 0.0071
1045.706 86.457 0.026 0.013 0.0079 0.019 0.0075 0.0064 0.0069 0.0054 0.0077 0.0073
1076.347 86.459 0.026 0.012 0.0083 0.017 0.0077 0.0070 0.0070 0.0061 0.0075 0.0075
1107.887 86.461 0.024 0.015 0.0084 0.014 0.0069 0.0070 0.0076 0.0076 0.0067 0.0091
1140.350 86.462 0.025 0.013 0.0066 0.015 0.0073 0.0077 0.0067 0.0075 0.0075 0.0081
1173.765 86.463 0.025 0.015 0.0080 0.013 0.0073 0.0068 0.0070 0.0093 0.0080 0.0084
1208.159 86.464 0.024 0.013 0.0084 0.011 0.0074 0.0059 0.0072 0.010 0.0089 0.0077
1243.561 86.465 0.023 0.014 0.0081 0.0084 0.0074 0.0077 0.0080 0.0078 0.0090 0.0082
1280.000 86.467 0.024 0.014 0.011 0.011 0.0068 0.0071 0.0078 0.0074 0.0091 0.0075
1317.507 86.469 0.021 0.014 0.0087 0.010 0.0061 0.0062 0.0071 0.0069 0.0065 0.0080
1356.113 86.470 0.023 0.019 0.0090 0.011 0.0075 0.0063 0.0070 0.0070 0.0071 0.0088
1395.850 86.472 0.024 0.025 0.0097 0.011 0.0082 0.0074 0.0072 0.0085 0.0064 0.0094
1436.751 86.472 0.023 0.015 0.0090 0.0088 0.0076 0.0084 0.0077 0.0096 0.0058 0.0083
1478.851 86.473 0.026 0.020 0.011 0.0091 0.011 0.0092 0.0087 0.0094 0.0069 0.0071
1522.185 86.473 0.025 0.020 0.011 0.0095 0.010 0.0084 0.0081 0.0076 0.0068 0.0071
1566.789 86.473 0.023 0.014 0.011 0.0098 0.0075 0.0064 0.0077 0.0079 0.0054 0.0080
1612.699 86.473 0.023 0.018 0.0086 0.0086 0.0085 0.0077 0.0082 0.0075 0.0073 0.0086
1659.955 86.472 0.025 0.018 0.0090 0.0086 0.0080 0.0088 0.0098 0.0093 0.0082 0.0096
1708.595 86.472 0.025 0.016 0.0088 0.0085 0.0087 0.011 0.0094 0.0082 0.0076 0.0091
1758.661 86.473 0.026 0.019 0.0095 0.0097 0.0080 0.010 0.0087 0.0092 0.0100 0.0087
1810.193 86.474 0.026 0.019 0.0098 0.0078 0.011 0.0091 0.0085 0.0096 0.0086 0.010
1863.236 86.474 0.027 0.016 0.011 0.0089 0.0094 0.0089 0.0092 0.0085 0.0079 0.011
1917.833 86.473 0.027 0.020 0.010 0.011 0.0089 0.0091 0.010 0.0085 0.0086 0.0095
1974.030 86.472 0.027 0.019 0.010 0.0088 0.0087 0.0082 0.011 0.0085 0.0098 0.010
2031.873 86.470 0.027 0.018 0.0099 0.0093 0.0087 0.010 0.010 0.0084 0.011 0.0092
2091.412 86.467 0.027 0.018 0.011 0.0100 0.0093 0.0097 0.0094 0.0093 0.011 0.0076
2152.695 86.465 0.028 0.022 0.012 0.0093 0.010 0.0090 0.010 0.011 0.0093 0.0057
2215.774 86.465 0.027 0.019 0.010 0.0093 0.0098 0.0095 0.0092 0.011 0.0098 0.0047
2280.701 86.464 0.028 0.016 0.011 0.0093 0.011 0.011 0.011 0.011 0.0093 0.0037
