* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 7:33:56 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: B1D 5
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 97.005 0.395 0.0077 0.073 0.371 0.0059 0.104 0.0053 0.044 0.0022 0.022
20.586 97.012 0.389 0.0098 0.071 0.366 0.0059 0.100 0.0049 0.043 0.0022 0.021
21.189 97.020 0.382 0.0098 0.070 0.360 0.0054 0.098 0.0043 0.042 0.0023 0.020
21.810 97.026 0.376 0.0098 0.068 0.353 0.0053 0.097 0.0040 0.041 0.0022 0.020
22.449 97.033 0.368 0.0098 0.066 0.347 0.0055 0.096 0.0039 0.039 0.0020 0.019
23.107 97.040 0.361 0.013 0.062 0.341 0.0058 0.094 0.0038 0.038 0.0018 0.018
23.784 97.046 0.354 0.013 0.056 0.335 0.0064 0.092 0.0035 0.036 0.0017 0.018
24.481 97.052 0.347 0.013 0.054 0.329 0.0063 0.090 0.0030 0.035 0.0018 0.017
25.198 97.058 0.342 0.012 0.060 0.322 0.0053 0.089 0.0024 0.034 0.0021 0.016
25.937 97.063 0.337 0.012 0.063 0.316 0.0041 0.089 0.0018 0.033 0.0021 0.015
26.697 97.069 0.330 0.012 0.065 0.310 0.0028 0.088 0.0013 0.031 0.0020 0.014
27.479 97.074 0.323 0.012 0.063 0.303 0.0024 0.086 0.0012 0.030 0.0016 0.013
28.284 97.079 0.315 0.012 0.058 0.296 0.0025 0.084 0.0012 0.029 0.0013 0.012
29.113 97.084 0.307 0.012 0.054 0.289 0.0026 0.082 0.0011 0.029 0.0012 0.012
29.966 97.089 0.299 0.012 0.051 0.282 0.0028 0.080 7.8E-4 0.029 0.0013 0.012
30.844 97.094 0.291 0.012 0.049 0.274 0.0033 0.078 7.5E-4 0.029 0.0017 0.011
31.748 97.099 0.284 0.010 0.046 0.268 0.0035 0.076 0.0011 0.027 0.0019 0.011
32.678 97.103 0.278 0.010 0.044 0.263 0.0037 0.074 0.0015 0.025 0.0019 0.010
33.636 97.108 0.275 0.010 0.042 0.260 0.0039 0.072 0.0016 0.024 0.0017 0.010
34.621 97.112 0.272 0.013 0.040 0.259 0.0038 0.069 0.0014 0.023 0.0015 0.010
35.636 97.117 0.268 0.013 0.038 0.255 0.0040 0.066 9.7E-4 0.023 0.0014 0.010
36.680 97.121 0.262 0.015 0.036 0.250 0.0047 0.063 9.6E-4 0.023 0.0013 0.010
37.755 97.125 0.257 0.015 0.033 0.246 0.0057 0.061 0.0011 0.023 0.0014 0.010
38.861 97.128 0.254 0.015 0.033 0.243 0.0054 0.060 0.0013 0.022 0.0017 0.010
40.000 97.132 0.249 0.014 0.032 0.238 0.0042 0.060 0.0019 0.022 0.0016 0.0098
41.172 97.136 0.243 0.014 0.029 0.232 0.0029 0.060 0.0036 0.022 0.0016 0.0090
42.379 97.139 0.238 0.017 0.026 0.228 0.0020 0.058 0.0046 0.020 0.0016 0.0084
43.620 97.143 0.233 0.017 0.024 0.224 0.0020 0.056 0.0046 0.019 0.0014 0.0083
44.898 97.146 0.228 0.021 0.023 0.219 0.0028 0.055 0.0036 0.018 9.3E-4 0.0079
46.214 97.150 0.221 0.021 0.023 0.213 0.0033 0.052 0.0022 0.018 7.9E-4 0.0076
47.568 97.155 0.215 0.033 0.023 0.207 0.0034 0.051 0.0017 0.018 0.0010 0.0078
48.962 97.159 0.211 0.033 0.022 0.203 0.0034 0.050 0.0014 0.018 0.0014 0.0078
50.397 97.162 0.207 0.035 0.023 0.199 0.0036 0.047 9.4E-4 0.017 0.0019 0.0080
51.874 97.164 0.202 0.035 0.022 0.194 0.0039 0.045 8.3E-4 0.018 0.0027 0.0086
53.394 97.166 0.198 0.014 0.019 0.191 0.0028 0.044 0.0012 0.018 0.0029 0.0084
54.958 97.169 0.194 0.014 0.020 0.187 0.0016 0.042 0.0018 0.017 0.0022 0.0077
56.569 97.171 0.191 0.012 0.021 0.184 0.0025 0.042 0.0022 0.017 0.0016 0.0067
58.226 97.174 0.187 0.0089 0.021 0.180 0.0033 0.042 0.0026 0.016 0.0016 0.0062
59.932 97.177 0.183 0.0089 0.018 0.177 0.0034 0.041 0.0029 0.016 0.0014 0.0062
61.688 97.180 0.180 0.011 0.014 0.174 0.0040 0.039 0.0020 0.016 0.0011 0.0057
63.496 97.183 0.175 0.010 0.014 0.170 0.0041 0.037 0.0015 0.015 0.0015 0.0050
65.357 97.185 0.172 0.010 0.015 0.166 0.0030 0.036 0.0015 0.014 0.0019 0.0040
