* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 6:56:35 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: Voxbox 50
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 97.719 0.051 0.0028 0.042 0.028 0.0044 0.0012 7.3E-4 0.0022 4.3E-4 4.5E-4
20.586 97.720 0.043 0.0034 0.034 0.026 0.0034 7.8E-4 8.7E-4 0.0021 3.3E-4 5.3E-4
21.189 97.722 0.037 0.0034 0.028 0.024 0.0028 5.1E-4 0.0012 0.0019 3.0E-4 6.4E-4
21.810 97.723 0.033 0.0034 0.024 0.022 0.0028 5.5E-4 0.0014 0.0016 3.3E-4 7.8E-4
22.449 97.723 0.030 0.0034 0.023 0.019 0.0035 0.0010 0.0014 0.0012 4.2E-4 9.6E-4
23.107 97.723 0.030 0.0022 0.025 0.017 0.0041 0.0013 0.0015 0.0010 5.8E-4 0.0011
23.784 97.722 0.036 0.0022 0.033 0.015 0.0046 0.0012 0.0016 0.0010 8.5E-4 0.0010
24.481 97.721 0.040 0.0022 0.037 0.014 0.0045 6.9E-4 0.0016 0.0011 0.0010 8.8E-4
25.198 97.721 0.037 0.0022 0.034 0.014 0.0037 7.5E-4 0.0017 0.0011 9.3E-4 7.4E-4
25.937 97.720 0.031 0.0045 0.027 0.014 0.0029 0.0012 0.0016 9.9E-4 7.6E-4 7.9E-4
26.697 97.720 0.024 0.0045 0.019 0.014 0.0021 0.0016 0.0016 9.1E-4 5.6E-4 8.5E-4
27.479 97.719 0.021 0.0045 0.015 0.014 0.0015 0.0016 0.0016 8.4E-4 3.9E-4 8.5E-4
28.284 97.719 0.020 0.0028 0.013 0.015 0.0012 0.0016 0.0018 7.4E-4 3.1E-4 5.9E-4
29.113 97.719 0.019 0.0028 0.012 0.015 0.0010 0.0017 0.0016 6.5E-4 5.3E-4 5.1E-4
29.966 97.718 0.018 0.0028 0.011 0.015 0.0010 0.0016 0.0012 6.3E-4 9.6E-4 6.2E-4
30.844 97.717 0.017 0.0028 0.0095 0.013 0.0012 0.0014 9.7E-4 7.1E-4 0.0015 6.9E-4
31.748 97.717 0.015 0.0030 0.0084 0.011 0.0013 0.0013 8.1E-4 0.0011 0.0017 5.5E-4
32.678 97.716 0.013 0.0030 0.0072 0.010 0.0014 0.0014 6.9E-4 0.0015 0.0015 4.1E-4
33.636 97.716 0.012 0.0030 0.0061 0.010 0.0015 0.0016 6.1E-4 0.0018 0.0011 3.7E-4
34.621 97.715 0.012 0.0038 0.0059 0.0099 0.0018 0.0017 5.7E-4 0.0024 0.0010 3.6E-4
35.636 97.715 0.012 0.0038 0.0067 0.0093 0.0026 0.0018 5.8E-4 0.0030 8.7E-4 4.9E-4
36.680 97.714 0.014 0.0028 0.0082 0.0096 0.0035 0.0017 8.1E-4 0.0028 7.8E-4 8.9E-4
37.755 97.714 0.015 0.0028 0.0092 0.010 0.0035 0.0014 0.0012 0.0021 7.8E-4 0.0015
38.861 97.713 0.015 0.0028 0.011 0.011 0.0020 0.0011 0.0013 0.0016 8.0E-4 0.0019
40.000 97.713 0.016 0.0042 0.012 0.010 4.9E-4 9.9E-4 0.0013 0.0015 7.9E-4 0.0017
41.172 97.713 0.015 0.0042 0.012 0.0090 5.5E-4 7.1E-4 0.0014 0.0015 0.0010 0.0016
42.379 97.712 0.015 0.0033 0.012 0.0073 0.0012 6.1E-4 0.0011 0.0015 0.0018 0.0017
43.620 97.712 0.014 0.0033 0.012 0.0068 0.0017 7.8E-4 6.0E-4 0.0013 0.0029 0.0018
44.898 97.712 0.014 0.010 0.011 0.0070 0.0016 7.9E-4 2.6E-4 9.4E-4 0.0032 0.0015
46.214 97.711 0.012 0.010 0.0096 0.0063 0.0013 5.8E-4 3.3E-4 5.4E-4 0.0025 0.0011
47.568 97.710 0.010 0.051 0.0086 0.0049 0.0019 7.1E-4 5.0E-4 0.0010 0.0019 0.0011
48.962 97.708 0.0098 0.051 0.0084 0.0030 0.0025 0.0017 7.4E-4 0.0016 0.0017 0.0011
50.397 97.709 0.010 0.057 0.0091 0.0020 0.0026 0.0029 9.1E-4 0.0018 0.0014 9.7E-4
51.874 97.710 0.012 0.057 0.010 0.0031 0.0018 0.0030 9.2E-4 0.0014 0.0011 8.1E-4
53.394 97.709 0.012 0.016 0.011 0.0028 0.0010 0.0028 8.9E-4 0.0011 7.2E-4 9.9E-4
54.958 97.709 0.012 0.016 0.011 0.0024 7.4E-4 0.0030 0.0010 0.0011 6.4E-4 0.0010
56.569 97.709 0.012 0.0027 0.011 0.0023 6.2E-4 0.0025 0.0014 0.0012 6.7E-4 0.0010
58.226 97.709 0.012 0.0037 0.011 0.0019 6.8E-4 0.0016 0.0016 0.0013 0.0010 0.0011
59.932 97.708 0.011 0.0037 0.010 0.0016 0.0012 0.0012 0.0014 0.0014 0.0010 0.0013
61.688 97.708 0.010 0.0027 0.0093 0.0019 0.0026 9.6E-4 0.0012 0.0012 6.3E-4 0.0012
63.496 97.708 0.010 0.0036 0.0091 0.0023 0.0031 7.8E-4 9.7E-4 0.0013 5.2E-4 5.6E-4
65.357 97.708 0.010 0.0036 0.0096 0.0025 0.0018 8.5E-4 9.1E-4 0.0013 5.5E-4 0.0010
67.272 97.707 0.0098 0.0052 0.0092 0.0016 9.4E-4 0.0017 0.0010 0.0013 0.0012 0.0010
69.243 97.707 0.011 0.0033 0.0098 0.0028 5.0E-4 0.0026 0.0013 0.0012 0.0013 0.0012
71.272 97.707 0.013 0.0033 0.012 0.0035 4.4E-4 0.0019 0.0017 0.0013 0.0011 0.0014
73.360 97.707 0.015 0.0024 0.014 0.0033 4.9E-4 0.0011 0.0018 0.0015 0.0012 0.0011
75.510 97.707 0.014 0.0024 0.013 0.0025 7.5E-4 0.0011 0.0020 9.1E-4 9.9E-4 8.3E-4
77.723 97.707 0.011 0.0046 0.011 0.0022 0.0012 0.0011 0.0017 7.3E-4 0.0010 9.1E-4
80.000 97.706 0.0094 0.0028 0.0086 0.0021 0.0014 0.0017 0.0013 9.0E-4 0.0010 0.0013
82.344 97.706 0.010 0.0046 0.0095 0.0022 0.0013 0.0019 9.0E-4 0.0010 9.1E-4 0.0016
84.757 97.706 0.010 0.0046 0.0093 0.0022 0.0014 0.0018 7.7E-4 0.0016 0.0012 0.0012
87.241 97.706 0.011 0.0059 0.010 9.3E-4 0.0023 0.0018 9.1E-4 0.0016 0.0013 7.7E-4
89.797 97.706 0.011 0.0034 0.010 9.3E-4 0.0015 0.0022 0.0013 0.0014 0.0012 0.0011
