* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 6:53:28 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: SSL 35
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 103.229 0.068 0.0017 0.063 0.026 0.0019 0.0013 6.8E-4 7.8E-4 6.2E-4 8.0E-4
20.586 103.218 0.068 0.0016 0.064 0.024 0.0017 0.0012 7.6E-4 0.0010 5.2E-4 8.3E-4
21.189 103.209 0.069 0.0016 0.065 0.021 0.0015 9.6E-4 9.0E-4 0.0014 5.4E-4 9.2E-4
21.810 103.200 0.070 0.0016 0.067 0.020 0.0015 7.9E-4 0.0011 0.0016 5.8E-4 9.7E-4
22.449 103.191 0.071 0.0016 0.069 0.018 0.0016 6.8E-4 0.0015 0.0014 6.3E-4 9.5E-4
23.107 103.183 0.073 0.0011 0.071 0.017 0.0019 8.0E-4 0.0020 0.0011 6.4E-4 7.9E-4
23.784 103.175 0.076 0.0011 0.074 0.017 0.0025 0.0010 0.0024 9.3E-4 5.7E-4 5.7E-4
24.481 103.168 0.072 0.0011 0.070 0.016 0.0030 0.0011 0.0025 7.6E-4 4.9E-4 5.1E-4
25.198 103.161 0.060 0.0011 0.058 0.015 0.0032 9.2E-4 0.0024 6.1E-4 3.9E-4 5.6E-4
25.937 103.154 0.054 0.0013 0.052 0.014 0.0031 6.0E-4 0.0020 5.0E-4 4.7E-4 9.0E-4
26.697 103.148 0.054 0.0013 0.052 0.014 0.0027 3.5E-4 0.0015 5.3E-4 8.8E-4 0.0014
27.479 103.142 0.056 0.0013 0.054 0.014 0.0026 3.8E-4 0.0013 6.5E-4 0.0012 0.0018
28.284 103.136 0.059 0.0016 0.057 0.014 0.0026 6.6E-4 0.0013 8.0E-4 0.0014 0.0019
29.113 103.131 0.060 0.0016 0.058 0.013 0.0024 0.0013 0.0012 9.7E-4 0.0013 0.0016
29.966 103.126 0.061 0.0016 0.060 0.013 0.0022 0.0018 0.0012 9.0E-4 0.0011 0.0011
30.844 103.121 0.062 0.0016 0.060 0.012 0.0021 0.0017 0.0011 7.8E-4 8.8E-4 6.1E-4
31.748 103.116 0.063 0.0010 0.062 0.010 0.0019 0.0011 7.3E-4 8.3E-4 5.9E-4 3.1E-4
32.678 103.112 0.063 0.0010 0.062 0.0088 0.0018 6.3E-4 6.9E-4 9.9E-4 4.7E-4 2.5E-4
33.636 103.108 0.063 0.0010 0.063 0.0085 0.0018 5.2E-4 9.9E-4 0.0013 5.1E-4 4.0E-4
34.621 103.104 0.064 0.0019 0.063 0.0095 0.0020 5.8E-4 0.0010 0.0016 5.8E-4 5.9E-4
35.636 103.100 0.064 0.0019 0.063 0.0099 0.0025 7.3E-4 7.8E-4 0.0018 5.5E-4 6.4E-4
36.680 103.096 0.063 0.0028 0.062 0.0097 0.0033 9.9E-4 7.2E-4 0.0016 4.6E-4 7.4E-4
37.755 103.093 0.063 0.0028 0.062 0.0095 0.0035 0.0014 8.1E-4 0.0013 3.9E-4 0.0011
38.861 103.090 0.063 0.0028 0.062 0.0091 0.0027 0.0018 0.0012 1.0E-3 3.2E-4 0.0015
40.000 103.087 0.062 0.0027 0.062 0.0088 0.0021 0.0017 0.0017 7.9E-4 4.0E-4 0.0012
41.172 103.084 0.062 0.0027 0.061 0.0084 0.0016 0.0013 0.0021 5.0E-4 5.8E-4 8.6E-4
42.379 103.081 0.062 0.0025 0.061 0.0084 0.0014 8.6E-4 0.0016 4.7E-4 0.0010 8.4E-4
43.620 103.079 0.062 0.0025 0.062 0.0086 0.0014 7.1E-4 0.0012 5.9E-4 0.0017 8.7E-4
44.898 103.076 0.063 0.0057 0.063 0.0083 0.0017 6.0E-4 0.0010 7.9E-4 0.0017 7.8E-4
46.214 103.074 0.063 0.0057 0.062 0.0079 0.0016 4.9E-4 8.8E-4 9.1E-4 0.0013 7.9E-4
47.568 103.072 0.062 0.037 0.061 0.0074 0.0014 5.8E-4 7.0E-4 8.9E-4 8.9E-4 6.8E-4
48.962 103.071 0.060 0.037 0.060 0.0085 0.0017 0.0013 6.3E-4 0.0017 6.7E-4 4.8E-4
50.397 103.067 0.061 0.044 0.060 0.011 0.0018 0.0015 7.2E-4 0.0022 7.8E-4 6.3E-4
51.874 103.065 0.062 0.044 0.062 0.0098 0.0014 7.4E-4 9.0E-4 0.0015 9.8E-4 7.5E-4
53.394 103.063 0.063 0.011 0.062 0.0082 0.0014 3.5E-4 9.9E-4 7.2E-4 7.2E-4 7.1E-4
54.958 103.061 0.062 0.011 0.062 0.0075 0.0014 4.0E-4 0.0010 3.9E-4 8.6E-4 7.2E-4
56.569 103.059 0.062 0.0024 0.062 0.0073 0.0016 4.8E-4 0.0016 3.1E-4 0.0013 8.0E-4
58.226 103.057 0.062 0.0024 0.062 0.0069 0.0014 3.9E-4 0.0026 4.2E-4 0.0012 5.9E-4
59.932 103.055 0.062 0.0024 0.061 0.0065 0.0017 2.4E-4 0.0026 5.6E-4 6.5E-4 5.1E-4
61.688 103.053 0.061 0.0023 0.061 0.0057 0.0026 3.0E-4 0.0019 6.2E-4 5.6E-4 6.0E-4
63.496 103.051 0.061 0.0023 0.061 0.0059 0.0027 6.0E-4 0.0013 0.0010 5.8E-4 5.9E-4
65.357 103.050 0.061 0.0023 0.061 0.0069 0.0017 8.2E-4 0.0012 0.0012 5.9E-4 6.6E-4
67.272 103.048 0.061 0.0022 0.061 0.0067 0.0010 0.0018 0.0012 0.0010 9.8E-4 8.1E-4
69.243 103.047 0.061 0.0017 0.061 0.0064 8.6E-4 0.0032 0.0011 9.2E-4 8.9E-4 0.0011
71.272 103.046 0.061 0.0017 0.060 0.0063 0.0013 0.0024 0.0013 7.7E-4 5.1E-4 0.0011
73.360 103.045 0.060 0.0023 0.060 0.0064 0.0018 0.0011 0.0012 8.5E-4 4.7E-4 8.7E-4
75.510 103.045 0.062 0.0035 0.062 0.0071 0.0019 5.7E-4 8.0E-4 8.1E-4 5.5E-4 6.6E-4
77.723 103.044 0.063 0.0035 0.062 0.0074 0.0019 8.3E-4 9.8E-4 4.5E-4 8.6E-4 7.4E-4
80.000 103.044 0.062 0.0025 0.062 0.0079 0.0015 6.9E-4 0.0015 2.0E-4 0.0013 5.1E-4
82.344 103.044 0.062 0.0021 0.062 0.0087 0.0015 8.2E-4 0.0013 3.6E-4 0.0011 8.4E-4
84.757 103.043 0.061 0.0021 0.061 0.0069 0.0016 7.5E-4 8.2E-4 6.2E-4 9.0E-4 0.0011
87.241 103.043 0.061 0.0021 0.060 0.0064 0.0029 6.8E-4 6.9E-4 5.7E-4 0.0012 0.0012
89.797 103.042 0.061 0.0020 0.060 0.0064 0.0019 7.6E-4 4.8E-4 6.4E-4 0.0011 7.7E-4
92.428 103.042 0.061 0.0028 0.060 0.0058 0.0017 0.0011 2.4E-4 0.0011 9.6E-4 4.4E-4
95.137 103.041 0.061 0.0023 0.060 0.0056 0.0013 0.0011 2.5E-4 6.2E-4 6.2E-4 4.5E-4
97.924 103.041 0.062 0.0041 0.061 0.0056 0.0012 0.0016 4.1E-4 8.3E-4 5.8E-4 8.7E-4
100.794 103.040 0.063 0.0074 0.063 0.0051 8.2E-4 0.0020 0.0014 0.0012 3.3E-4 0.0010
103.747 103.040 0.063 0.0019 0.062 0.0046 5.2E-4 0.0015 0.0013 0.0015 7.8E-4 0.0010
106.787 103.039 0.062 0.0022 0.062 0.0048 8.0E-4 0.0012 0.0012 0.0019 8.9E-4 7.3E-4
109.916 103.039 0.063 0.0022 0.062 0.0044 0.0011 0.0020 0.0012 0.0018 6.5E-4 4.5E-4
113.137 103.038 0.062 0.0024 0.062 0.0038 0.0014 0.0020 0.0012 0.0018 8.8E-4 8.8E-4
116.452 103.038 0.062 0.0031 0.062 0.0037 0.0012 0.0016 0.0016 0.0014 8.7E-4 0.0016
119.865 103.038 0.061 0.0018 0.061 0.0043 0.0011 0.0013 0.0012 0.0010 0.0011 0.0010
123.377 103.038 0.059 0.0020 0.059 0.0053 8.6E-4 9.4E-4 7.6E-4 9.5E-4 0.0011 0.0011
126.992 103.038 0.060 0.0031 0.060 0.0052 7.9E-4 9.0E-4 8.2E-4 9.5E-4 0.0016 9.7E-4
130.713 103.039 0.061 0.0028 0.061 0.0046 0.0013 0.0010 0.0010 5.5E-4 1.0E-3 0.0011
134.543 103.039 0.061 0.0023 0.061 0.0045 0.0016 9.1E-4 0.0010 4.0E-4 0.0013 0.0011
138.486 103.040 0.061 0.0020 0.061 0.0035 0.0018 5.6E-4 0.0012 8.5E-4 0.0016 0.0014
142.544 103.040 0.061 0.0025 0.061 0.0037 8.5E-4 7.7E-4 8.7E-4 0.0013 0.0014 0.0013
146.721 103.041 0.061 0.0083 0.061 0.0034 6.2E-4 0.0010 9.0E-4 7.3E-4 9.9E-4 0.0015
151.020 103.042 0.062 0.012 0.061 0.0041 8.4E-4 0.0013 6.9E-4 9.4E-4 0.0012 0.0013
155.445 103.042 0.062 0.0030 0.062 0.0035 0.0014 0.0011 8.3E-4 9.5E-4 9.8E-4 0.0014
160.000 103.043 0.062 0.0019 0.062 0.0033 0.0018 7.7E-4 7.1E-4 0.0013 0.0012 0.0014
164.688 103.044 0.062 0.0023 0.061 0.0036 0.0019 8.8E-4 5.4E-4 7.6E-4 7.5E-4 0.0014
169.514 103.045 0.061 0.0029 0.061 0.0051 0.0011 7.7E-4 7.2E-4 6.2E-4 8.4E-4 0.0012
174.481 103.046 0.058 0.0034 0.058 0.0060 8.1E-4 5.0E-4 9.9E-4 8.6E-4 9.0E-4 8.9E-4
179.594 103.046 0.060 0.0024 0.060 0.0059 8.7E-4 6.8E-4 0.0011 7.0E-4 0.0013 9.8E-4
184.856 103.047 0.061 0.0021 0.061 0.0056 0.0012 0.0015 0.0010 7.6E-4 0.0013 0.0012
190.273 103.048 0.062 0.0045 0.061 0.0058 0.0013 0.0019 0.0011 0.0013 0.0015 0.0012
195.849 103.049 0.062 0.0039 0.061 0.0060 0.0013 0.0024 0.0011 9.4E-4 0.0013 0.0013
201.587 103.049 0.061 0.0048 0.061 0.0063 0.0013 0.0014 0.0016 5.9E-4 0.0012 0.0012
