* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 6:52:44 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: SSL 25
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 92.179 0.271 0.0025 0.072 0.261 0.0045 0.0054 0.0023 0.0016 0.0011 0.0026
20.586 92.181 0.262 0.0019 0.075 0.251 0.0040 0.0045 0.0017 0.0019 0.0011 0.0026
21.189 92.183 0.254 0.0019 0.076 0.242 0.0045 0.0035 0.0013 0.0023 9.8E-4 0.0028
21.810 92.185 0.246 0.0019 0.076 0.234 0.0050 0.0024 0.0014 0.0023 0.0011 0.0028
22.449 92.186 0.239 0.0019 0.076 0.227 0.0055 0.0015 0.0019 0.0018 0.0016 0.0026
23.107 92.187 0.235 0.0020 0.078 0.221 0.0058 0.0013 0.0027 0.0015 0.0020 0.0021
23.784 92.188 0.231 0.0020 0.083 0.215 0.0056 0.0014 0.0030 0.0013 0.0023 0.0016
24.481 92.189 0.227 0.0020 0.086 0.210 0.0048 0.0018 0.0028 0.0013 0.0025 0.0012
25.198 92.190 0.222 0.0020 0.086 0.204 0.0038 0.0019 0.0024 0.0013 0.0024 9.6E-4
25.937 92.192 0.215 0.0021 0.081 0.199 0.0021 0.0015 0.0018 0.0014 0.0024 7.8E-4
26.697 92.193 0.207 0.0021 0.072 0.194 8.3E-4 8.7E-4 0.0014 0.0015 0.0023 8.0E-4
27.479 92.195 0.201 0.0021 0.067 0.190 0.0011 8.2E-4 0.0014 0.0016 0.0021 9.8E-4
28.284 92.197 0.198 0.0019 0.064 0.187 0.0024 0.0011 0.0016 0.0016 0.0018 9.4E-4
29.113 92.199 0.195 0.0019 0.062 0.184 0.0026 0.0019 0.0016 0.0015 0.0019 8.1E-4
29.966 92.201 0.192 0.0019 0.061 0.182 0.0024 0.0028 0.0014 0.0013 0.0022 7.1E-4
30.844 92.203 0.190 0.0019 0.061 0.179 0.0021 0.0034 0.0012 0.0012 0.0028 8.8E-4
31.748 92.205 0.187 0.0021 0.061 0.177 0.0021 0.0034 0.0011 0.0013 0.0029 0.0011
32.678 92.206 0.184 0.0021 0.061 0.173 0.0019 0.0029 0.0010 0.0016 0.0024 0.0011
33.636 92.208 0.180 0.0021 0.061 0.169 0.0016 0.0025 0.0010 0.0022 0.0017 0.0011
34.621 92.209 0.175 0.0022 0.060 0.165 0.0012 0.0026 0.0011 0.0028 0.0012 0.0010
35.636 92.210 0.172 0.0022 0.060 0.161 0.0011 0.0029 0.0011 0.0032 9.2E-4 0.0013
36.680 92.211 0.171 0.0025 0.061 0.159 0.0015 0.0029 0.0013 0.0028 6.8E-4 0.0017
37.755 92.214 0.169 0.0025 0.061 0.158 0.0025 0.0027 0.0016 0.0019 4.8E-4 0.0022
38.861 92.216 0.166 0.0025 0.063 0.154 0.0030 0.0029 0.0020 0.0015 9.8E-4 0.0025
40.000 92.219 0.163 0.0023 0.064 0.150 0.0027 0.0028 0.0026 0.0016 0.0016 0.0022
41.172 92.222 0.160 0.0022 0.063 0.147 0.0020 0.0024 0.0032 0.0014 0.0019 0.0016
42.379 92.225 0.158 0.0019 0.063 0.145 0.0022 0.0027 0.0031 0.0010 0.0018 0.0011
43.620 92.228 0.157 0.0019 0.065 0.143 0.0033 0.0032 0.0029 8.0E-4 0.0019 7.5E-4
44.898 92.231 0.156 0.0055 0.066 0.141 0.0042 0.0031 0.0027 7.9E-4 0.0019 5.0E-4
46.214 92.234 0.155 0.0055 0.068 0.139 0.0041 0.0025 0.0021 8.8E-4 0.0013 4.5E-4
47.568 92.237 0.153 0.028 0.069 0.136 0.0030 0.0025 0.0016 8.7E-4 8.9E-4 6.8E-4
48.962 92.241 0.151 0.028 0.069 0.134 0.0023 0.0035 0.0013 0.0017 6.9E-4 9.4E-4
50.397 92.245 0.148 0.032 0.068 0.132 0.0026 0.0041 9.8E-4 0.0023 5.0E-4 9.2E-4
51.874 92.246 0.144 0.032 0.062 0.130 0.0028 0.0030 8.5E-4 0.0014 5.0E-4 6.6E-4
53.394 92.246 0.144 0.0087 0.060 0.131 0.0020 0.0019 4.3E-4 0.0013 4.5E-4 4.8E-4
54.958 92.246 0.144 0.0087 0.060 0.131 0.0015 0.0023 6.5E-4 9.9E-4 4.3E-4 5.5E-4
56.569 92.246 0.144 0.0032 0.060 0.130 0.0017 0.0033 0.0016 0.0013 7.3E-4 7.3E-4
58.226 92.247 0.143 0.0030 0.061 0.129 0.0014 0.0035 0.0024 0.0016 0.0012 8.3E-4
59.932 92.247 0.143 0.0030 0.061 0.129 0.0020 0.0025 0.0017 0.0016 0.0014 0.0013
61.688 92.247 0.143 0.0020 0.062 0.129 0.0035 0.0018 9.6E-4 0.0018 0.0012 0.0017
63.496 92.247 0.144 0.0021 0.064 0.129 0.0033 0.0026 0.0011 0.0015 7.8E-4 0.0017
65.357 92.246 0.142 0.0021 0.064 0.127 0.0020 0.0026 0.0014 7.1E-4 5.9E-4 0.0012
67.272 92.245 0.141 0.0024 0.063 0.127 0.0016 0.0024 0.0011 7.6E-4 8.0E-4 7.2E-4
69.243 92.245 0.142 0.0023 0.063 0.127 0.0018 0.0023 8.4E-4 0.0012 7.7E-4 6.2E-4
71.272 92.245 0.143 0.0023 0.065 0.128 0.0019 0.0028 9.7E-4 0.0014 7.5E-4 6.2E-4
73.360 92.246 0.142 0.0019 0.066 0.126 0.0012 0.0018 0.0010 0.0012 0.0010 8.5E-4
75.510 92.248 0.142 0.0019 0.067 0.125 5.2E-4 0.0016 7.4E-4 0.0014 0.0010 0.0013
77.723 92.250 0.140 0.0021 0.064 0.124 5.3E-4 0.0020 7.3E-4 0.0016 9.4E-4 0.0012
