* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 6:54:19 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: SSL 45
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 113.823 18.2 0.0019 5.35 17.0 2.20 1.11 1.53 2.09 1.49 1.00
20.586 113.822 18.2 0.0019 5.36 16.9 2.19 1.07 1.55 2.10 1.48 0.992
21.189 113.820 18.1 0.0019 5.37 16.9 2.17 1.03 1.56 2.10 1.47 0.981
21.810 113.818 18.1 0.0019 5.39 16.8 2.16 1.00 1.58 2.11 1.46 0.970
22.449 113.816 18.1 0.0019 5.41 16.8 2.14 0.973 1.59 2.11 1.45 0.960
23.107 113.814 18.0 0.0021 5.43 16.7 2.12 0.944 1.60 2.12 1.44 0.950
23.784 113.813 18.0 0.0021 5.45 16.7 2.11 0.917 1.61 2.12 1.43 0.940
24.481 113.811 18.0 0.0021 5.47 16.7 2.09 0.891 1.62 2.12 1.42 0.931
25.198 113.810 18.0 0.0021 5.49 16.6 2.08 0.866 1.63 2.13 1.42 0.921
25.937 113.809 17.9 0.0029 5.49 16.6 2.07 0.843 1.64 2.13 1.41 0.912
26.697 113.808 17.9 0.0029 5.49 16.6 2.06 0.822 1.65 2.13 1.40 0.904
27.479 113.807 17.9 0.0029 5.49 16.6 2.04 0.802 1.66 2.13 1.39 0.896
28.284 113.805 17.8 0.0024 5.48 16.5 2.03 0.784 1.67 2.13 1.39 0.890
29.113 113.804 17.8 0.0024 5.48 16.5 2.02 0.767 1.67 2.13 1.38 0.885
29.966 113.803 17.8 0.0024 5.48 16.5 2.01 0.750 1.68 2.13 1.38 0.879
30.844 113.803 17.8 0.0024 5.48 16.5 2.00 0.735 1.69 2.13 1.37 0.873
31.748 113.802 17.7 0.0021 5.48 16.4 1.99 0.720 1.69 2.14 1.36 0.867
32.678 113.801 17.7 0.0021 5.49 16.4 1.99 0.708 1.70 2.14 1.36 0.862
33.636 113.800 17.7 0.0021 5.50 16.4 1.98 0.696 1.70 2.14 1.35 0.857
34.621 113.799 17.7 0.0028 5.50 16.4 1.97 0.683 1.71 2.14 1.35 0.852
35.636 113.798 17.7 0.0028 5.51 16.4 1.96 0.671 1.71 2.14 1.34 0.848
36.680 113.798 17.7 0.0032 5.51 16.4 1.96 0.660 1.72 2.14 1.34 0.845
37.755 113.797 17.7 0.0032 5.51 16.4 1.95 0.651 1.72 2.14 1.34 0.841
38.861 113.797 17.6 0.0032 5.51 16.3 1.94 0.642 1.72 2.14 1.33 0.837
40.000 113.797 17.6 0.0025 5.51 16.3 1.94 0.633 1.73 2.14 1.33 0.834
41.172 113.796 17.6 0.0025 5.51 16.3 1.93 0.624 1.73 2.14 1.33 0.830
42.379 113.796 17.6 0.0025 5.51 16.3 1.93 0.615 1.73 2.14 1.32 0.826
43.620 113.796 17.6 0.0025 5.51 16.3 1.92 0.607 1.74 2.14 1.32 0.823
44.898 113.795 17.6 0.011 5.52 16.3 1.92 0.600 1.74 2.14 1.32 0.820
46.214 113.794 17.6 0.011 5.52 16.3 1.92 0.594 1.74 2.14 1.31 0.818
47.568 113.794 17.6 0.053 5.52 16.3 1.91 0.588 1.74 2.14 1.31 0.816
48.962 113.793 17.6 0.053 5.52 16.3 1.91 0.582 1.74 2.14 1.31 0.814
50.397 113.792 17.6 0.060 5.52 16.3 1.90 0.577 1.75 2.14 1.31 0.812
51.874 113.792 17.6 0.060 5.52 16.2 1.90 0.572 1.75 2.14 1.30 0.809
53.394 113.793 17.5 0.017 5.52 16.2 1.90 0.567 1.75 2.14 1.30 0.807
54.958 113.793 17.5 0.017 5.52 16.2 1.90 0.562 1.75 2.14 1.30 0.805
56.569 113.793 17.5 0.0058 5.52 16.2 1.89 0.559 1.75 2.14 1.30 0.805
58.226 113.793 17.5 0.0031 5.53 16.2 1.89 0.556 1.75 2.14 1.30 0.804
59.932 113.793 17.5 0.0031 5.53 16.2 1.89 0.555 1.75 2.14 1.30 0.804
61.688 113.793 17.5 0.0018 5.53 16.2 1.89 0.552 1.75 2.14 1.30 0.802
63.496 113.792 17.5 0.0020 5.53 16.2 1.89 0.548 1.75 2.14 1.29 0.800
65.357 113.792 17.5 0.0020 5.53 16.2 1.89 0.547 1.76 2.14 1.29 0.798
67.272 113.792 17.5 0.0023 5.53 16.2 1.89 0.547 1.76 2.14 1.29 0.798
69.243 113.792 17.5 0.0024 5.53 16.2 1.89 0.545 1.76 2.14 1.29 0.797
71.272 113.791 17.5 0.0024 5.53 16.2 1.89 0.543 1.76 2.14 1.29 0.797
73.360 113.791 17.5 0.0032 5.53 16.2 1.88 0.541 1.76 2.14 1.29 0.797
75.510 113.791 17.5 0.0027 5.54 16.2 1.88 0.541 1.76 2.14 1.29 0.797
77.723 113.791 17.5 0.0023 5.54 16.2 1.89 0.540 1.76 2.14 1.29 0.798
80.000 113.790 17.5 0.0022 5.54 16.2 1.89 0.542 1.77 2.14 1.29 0.797
82.344 113.790 17.5 0.0023 5.55 16.2 1.89 0.542 1.77 2.14 1.29 0.796
84.757 113.790 17.5 0.0023 5.55 16.2 1.89 0.541 1.77 2.14 1.29 0.796
87.241 113.790 17.5 0.0020 5.55 16.2 1.89 0.539 1.77 2.14 1.29 0.794
89.797 113.790 17.5 0.0028 5.55 16.2 1.89 0.536 1.77 2.14 1.29 0.793
92.428 113.790 17.5 0.0027 5.55 16.2 1.88 0.533 1.78 2.14 1.29 0.792
95.137 113.790 17.5 0.0031 5.55 16.2 1.88 0.528 1.78 2.14 1.29 0.792
97.924 113.790 17.5 0.0066 5.55 16.2 1.88 0.524 1.78 2.14 1.29 0.791
100.794 113.790 17.5 0.012 5.55 16.2 1.88 0.519 1.78 2.15 1.29 0.791
103.747 113.789 17.5 0.0028 5.55 16.1 1.88 0.514 1.78 2.15 1.29 0.789
106.787 113.789 17.5 0.0017 5.55 16.1 1.88 0.510 1.78 2.15 1.29 0.788
109.916 113.790 17.5 0.0036 5.55 16.1 1.88 0.506 1.78 2.15 1.28 0.787
113.137 113.790 17.5 0.0032 5.55 16.1 1.88 0.503 1.78 2.15 1.28 0.786
116.452 113.790 17.5 0.0028 5.55 16.1 1.88 0.502 1.78 2.15 1.29 0.786
119.865 113.790 17.5 0.0031 5.55 16.1 1.88 0.504 1.78 2.15 1.29 0.787
123.377 113.791 17.5 0.0029 5.55 16.1 1.88 0.505 1.78 2.15 1.29 0.787
126.992 113.791 17.5 0.0033 5.55 16.1 1.88 0.508 1.78 2.15 1.29 0.788
130.713 113.791 17.5 0.0044 5.55 16.1 1.88 0.511 1.78 2.15 1.29 0.788
134.543 113.792 17.5 0.0031 5.54 16.2 1.88 0.515 1.78 2.15 1.29 0.788
138.486 113.792 17.5 0.0031 5.54 16.2 1.88 0.518 1.78 2.15 1.29 0.789
142.544 113.793 17.5 0.0035 5.54 16.2 1.88 0.520 1.77 2.15 1.29 0.791
146.721 113.793 17.5 0.013 5.54 16.2 1.89 0.521 1.77 2.15 1.29 0.793
151.020 113.793 17.5 0.017 5.54 16.2 1.89 0.522 1.77 2.15 1.29 0.795
155.445 113.794 17.5 0.0029 5.54 16.2 1.89 0.524 1.77 2.15 1.29 0.797
160.000 113.794 17.5 0.0024 5.54 16.2 1.89 0.528 1.77 2.15 1.29 0.798
164.688 113.795 17.5 0.0028 5.53 16.2 1.89 0.531 1.77 2.15 1.29 0.799
169.514 113.795 17.5 0.0033 5.53 16.2 1.89 0.535 1.77 2.15 1.30 0.799
174.481 113.795 17.5 0.0042 5.53 16.2 1.89 0.539 1.77 2.14 1.30 0.798
179.594 113.796 17.5 0.0035 5.53 16.2 1.89 0.544 1.77 2.14 1.30 0.797
184.856 113.796 17.5 0.0043 5.53 16.2 1.89 0.547 1.77 2.14 1.30 0.797
190.273 113.797 17.5 0.0039 5.52 16.2 1.89 0.547 1.77 2.14 1.30 0.796
195.849 113.797 17.5 0.0043 5.52 16.2 1.89 0.547 1.77 2.14 1.30 0.799
201.587 113.797 17.5 0.0075 5.52 16.2 1.90 0.550 1.77 2.14 1.30 0.803
207.494 113.798 17.5 0.0056 5.52 16.2 1.90 0.552 1.77 2.14 1.30 0.807
213.574 113.798 17.5 0.0044 5.52 16.2 1.90 0.555 1.76 2.14 1.30 0.807
219.833 113.798 17.5 0.0041 5.52 16.2 1.90 0.557 1.76 2.14 1.30 0.806
226.274 113.798 17.5 0.0029 5.52 16.2 1.90 0.556 1.76 2.14 1.30 0.805
232.905 113.798 17.5 0.0046 5.52 16.2 1.90 0.549 1.77 2.14 1.30 0.802
239.729 113.797 17.5 0.0041 5.52 16.2 1.89 0.540 1.77 2.15 1.30 0.799
246.754 113.796 17.5 0.011 5.52 16.2 1.89 0.529 1.77 2.15 1.30 0.798
253.984 113.796 17.5 0.0058 5.53 16.2 1.88 0.520 1.78 2.15 1.30 0.796
261.426 113.795 17.5 0.0026 5.53 16.1 1.88 0.515 1.78 2.15 1.29 0.792
269.087 113.795 17.5 0.0039 5.54 16.1 1.88 0.510 1.78 2.15 1.29 0.788
276.972 113.794 17.5 0.0030 5.54 16.1 1.88 0.506 1.79 2.15 1.29 0.786
285.088 113.794 17.5 0.0039 5.54 16.1 1.87 0.503 1.79 2.15 1.29 0.783
293.441 113.794 17.5 0.0053 5.55 16.1 1.87 0.498 1.79 2.15 1.28 0.784
302.040 113.793 17.4 0.0049 5.56 16.1 1.87 0.494 1.79 2.15 1.28 0.784
310.890 113.792 17.4 0.0028 5.56 16.1 1.87 0.489 1.79 2.15 1.28 0.780
320.000 113.791 17.4 0.0029 5.56 16.1 1.86 0.480 1.80 2.15 1.28 0.775
329.377 113.791 17.4 0.0056 5.57 16.1 1.86 0.469 1.80 2.15 1.28 0.772
339.028 113.790 17.4 0.0037 5.57 16.1 1.86 0.462 1.80 2.15 1.28 0.770
348.962 113.790 17.4 0.025 5.57 16.1 1.85 0.463 1.81 2.15 1.27 0.771
359.188 113.790 17.4 0.0048 5.58 16.1 1.85 0.469 1.80 2.14 1.27 0.770
369.713 113.790 17.4 0.0052 5.58 16.1 1.85 0.472 1.80 2.14 1.27 0.768
380.546 113.790 17.4 0.0045 5.58 16.1 1.85 0.468 1.81 2.14 1.27 0.767
391.697 113.790 17.4 0.0028 5.58 16.1 1.85 0.458 1.81 2.14 1.27 0.764
403.175 113.789 17.4 0.0044 5.57 16.0 1.85 0.447 1.81 2.15 1.27 0.764
414.989 113.789 17.4 0.0032 5.57 16.0 1.85 0.439 1.82 2.15 1.27 0.766
427.149 113.790 17.4 0.0037 5.57 16.0 1.85 0.440 1.81 2.15 1.27 0.765
439.665 113.791 17.4 0.0050 5.57 16.1 1.85 0.455 1.81 2.15 1.27 0.764
452.548 113.792 17.4 0.0081 5.57 16.1 1.86 0.473 1.81 2.14 1.27 0.770
465.809 113.792 17.4 0.0044 5.57 16.1 1.86 0.480 1.81 2.14 1.28 0.774
479.458 113.792 17.4 0.0063 5.57 16.1 1.86 0.478 1.81 2.14 1.28 0.774
493.507 113.793 17.4 0.0082 5.57 16.1 1.86 0.479 1.81 2.15 1.28 0.775
507.968 113.793 17.4 0.0067 5.57 16.1 1.87 0.482 1.80 2.15 1.28 0.778
522.853 113.793 17.4 0.0060 5.57 16.1 1.87 0.485 1.80 2.15 1.29 0.779
538.174 113.793 17.4 0.0074 5.57 16.1 1.87 0.487 1.80 2.14 1.29 0.777
553.943 113.793 17.4 0.0056 5.57 16.1 1.87 0.483 1.81 2.14 1.29 0.775
570.175 113.794 17.4 0.0062 5.57 16.1 1.88 0.480 1.81 2.15 1.29 0.777
586.883 113.795 17.4 0.0059 5.56 16.1 1.88 0.488 1.80 2.15 1.29 0.781
604.080 113.797 17.5 0.0041 5.55 16.1 1.89 0.502 1.79 2.15 1.30 0.789
621.780 113.798 17.5 0.0050 5.55 16.1 1.90 0.521 1.79 2.15 1.30 0.794
640.000 113.799 17.5 0.0064 5.54 16.2 1.90 0.537 1.79 2.14 1.31 0.792
658.753 113.800 17.5 0.0057 5.54 16.2 1.90 0.540 1.78 2.14 1.30 0.798
678.056 113.799 17.5 0.0084 5.54 16.2 1.90 0.531 1.78 2.15 1.30 0.799
697.925 113.796 17.5 0.0061 5.54 16.1 1.89 0.505 1.80 2.15 1.30 0.789
718.376 113.794 17.4 0.0044 5.55 16.1 1.88 0.483 1.81 2.15 1.29 0.781
739.426 113.793 17.4 0.0063 5.57 16.1 1.88 0.473 1.81 2.15 1.28 0.772
761.093 113.791 17.4 0.0064 5.58 16.1 1.87 0.465 1.81 2.14 1.28 0.769
783.394 113.789 17.4 0.0055 5.59 16.0 1.86 0.449 1.82 2.14 1.28 0.763
806.349 113.789 17.4 0.0057 5.60 16.0 1.85 0.445 1.82 2.14 1.27 0.761
829.977 113.788 17.4 0.0052 5.60 16.0 1.85 0.444 1.82 2.14 1.27 0.759
854.297 113.788 17.4 0.0064 5.59 16.0 1.85 0.425 1.83 2.15 1.27 0.755
879.330 113.789 17.4 0.0077 5.59 16.0 1.85 0.418 1.83 2.15 1.27 0.758
905.097 113.791 17.4 0.0069 5.58 16.0 1.86 0.453 1.82 2.14 1.28 0.764
931.618 113.793 17.4 0.0064 5.58 16.1 1.87 0.476 1.82 2.14 1.28 0.773
958.917 113.794 17.4 0.0063 5.58 16.1 1.88 0.484 1.81 2.14 1.29 0.778
987.015 113.794 17.4 0.0064 5.58 16.1 1.89 0.486 1.81 2.15 1.29 0.780
1015.937 113.794 17.4 0.0068 5.58 16.1 1.89 0.484 1.81 2.15 1.29 0.780
1045.706 113.797 17.4 0.0062 5.57 16.1 1.90 0.493 1.80 2.15 1.30 0.785
1076.347 113.799 17.5 0.0088 5.55 16.2 1.91 0.524 1.79 2.14 1.31 0.795
1107.887 113.800 17.5 0.0066 5.55 16.2 1.91 0.542 1.79 2.14 1.31 0.796
1140.350 113.796 17.5 0.0052 5.56 16.1 1.90 0.513 1.80 2.15 1.30 0.791
1173.765 113.792 17.4 0.0071 5.58 16.1 1.88 0.469 1.81 2.15 1.29 0.775
1208.159 113.790 17.4 0.0056 5.60 16.1 1.87 0.454 1.82 2.14 1.28 0.765
1243.561 113.788 17.4 0.0087 5.61 16.0 1.86 0.439 1.83 2.14 1.27 0.760
1280.000 113.787 17.4 0.0092 5.61 16.0 1.85 0.436 1.83 2.14 1.27 0.754
1317.507 113.788 17.4 0.0053 5.60 16.0 1.85 0.413 1.84 2.15 1.27 0.754
1356.113 113.792 17.4 0.0087 5.59 16.0 1.86 0.445 1.82 2.14 1.28 0.761
1395.850 113.795 17.5 0.0077 5.58 16.1 1.89 0.492 1.81 2.14 1.29 0.778
1436.751 113.796 17.5 0.0055 5.58 16.1 1.90 0.504 1.80 2.15 1.30 0.786
1478.851 113.798 17.5 0.0066 5.58 16.1 1.91 0.503 1.80 2.15 1.30 0.787
1522.185 113.801 17.5 0.0049 5.56 16.2 1.92 0.531 1.79 2.15 1.31 0.800
1566.789 113.801 17.5 0.0077 5.56 16.2 1.92 0.553 1.78 2.14 1.31 0.801
1612.699 113.794 17.5 0.0096 5.57 16.1 1.90 0.493 1.81 2.15 1.30 0.783
1659.955 113.790 17.4 0.0073 5.60 16.1 1.88 0.456 1.82 2.15 1.28 0.765
1708.595 113.788 17.4 0.0093 5.62 16.0 1.86 0.442 1.83 2.14 1.28 0.759
1758.661 113.788 17.4 0.0072 5.62 16.0 1.85 0.423 1.84 2.15 1.27 0.752
1810.193 113.793 17.4 0.0089 5.59 16.0 1.87 0.446 1.82 2.15 1.28 0.761
1863.236 113.798 17.5 0.0070 5.58 16.1 1.90 0.511 1.80 2.15 1.30 0.776
1917.833 113.799 17.5 0.0085 5.57 16.1 1.91 0.518 1.80 2.15 1.31 0.765
1974.030 113.803 17.5 0.011 5.56 16.2 1.93 0.541 1.78 2.15 1.32 0.742
2031.873 113.800 17.5 0.0083 5.56 16.2 1.92 0.546 1.79 2.15 1.31 0.684
2091.412 113.792 17.4 0.0087 5.60 16.1 1.88 0.461 1.82 2.15 1.28 0.579
2152.695 113.788 17.4 0.0069 5.63 16.0 1.86 0.435 1.83 2.14 1.24 0.465
2215.774 113.788 17.3 0.0081 5.63 16.0 1.85 0.410 1.84 2.15 1.18 0.349
2280.701 113.796 17.4 0.0090 5.60 16.1 1.87 0.461 1.82 2.15 1.11 0.255
