* Distortion data saved by REW V5.20.13
* Dated: Oct 16, 2023 6:53:07 AM
* Source: Universal Audio Thunderbolt, Universal Audio Thunderbolt, 1, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -40.0 dBFS with no timing reference
* Measurement: SSL 30
* Frequency Step: 24 ppo
* Freq (Hz) Fundamental (dB) THD (%) Noise (%) H2 (%) H3 (%) H4 (%) H5 (%) H6 (%) H7 (%) H8 (%) H9 (%)
20.000 96.696 0.110 0.0017 0.053 0.097 0.0018 0.0020 0.0015 0.0011 0.0014 7.3E-4
20.586 96.694 0.107 0.0020 0.052 0.093 0.0018 0.0024 0.0017 0.0012 0.0010 6.7E-4
21.189 96.692 0.103 0.0020 0.052 0.089 0.0020 0.0026 0.0020 0.0013 6.7E-4 4.9E-4
21.810 96.690 0.100 0.0020 0.052 0.085 0.0022 0.0026 0.0022 0.0011 6.5E-4 3.5E-4
22.449 96.688 0.096 0.0020 0.050 0.082 0.0026 0.0024 0.0024 7.6E-4 0.0010 2.4E-4
23.107 96.686 0.094 0.0020 0.050 0.079 0.0030 0.0020 0.0026 5.1E-4 0.0014 2.8E-4
23.784 96.684 0.093 0.0020 0.053 0.076 0.0035 0.0016 0.0028 3.4E-4 0.0014 5.0E-4
24.481 96.683 0.094 0.0020 0.058 0.074 0.0039 0.0012 0.0030 2.4E-4 0.0013 8.0E-4
25.198 96.681 0.099 0.0020 0.068 0.072 0.0038 9.8E-4 0.0029 2.0E-4 9.5E-4 0.0012
25.937 96.680 0.099 0.0019 0.070 0.069 0.0036 9.6E-4 0.0023 2.1E-4 6.9E-4 0.0018
26.697 96.679 0.093 0.0019 0.064 0.068 0.0033 0.0012 0.0018 3.6E-4 5.0E-4 0.0022
27.479 96.677 0.089 0.0019 0.059 0.066 0.0032 0.0015 0.0014 8.8E-4 5.2E-4 0.0022
28.284 96.676 0.085 0.0012 0.055 0.065 0.0032 0.0019 0.0011 0.0015 7.2E-4 0.0018
29.113 96.675 0.083 0.0012 0.054 0.063 0.0032 0.0022 8.9E-4 0.0018 0.0011 0.0014
29.966 96.674 0.081 0.0012 0.054 0.061 0.0031 0.0022 7.2E-4 0.0019 0.0015 0.0010
30.844 96.672 0.079 0.0012 0.053 0.058 0.0027 0.0017 5.7E-4 0.0016 0.0018 1.0E-3
31.748 96.671 0.077 0.0016 0.053 0.056 0.0020 0.0010 4.3E-4 0.0012 0.0017 7.9E-4
32.678 96.670 0.076 0.0016 0.052 0.055 0.0016 8.6E-4 4.2E-4 1.0E-3 0.0012 7.2E-4
33.636 96.669 0.074 0.0016 0.051 0.054 0.0014 0.0012 5.5E-4 0.0011 7.2E-4 9.5E-4
34.621 96.668 0.074 0.0024 0.052 0.053 0.0017 0.0012 6.1E-4 0.0014 3.6E-4 0.0012
35.636 96.667 0.073 0.0024 0.052 0.052 0.0022 8.4E-4 5.9E-4 0.0016 3.8E-4 0.0014
36.680 96.666 0.072 0.0024 0.051 0.051 0.0029 6.1E-4 7.5E-4 0.0014 6.6E-4 0.0015
37.755 96.665 0.072 0.0024 0.051 0.051 0.0034 5.3E-4 0.0011 8.2E-4 0.0012 0.0019
38.861 96.663 0.073 0.0024 0.052 0.050 0.0033 7.7E-4 0.0016 4.8E-4 0.0018 0.0023
40.000 96.662 0.073 0.0023 0.053 0.049 0.0026 9.6E-4 0.0023 3.7E-4 0.0020 0.0020
41.172 96.661 0.073 0.0023 0.053 0.049 0.0017 0.0010 0.0032 3.9E-4 0.0024 0.0013
42.379 96.660 0.072 0.0022 0.053 0.049 0.0011 0.0012 0.0034 5.7E-4 0.0029 7.9E-4
43.620 96.659 0.072 0.0022 0.053 0.048 9.7E-4 0.0012 0.0028 8.9E-4 0.0031 6.0E-4
44.898 96.658 0.071 0.0066 0.052 0.047 0.0012 0.0010 0.0021 9.8E-4 0.0023 4.2E-4
46.214 96.656 0.069 0.0066 0.052 0.046 0.0014 9.0E-4 0.0017 6.3E-4 0.0011 3.9E-4
47.568 96.655 0.069 0.039 0.053 0.045 0.0015 0.0012 0.0015 7.2E-4 6.0E-4 5.5E-4
48.962 96.654 0.068 0.039 0.052 0.044 0.0017 0.0024 0.0011 9.4E-4 5.9E-4 7.4E-4
50.397 96.655 0.067 0.046 0.051 0.043 0.0018 0.0030 7.8E-4 9.1E-4 4.6E-4 7.0E-4
51.874 96.655 0.068 0.046 0.052 0.044 0.0018 0.0025 6.4E-4 9.9E-4 3.6E-4 5.1E-4
53.394 96.653 0.068 0.014 0.053 0.043 0.0016 0.0020 6.0E-4 0.0010 3.3E-4 7.0E-4
54.958 96.652 0.068 0.014 0.053 0.043 9.3E-4 0.0016 0.0010 0.0011 6.4E-4 0.0013
56.569 96.652 0.067 0.0031 0.051 0.043 3.4E-4 0.0015 0.0019 0.0012 0.0013 0.0016
58.226 96.651 0.068 0.0032 0.052 0.043 0.0011 0.0013 0.0023 8.5E-4 0.0019 0.0017
59.932 96.651 0.069 0.0032 0.054 0.043 0.0022 0.0016 0.0014 3.3E-4 0.0020 0.0020
61.688 96.650 0.069 0.0019 0.054 0.042 0.0036 0.0013 9.6E-4 5.2E-4 0.0020 0.0017
63.496 96.649 0.067 0.0017 0.053 0.041 0.0034 8.3E-4 0.0012 7.7E-4 0.0020 0.0011
65.357 96.649 0.064 0.0017 0.050 0.040 0.0026 7.7E-4 9.1E-4 0.0014 0.0014 0.0011
67.272 96.649 0.063 0.0021 0.051 0.038 0.0020 0.0015 6.8E-4 0.0013 0.0014 0.0012
69.243 96.648 0.064 0.0017 0.052 0.038 0.0017 0.0028 5.1E-4 0.0011 0.0011 0.0012
71.272 96.648 0.065 0.0017 0.052 0.038 0.0014 0.0019 6.6E-4 0.0012 9.3E-4 0.0019
73.360 96.648 0.066 0.0020 0.053 0.039 0.0014 7.8E-4 0.0012 0.0013 9.0E-4 0.0019
75.510 96.648 0.065 0.0030 0.052 0.039 0.0012 8.6E-4 0.0014 0.0011 7.5E-4 0.0016
77.723 96.648 0.065 0.0032 0.052 0.039 0.0016 7.0E-4 0.0011 0.0012 7.3E-4 0.0015
80.000 96.648 0.065 0.0025 0.052 0.039 0.0016 9.9E-4 9.9E-4 0.0011 8.9E-4 0.0016
82.344 96.649 0.067 9.8E-4 0.053 0.040 0.0011 0.0011 0.0010 0.0010 7.2E-4 0.0013
84.757 96.649 0.068 9.8E-4 0.054 0.042 0.0015 0.0012 9.0E-4 7.5E-4 5.1E-4 8.9E-4
87.241 96.649 0.066 0.0020 0.052 0.040 0.0032 0.0010 6.7E-4 6.2E-4 6.6E-4 8.5E-4
89.797 96.649 0.064 0.0021 0.051 0.038 0.0030 0.0013 8.7E-4 5.7E-4 6.0E-4 6.7E-4
92.428 96.649 0.065 0.0030 0.052 0.038 0.0023 7.2E-4 8.6E-4 9.9E-4 8.2E-4 5.7E-4
95.137 96.648 0.065 0.0022 0.053 0.037 0.0021 7.5E-4 8.3E-4 0.0015 8.8E-4 6.1E-4
97.924 96.648 0.065 0.0035 0.054 0.036 0.0012 0.0012 5.7E-4 0.0015 5.2E-4 9.2E-4
100.794 96.648 0.065 0.0065 0.054 0.036 7.1E-4 0.0016 5.5E-4 9.7E-4 5.4E-4 9.8E-4
103.747 96.647 0.064 0.0023 0.052 0.037 5.6E-4 0.0013 6.9E-4 6.4E-4 4.2E-4 0.0012
106.787 96.646 0.065 0.0029 0.053 0.037 5.3E-4 0.0015 0.0013 5.7E-4 3.3E-4 0.0015
109.916 96.645 0.064 0.0042 0.052 0.038 7.3E-4 0.0020 0.0018 0.0013 9.7E-4 0.0015
113.137 96.644 0.065 0.0031 0.052 0.038 0.0012 0.0013 0.0015 0.0025 0.0012 0.0018
116.452 96.643 0.065 0.0019 0.052 0.038 0.0013 0.0014 0.0012 0.0024 9.2E-4 0.0021
119.865 96.643 0.064 0.0027 0.052 0.036 8.5E-4 0.0011 0.0015 0.0016 0.0010 0.0018
123.377 96.642 0.066 0.0019 0.055 0.036 9.1E-4 0.0014 0.0019 6.0E-4 8.6E-4 0.0013
126.992 96.642 0.064 0.0016 0.053 0.036 0.0014 0.0017 0.0016 5.3E-4 9.0E-4 0.0014
130.713 96.641 0.065 0.0017 0.053 0.037 0.0017 0.0017 0.0015 5.4E-4 0.0013 9.3E-4
134.543 96.640 0.066 0.0035 0.054 0.037 0.0019 0.0016 0.0015 6.9E-4 0.0011 6.2E-4
138.486 96.640 0.065 0.0023 0.054 0.037 0.0015 0.0022 9.0E-4 0.0014 8.0E-4 5.6E-4
142.544 96.639 0.064 0.0023 0.053 0.036 0.0013 0.0017 7.6E-4 0.0016 0.0010 9.3E-4
146.721 96.638 0.064 0.0097 0.053 0.036 0.0010 0.0017 9.2E-4 0.0014 0.0010 0.0012
151.020 96.638 0.064 0.011 0.052 0.036 0.0010 0.0010 9.7E-4 0.0012 0.0013 0.0013
155.445 96.637 0.064 0.0023 0.053 0.036 6.7E-4 0.0010 0.0013 0.0014 0.0013 0.0011
160.000 96.637 0.064 0.0026 0.052 0.037 0.0011 0.0015 0.0014 0.0016 0.0012 0.0011
164.688 96.636 0.064 0.0027 0.052 0.037 0.0014 0.0019 0.0014 0.0012 0.0012 0.0016
169.514 96.635 0.064 0.0030 0.051 0.037 0.0013 0.0015 0.0013 0.0011 0.0014 0.0015
174.481 96.634 0.063 0.0037 0.051 0.037 0.0015 0.0014 8.1E-4 0.0010 0.0011 0.0014
179.594 96.633 0.063 0.0023 0.052 0.036 0.0018 0.0015 0.0013 0.0013 0.0013 0.0010
184.856 96.632 0.064 0.0026 0.053 0.037 0.0023 9.6E-4 0.0011 0.0012 0.0016 8.6E-4
190.273 96.631 0.063 0.0026 0.052 0.035 0.0016 0.0014 0.0016 9.5E-4 0.0020 7.5E-4
195.849 96.630 0.063 0.0036 0.052 0.035 0.0012 0.0017 0.0016 8.8E-4 0.0015 0.0010
201.587 96.629 0.064 0.0052 0.053 0.036 8.9E-4 9.8E-4 0.0013 0.0012 0.0014 9.9E-4
207.494 96.628 0.064 0.0028 0.053 0.035 0.0012 0.0013 0.0015 6.7E-4 0.0013 8.6E-4
213.574 96.628 0.064 0.0035 0.054 0.035 0.0015 0.0018 0.0011 0.0012 0.0016 6.7E-4
219.833 96.627 0.064 0.0038 0.054 0.035 0.0012 0.0026 0.0015 0.0014 0.0019 6.4E-4
226.274 96.627 0.065 0.0025 0.053 0.036 0.0014 0.0014 0.0016 0.0011 9.4E-4 6.9E-4
232.905 96.627 0.065 0.0033 0.053 0.037 0.0019 0.0013 0.0015 0.0013 5.8E-4 0.0011
239.729 96.627 0.064 0.0029 0.053 0.036 0.0018 0.0017 0.0012 0.0010 7.4E-4 0.0018
